seaotter,releasenum,days_since_rel,fix_type,fix_qual,latitude,longitude,,
587,2,0,b,0.5,36.82001912,-121.7449308,,
587,2,0.999305556,b,0.5,36.81443838,-121.7560763,,
587,2,2.013888889,b,0.5,36.81493304,-121.7541652,,
587,2,2.975694444,b,0.5,36.81604154,-121.7463112,,
587,2,3.102777778,b,0.5,36.82405758,-121.7465315,,
587,2,4.047916667,b,0.5,36.81346844,-121.7752494,,
587,2,4.13125,b,0.5,36.80483903,-121.7959411,,
587,3,0,b,0.5,36.81986915,-121.7452705,,
587,3,0.936111111,r,2,36.81163328,-121.7529122,,
587,3,1.015972222,b,0.5,36.81938262,-121.7446425,,
587,3,1.950694444,b,0.5,36.8112891,-121.7877467,,
587,3,2.904861111,v,0.5,36.81070252,-121.7877978,,
587,3,3.957638889,b,0.5,36.81352486,-121.7458255,,
587,3,4.890972222,b,0.5,36.811007,-121.7872442,,
587,3,6,b,0.5,36.81225056,-121.7821574,,
587,3,8.099305556,b,0.5,36.813692,-121.742805,,
587,3,8.959722222,b,0.5,36.81783676,-121.7420036,,
587,3,11.97430556,r,3,36.81272311,-121.7452985,,
587,3,13.07847222,b,1,36.814557,-121.740418,,
587,3,14.96111111,v,0.5,36.8124608,-121.7878096,,
587,3,14.99444444,b,0.5,36.81318362,-121.7444726,,
595,1,0,b,0.5,36.81865205,-121.745218,,
595,1,1.018055556,b,0.5,36.81558145,-121.7506153,,
595,1,2.01875,b,0.5,36.78371721,-121.7972758,,
595,1,2.0625,b,0.5,36.75926,-121.812062,,
595,2,0,b,0.5,36.81674915,-121.7471975,,
595,2,0.827083333,a,1,36.840531,-121.806156,,
595,2,0.99375,b,0.5,36.87887565,-121.9026798,,
595,3,0,b,0.5,36.82135588,-121.7456154,,
595,3,0.042361111,b,0.5,36.809916,-121.742996,,
595,3,0.875694444,a,1,36.82106667,-121.8213333,,
595,3,0.910416667,b,0.5,36.82946412,-121.8345538,,
595,3,1.042361111,r,3,36.80099436,-121.8346449,,
595,3,2.875694444,a,1,36.98336167,-122.1792083,,
595,3,3.042361111,r,3,36.93039727,-122.2748359,,
595,3,3.104861111,r,2,36.89906561,-122.3170889,,
595,3,3.917361111,b,0.5,36.84805545,-121.8123214,,
595,4,0,b,0.5,36.82062665,-121.7452198,,
595,4,0.180555556,r,2,36.81474555,-121.7430047,,
595,4,0.972222222,b,0.5,36.81003906,-121.7852128,,
595,4,1.986111111,v,0.5,36.8100102,-121.7855134,,
595,4,2.159722222,b,0.5,36.80997758,-121.7858016,,
595,4,2.993055556,b,0.5,36.81000492,-121.7858674,,
595,4,4,b,0.5,36.81000901,-121.7858559,,
595,4,5.201388889,b,0.5,36.95706674,-121.9368982,,
595,4,5.972222222,b,0.5,36.81024267,-121.785554,,
595,4,6.993055556,r,1,36.81000895,-121.7853707,,
595,4,8.034722222,b,0.5,36.81007525,-121.7860202,,
595,4,9.034722222,r,1,36.81007238,-121.7858659,,
595,4,11.19097222,b,0.5,36.81006726,-121.7858907,,
595,4,11.96180556,r,1,36.81012551,-121.7858633,,
595,4,11.99305556,b,0.5,36.81059858,-121.7854748,,
595,4,13.03472222,b,0.5,36.8100018,-121.7855242,,
595,4,14.17013889,b,0.5,36.80990612,-121.7859911,,
595,4,15.45138889,b,0.5,36.80989676,-121.785739,,
621,1,0,b,0.5,36.819683,-121.7454,,
621,1,0.041666667,b,0.5,36.814576,-121.745924,,
621,1,0.1875,b,0.5,36.81307,-121.788306,,
621,1,1.125,b,0.5,36.843459,-121.808814,,
621,1,1.145833333,b,0.5,36.871898,-121.824776,,
621,1,1.270833333,a,1,36.947848,-121.884767,,
621,1,1.986111111,b,0.5,36.969177,-121.927432,,
621,1,2.083333333,b,0.5,36.936808,-121.868892,,
621,1,3.114583333,b,0.5,36.812451,-121.748564,,
621,1,3.993055556,b,0.5,36.81533281,-121.7643163,,
621,1,4.065972222,b,0.5,36.81591088,-121.767077,,
621,1,4.916666667,b,0.5,36.80965453,-121.7871906,,
621,2,0,b,0.5,36.82024499,-121.745311,,
621,2,0.919444444,b,0.5,36.81579089,-121.7650964,,
621,2,0.951388889,b,0.5,36.81473259,-121.7656658,,
621,2,1.847222222,b,0.5,36.81639916,-121.7656935,,
621,2,1.926388889,b,0.5,36.81559909,-121.7672175,,
621,2,2.090277778,b,0.5,36.81922027,-121.7452425,,
621,2,2.864583333,b,0.5,36.866501,-121.825648,,
621,2,2.977777778,b,0.5,36.80879811,-121.7883581,,
621,2,3.895833333,b,0.5,36.81555795,-121.7649902,,
621,2,5.104166667,b,0.5,36.81526445,-121.7652254,,
621,2,5.964583333,b,0.5,36.81407275,-121.7619686,,
621,2,6.838888889,b,0.5,36.81401592,-121.7611107,,
621,2,7.026388889,b,0.5,36.81505499,-121.7653733,,
621,2,8.831944444,v,0.5,36.94172346,-121.9648187,,
621,2,8.902777778,v,0.5,36.93913732,-121.9567415,,
621,2,8.938888889,v,0.5,36.94374672,-121.9833208,,
621,2,8.973611111,v,0.5,36.95077991,-122.0077699,,
621,2,8.997916667,b,0.5,36.947467,-122.03183,,
621,2,11.97013889,b,0.5,36.86766623,-121.855923,,
621,2,12.00833333,b,0.5,36.88594148,-121.8750249,,
621,2,12.02083333,b,0.5,36.89051848,-121.8815803,,
621,2,12.03263889,b,0.5,36.89520426,-121.888714,,
621,2,12.04861111,b,0.5,36.90218172,-121.8978184,,
623,1,0,b,0.5,36.81968652,-121.7459304,,
623,1,1.001388889,b,0.5,36.81795572,-121.7459059,,
623,1,1.127777778,b,0.5,36.81425569,-121.7557471,,
623,1,1.992361111,b,0.5,36.8287489,-121.7428504,,
623,1,3.100694444,b,0.5,36.816229,-121.765842,,
623,1,4.007638889,b,0.5,36.81461794,-121.7534048,,
623,1,5.957638889,b,0.5,36.83987478,-121.7460469,,
623,1,6.971527778,b,0.5,36.8373758,-121.7425428,,
623,2,0,b,0.5,36.83639248,-121.7414439,,
623,2,1.85,b,0.5,36.81618146,-121.7659835,,
623,2,1.904166667,b,0.5,36.8158553,-121.7653661,,
623,2,2.863194444,b,0.5,36.81527264,-121.76694,,
623,2,3.916666667,b,0.5,36.81521619,-121.7662333,,
623,2,5.042361111,b,0.5,36.81130054,-121.7811191,,
623,2,5.878472222,b,0.5,36.81613457,-121.7660763,,
623,2,6.789583333,b,0.5,36.81005251,-121.7881635,,
623,2,6.798611111,b,0.5,36.81084232,-121.7885405,,
623,2,7.808333333,b,0.5,36.81065833,-121.7878777,,
623,2,7.970833333,b,0.5,36.812207,-121.782015,,
623,2,10.88194444,b,0.5,36.812027,-121.787246,,
623,2,15.90416667,b,0.5,36.83492723,-121.7391732,,
623,2,18.97569444,b,0.5,36.81057812,-121.7879285,,
623,2,19.89513889,b,0.5,36.81057811,-121.7842032,,
653,1,0,b,0.5,36.822723,-121.745117,,
653,1,1.104166667,b,0.5,36.812828,-121.760785,,
653,1,2.0625,b,0.5,36.813625,-121.743405,,
653,1,3.041666667,b,0.5,36.812119,-121.761627,,
653,1,3.916666667,b,0.5,36.813673,-121.745559,,
653,1,6.083333333,b,0.5,36.811903,-121.762826,,
653,1,8,b,0.5,36.814407,-121.765563,,
653,1,11.91666667,b,0.5,36.823754,-121.74511,,
653,1,12.91666667,b,0.5,36.809886,-121.784304,,
657,1,0,b,0.5,36.82174415,-121.7458095,,
657,1,0.947222222,b,0.5,36.80034151,-121.795038,,
657,1,1.872222222,b,0.5,36.832853,-121.741185,,
657,1,3.090972222,b,0.5,36.81459752,-121.7496921,,
657,1,4.035416667,r,1,36.812003,-121.748527,,
657,1,5.045833333,b,2,36.806041,-121.785182,,
657,1,6.014583333,b,0.5,36.80502931,-121.786363,,
657,1,8.190972222,r,2,36.805718,-121.785732,,
657,1,9.054166667,b,0.5,36.80464002,-121.7862053,,
657,1,12.01388889,b,0.5,36.8045223,-121.7858136,,
657,1,15.13402778,b,0.5,36.81279055,-121.779522,,
671,1,0,b,0.5,36.82199715,-121.7455455,,
671,1,0.980555556,b,0.5,36.80994827,-121.7871831,,
671,1,1.979166667,b,0.5,36.80730003,-121.786129,,
671,1,2.940277778,b,0.5,36.80536941,-121.785928,,
671,1,3.984722222,b,0.5,36.8060545,-121.7859644,,
671,1,5.036805556,b,0.5,36.8072711,-121.7855643,,
671,1,5.998611111,b,0.5,36.80703586,-121.7857591,,
671,1,7.061111111,b,0.5,36.80714512,-121.7858161,,
671,1,8.965277778,b,0.5,36.80709642,-121.7857602,,
671,1,10.94722222,r,1,36.80382124,-121.7836085,,
671,1,12.08194444,b,0.5,36.80700826,-121.7858912,,
671,1,17.98541667,b,0.5,36.80728898,-121.7921862,,
673,1,0,b,0.5,36.82073699,-121.745279,,
673,1,1.060416667,r,1,36.85871538,-121.7581928,,
673,1,2.083333333,b,,36.81956089,-121.7626538,,
673,2,0,b,0.5,36.82002906,-121.7453549,,
673,2,1.14375,b,0.5,36.83950916,-121.7429438,,
673,2,2.022222222,b,0.5,36.84112725,-121.7527712,,
673,2,2.143055556,b,0.5,36.83843829,-121.7421899,,
673,2,2.940277778,b,0.5,36.81476891,-121.7694724,,
673,2,2.976388889,b,0.5,36.81244979,-121.7679763,,
673,2,4.971527778,b,0.5,36.92301031,-121.863886,,
673,2,5.041666667,b,0.5,36.94251297,-121.8766862,,
673,2,5.9375,r,1,36.9701395,-121.913009,,
673,2,6.0125,b,0.5,36.97029693,-121.9137489,,
673,2,6.878472222,b,0.5,36.968394,-121.907775,,
673,2,7.038194444,b,0.5,36.97058218,-121.9140843,,
673,2,8.032638889,b,0.5,36.97562063,-121.9257023,,
673,2,8.084027778,b,0.5,36.97076898,-121.9143001,,
673,2,10.89444444,r,1,36.96940623,-121.911692,,
673,2,11.03541667,b,0.5,36.97131598,-121.9142841,,
673,2,11.88194444,b,0.5,36.97040041,-121.9130333,,
673,2,11.92430556,b,0.5,36.97081156,-121.9127977,,
673,2,12.89583333,b,0.5,36.9707697,-121.9165136,,
673,3,0,b,0.5,36.82168103,-121.7450718,,
673,3,0.090972222,v,0.5,36.81442141,-121.7683669,,
673,3,0.122222222,b,0.5,36.81372007,-121.7688761,,
673,3,0.911111111,r,4,36.81813892,-121.7444045,,
673,3,1.135416667,b,0.5,36.82368474,-121.7453398,,
673,3,2.848611111,b,1,36.96784491,-121.9042518,,
673,3,2.917361111,b,,36.96215449,-121.8976772,,
673,3,4.258333333,r,2,36.96157745,-121.9080313,,
673,3,4.947916667,b,0.5,36.96168007,-121.8962344,,
673,3,5.026388889,b,0.5,36.95312859,-121.8857706,,
673,3,5.964583333,b,0.5,36.94446383,-121.8735187,,
673,3,8.000694444,b,0.5,36.95653685,-121.89078,,
673,3,10.04027778,b,0.5,36.96926472,-121.910272,,
673,3,11.95416667,b,0.5,36.96301199,-121.8974506,,
673,3,15.11041667,r,2,36.969016,-121.915872,,
673,3,16.01527778,b,0.5,36.96737154,-121.903941,,
673,3,20.01527778,b,0.5,36.96931243,-121.9092571,,
685,1,0,b,0.5,36.82270491,-121.7458677,,
685,1,0.938888889,b,0.5,36.81562635,-121.7684456,,
685,1,1.973611111,b,0.5,36.81428113,-121.7704333,,
685,1,3.104861111,b,0.5,36.81594,-121.798459,,
685,1,4.095138889,b,0.5,36.8637,-121.8968,,
685,1,4.974305556,b,0.5,36.93774115,-121.8805092,,
685,1,5.099305556,b,0.5,36.93412896,-121.9061358,,
685,1,5.990972222,b,0.5,36.96366776,-121.9456808,,
685,1,7.164583333,a,1,36.893502,-121.947975,,
685,1,7.913888889,b,0.5,36.94377746,-121.882845,,
685,1,9.026388889,b,0.5,36.94396938,-121.889509,,
685,1,13.05972222,b,0.5,36.92307799,-121.8806621,,
687,1,0,b,0.5,36.82207721,-121.7456525,,
687,1,0.990821759,b,0.5,36.81746744,-121.7669336,,
687,1,2.046111111,b,0.5,36.81538799,-121.7772336,,
687,1,3.103391204,b,0.5,36.81436799,-121.7524733,,
687,1,3.142939815,b,0.5,36.81305741,-121.7687704,,
687,1,4.018773148,b,0.5,36.81558033,-121.7452528,,
687,1,5.025416667,b,0.5,36.81054524,-121.7847371,,
687,1,7.073483796,b,0.5,36.82418538,-121.7397967,,
687,1,9.077453704,b,0.5,36.84095857,-121.7454571,,
687,1,10.00623843,b,0.5,36.81231409,-121.7816243,Y,Release 2
687,2,0,b,0.5,36.82356485,-121.7454254,,
687,2,1.112222222,b,0.5,36.81317733,-121.7451688,,
687,2,1.128229167,b,0.5,36.81568125,-121.7457661,,
687,2,2.026435185,b,0.5,36.81325673,-121.745619,,
687,2,3.031284722,b,0.5,36.81239987,-121.7432064,,
687,2,4.113252315,r,2,36.81751768,-121.7432104,,
687,2,4.926481481,b,0.5,36.83043562,-121.7424653,,
687,3,0,b,0.5,36.82049258,-121.745731,,
687,3,1.019178241,b,0.5,36.84053625,-121.7466389,,
687,3,1.089143519,b,0.5,36.82711457,-121.7455072,,
687,3,2.049606481,b,0.5,36.82879385,-121.7438297,,
687,3,3.024050926,b,0.5,36.81889349,-121.7446669,,
687,3,4.050694444,b,0.5,36.81061238,-121.7430751,,
687,3,6.051064815,b,0.5,36.81385515,-121.7456151,,
687,3,6.121493056,b,0.5,36.81313353,-121.7595583,,
687,4,0,b,0.5,36.81318982,-121.7638916,,
687,4,0.949675926,b,0.5,36.82104346,-121.7453295,,
687,4,1.130277778,b,0.5,36.81111193,-121.7883447,,
687,4,1.933946759,b,0.5,36.81071117,-121.7881398,,
687,4,3.883032407,b,0.5,36.81110206,-121.7886995,,
687,4,3.992395833,b,0.5,36.81014517,-121.7877873,,
687,4,4.97400463,b,0.5,36.81099643,-121.7872142,,
687,4,5.107418981,b,0.5,36.82391368,-121.8022972,,
687,4,5.118344907,b,0.5,36.82807343,-121.8052237,,
687,4,6.014282407,r,1,36.886172,-121.841742,,
687,4,6.932337963,b,0.5,36.81037809,-121.7881613,,
687,4,7.054594907,r,1,36.83600041,-121.8078986,,
687,4,8.045196759,b,0.5,36.8150999,-121.7458682,,
687,4,9.021701389,b,0.5,36.8247018,-121.805192,,
687,4,10.91497685,b,0.5,36.8108489,-121.7884879,,
687,4,10.96150463,b,0.5,36.81054679,-121.7872852,,
687,4,11.00637731,b,0.5,36.81032661,-121.7876953,,
687,4,14.01775463,b,0.5,36.81110548,-121.7874457,,
687,4,14.10613426,b,0.5,36.81035409,-121.7881128,,
687,4,19.05247685,b,0.5,36.81053647,-121.7873607,,
687,4,21.0103125,b,0.5,36.81038491,-121.7881216,,
716,1,0,b,0.5,36.81484566,-121.7528034,,
716,1,1.0490625,b,1,36.81033861,-121.7876619,,
716,1,2.036550926,b,0.5,36.7881562,-121.7339335,,
716,1,3.009212963,b,0.5,36.85972714,-121.7542507,,
716,1,3.056388889,b,0.5,36.85623077,-121.7518006,,
716,2,0,b,0.5,36.76222105,-121.7895926,,
716,2,0.993043981,b,0.5,36.81495734,-121.7679448,,
716,2,1.95625,b,0.5,36.81463431,-121.7633735,,
716,2,3.992534722,b,0.5,36.80553634,-121.7882893,,
716,2,5.039907407,b,0.5,36.81545296,-121.7679284,,
716,2,5.987326389,b,0.5,36.81438763,-121.7534572,,
716,2,6.978773148,r,3,36.81126804,-121.7420066,,
716,2,7.086550926,b,0.5,36.81160543,-121.7821081,,
716,2,7.973912037,b,0.5,36.80971824,-121.7860013,,
716,2,8.01349537,b,0.5,36.81009408,-121.785026,,
716,2,8.969236111,b,0.5,36.81092257,-121.7872246,,
716,2,10.02371528,b,0.5,36.80603792,-121.7891917,,
716,2,10.04631944,b,0.5,36.80495186,-121.7890642,,
716,2,10.98813657,r,2,36.80640054,-121.7881497,,
716,2,12.02965278,b,0.5,36.8053373,-121.7895859,,
716,2,12.97576389,b,0.5,36.80330264,-121.7896731,,
716,3,0,b,0.5,36.63135087,-121.921949,,
716,3,0.013888889,b,0.5,36.62850691,-121.9164602,,
716,3,0.997395833,b,0.5,36.65119918,-121.8636197,,
716,3,2.112847222,r,2,36.57923143,-121.9806204,,
716,3,2.144594907,b,0.5,36.58405029,-121.9790956,,
716,3,3.124305556,r,2,36.62424295,-121.9457494,,
716,3,3.17125,r,1,36.62297626,-121.9452769,,
716,3,4.030555556,b,2,36.63989052,-121.920396,,
716,3,4.086805556,r,1,36.64026189,-121.9397479,,
716,3,4.180300926,b,0.5,36.62583472,-121.9415694,,
716,3,5.175694444,r,2,36.63871106,-121.9386533,,
716,3,7.038900463,r,2,36.55847286,-121.9526993,,
716,3,8.116064815,,3,36.41647935,-121.9235051,,
716,3,8.176215278,b,0.5,36.41869045,-121.9162434,,
716,3,8.915277778,r,3,36.398331,-121.9194205,,
716,3,10.025,b,0.5,36.428939,-121.91961,,
716,3,11.11458333,r,2,36.49989949,-121.9415454,,
716,3,11.92292824,b,0.5,36.42123071,-121.9186854,,
716,3,12.96854167,b,0.5,36.40007776,-121.9144357,,
716,3,14.03055556,r,2,36.39719038,-121.9070423,,
716,3,18.00578704,r,0.5,36.52400353,-121.9268783,,
716,3,18.89209491,b,0.5,36.52601641,-121.926136,,
716,3,21.0109838,b,0.5,36.52652917,-121.9301839,,
716,3,23.05208333,r,2,36.5246913,-121.9366287,,
716,3,24.91365741,b,0.5,36.5274592,-121.9269865,,
716,3,25.08958333,r,3,36.50880616,-121.9484778,,
716,3,29.13340278,r,2,36.52503189,-121.929536,,
716,3,30.18038194,r,3,36.52731533,-121.9352968,,
716,3,36.99465278,b,0.5,36.62205072,-121.9020599,,
716,3,37.17291667,r,2,36.63620069,-121.940367,,
716,3,40.0118287,r,2,36.60250035,-121.8867745,,
716,3,42.08333333,b,0.5,36.60551166,-121.8707881,,
716,3,45.93704861,b,0.5,36.60237507,-121.8808705,,
716,3,48.17561343,b,0.5,36.60585617,-121.8896785,,
716,3,48.91827546,b,0.5,36.60501329,-121.8868132,,
716,3,51.10152778,r,2,36.60202182,-121.8826393,,
716,3,51.10833333,b,0.5,36.60380868,-121.8765747,,
723,1,0,b,0.5,36.62230765,-121.904084,,
723,1,0.864953704,b,0.5,36.61010527,-121.8905639,,
723,1,1.93912037,b,0.5,36.63726009,-121.9368653,,
723,1,2.929849537,b,0.5,36.59177043,-121.9678444,,
723,1,3.059872685,b,0.5,36.58359406,-121.96876,,
723,1,3.130023148,b,0.5,36.57488149,-121.9778616,,
723,1,3.936666667,b,0.5,36.63692883,-121.9368171,,
723,1,4.075555556,b,0.5,36.62732364,-121.9420986,,
723,1,5.867222222,b,0.5,36.608827,-121.891446,,
723,1,6.936666667,b,0.5,36.63770502,-121.9356828,,
723,1,7.060277778,b,0.5,36.64020744,-121.9266039,,
723,1,8.878090278,b,0.5,36.62201851,-121.9061372,,
723,1,9.849305556,r,3,36.60761395,-121.8900811,,
723,1,10.03094907,b,0.5,36.60864772,-121.8905546,,
723,1,10.93666667,b,0.5,36.60161717,-121.8868773,,
723,1,11.8102662,b,0.5,36.63081928,-121.9202004,,
723,1,12.96791667,b,0.5,36.62539508,-121.9405271,,
723,1,14.0215162,b,0.5,36.6269853,-121.9152449,,
723,1,14.09986111,b,0.5,36.62300487,-121.9100636,,
723,1,14.93068287,b,0.5,36.62751113,-121.9183926,,
723,1,15.87310185,b,0.5,36.60862591,-121.8926877,,
723,1,16.9356713,b,0.5,36.61062416,-121.8923226,,
723,1,17.83888889,b,0.5,36.61046314,-121.8937267,,
723,1,18.84590278,b,0.5,36.62869068,-121.9191199,,
723,1,19.84126157,b,0.5,36.62844212,-121.9171468,,
723,1,20.02336806,b,0.5,36.62708167,-121.9176708,,
723,1,20.03126157,b,0.5,36.62689305,-121.9176059,,
723,1,20.96996528,b,0.5,36.62891462,-121.9183054,,
723,1,22.02505787,b,0.5,36.62715164,-121.9178199,,
723,1,22.05644676,b,0.5,36.62756627,-121.91879,,
723,1,22.98390046,r,2,36.60877163,-121.8895155,,
723,1,24.93325231,r,1,36.61408951,-121.9541116,,
723,1,25.11097222,b,0.5,36.62710341,-121.9415711,,
723,1,25.91006944,r,2,36.61369992,-121.9530594,,
723,1,26.96547454,b,0.5,36.62815608,-121.9189574,,
723,1,27.0627662,b,0.5,36.62780353,-121.9188389,,
723,1,28.18280093,b,0.5,36.62639455,-121.9152168,,
774,1,0,b,0.5,36.621642,-121.9452461,,
774,1,0.260925926,a,1,36.63673,-121.9426,,
774,1,0.990092593,a,1,36.79742,-121.81248,,
774,1,1.101203704,r,2,36.83702397,-121.806524,,
774,1,1.146342593,r,2,36.88659214,-121.8389324,,
774,1,1.844259259,a,1,36.94004,-122.04953,,
774,1,2.906759259,a,1,36.87075,-121.8344333,,
774,1,2.975185185,b,0.5,36.83076261,-121.8147834,,
774,1,3.865092593,a,1,36.87706667,-121.8324,,
774,1,5.073576389,r,3,36.88396514,-121.836705,,
774,1,5.094259259,r,2,36.8780109,-121.8346725,,
774,1,5.823425926,a,1,36.957091,-122.016839,,
774,1,6.018981481,b,0.5,36.95667722,-122.0178507,,
774,1,7.115092593,b,0.5,36.95894581,-122.020762,,
774,1,8.170648148,r,2,36.951721,-122.023673,,
774,1,9.029571759,b,0.5,36.95920861,-122.0225627,,
774,1,12.01564815,b,0.5,36.95822027,-122.0190578,,
774,1,14.13592593,b,0.5,36.93808628,-122.0371711,,
774,1,19.15675926,r,1,36.958754,-122.018281,,
774,1,29.94842593,r,1,36.958956,-122.018326,,
808,1,0,b,0.5,36.56655512,-121.9456199,,
808,1,0.059780093,r,3,36.55703008,-121.9351628,,
808,1,0.181527778,r,3,36.56276041,-121.9668111,,
808,1,0.290300926,a,1,36.559764,-121.950703,,
808,1,0.811134259,a,1,36.55474,-121.94405,,
808,1,1.029884259,r,2,36.57919178,-121.9792669,,
808,1,1.988368056,b,0.5,36.59201905,-121.9665512,,
808,1,2.886064815,b,0.5,36.58846433,-121.9694801,,
808,1,2.934560185,b,0.5,36.59069195,-121.9668774,,
808,1,3.040543981,r,3,36.58959682,-121.9667556,,
808,1,3.102291667,b,0.5,36.58865163,-121.9670036,,
808,1,3.889328704,b,0.5,36.59043067,-121.968582,,
808,1,3.968078704,b,0.5,36.59073607,-121.9697274,,
808,1,4.003217593,b,0.5,36.59232473,-121.9674555,,
808,1,4.950069444,,0.5,36.59371862,-121.9667048,,
808,1,4.990520833,b,1,36.58876772,-121.9694673,,
808,1,5.911516204,b,1,36.55306501,-121.9499602,,
808,1,5.942766204,b,1,36.55559684,-121.9501972,,
808,1,6.149710648,r,1,36.61406119,-121.954863,,
808,1,6.910324074,b,0.5,36.58540665,-121.9691823,,
808,1,7.073101852,r,2,36.59368877,-121.968702,,
808,1,8.043599537,r,3,36.5450084,-121.9485245,,
808,1,8.862928241,b,0.5,36.59195844,-121.9668742,,
808,1,9.034456019,r,1,36.59148925,-121.9670989,,
808,1,9.901516204,r,3,36.58357926,-121.9776057,,
808,1,11.00763889,b,0.5,36.5623567,-121.9438013,,
808,1,11.9125463,b,0.5,36.56273629,-121.9442393,,
808,1,11.9430787,b,0.5,36.56256186,-121.9445605,,
808,1,13.04430556,b,0.5,36.56202597,-121.9437383,,
808,1,13.90851852,r,1,36.56454166,-121.9430964,,
808,1,14.93149306,b,1,36.57036902,-121.9758043,,
808,1,15.92003472,r,3,36.55967644,-121.9472594,,
808,1,16.96480324,r,1,36.5640359,-121.9472354,,
808,1,18.04030093,a,1,36.560396,-121.94462,,
808,1,18.97574074,b,0.5,36.56327938,-121.9444131,,
808,1,20.05305556,b,0.5,36.56505339,-121.9474724,,
808,1,20.98084491,b,0.5,36.56419083,-121.9442916,,
808,1,21.94081019,b,0.5,36.56451014,-121.9453354,,
808,1,26.13290509,b,0.5,36.56314958,-121.9446365,,
809,1,0,b,0.5,36.5660647,-121.9429217,,
809,1,0.152881944,b,0.5,36.56617792,-121.9429598,,
809,1,0.282453704,a,1,36.562996,-121.945056,,
809,1,0.803287037,a,1,36.56099,-121.950513,,
809,1,0.959537037,r,1,36.57595754,-121.9775061,,
809,1,1.94912037,b,0.5,36.64890499,-121.9390231,,
809,1,2.088009259,b,0.5,36.62865756,-121.9193193,,
809,1,2.926712963,b,0.5,36.68621185,-121.8238117,,
809,1,4.037974537,b,0.5,36.7242772,-121.808095,,
809,1,4.055173611,b,0.5,36.73365955,-121.8056284,,
809,1,4.844953704,r,3,36.864661,-121.832555,,
809,1,5.240787037,r,3,36.888058,-121.845902,,
809,1,5.935231481,b,0.5,36.9698802,-121.9055812,,
809,1,6.049814815,v,0.5,36.97948936,-121.9399933,,
809,1,14.04106481,r,2,37.1154728,-122.3108149,,
809,1,18.01856481,a,1,37.114903,-122.310183,,
809,1,37.99078704,a,1,37.11298,-122.31922,,
