"","seaotter","dist4","est_cauchy"
"227","353",1,0.377662174500549
"228","353",0,0.216011200518278
"229","353",0,0.216011200518278
"230","353",3,0.0420115289207942
"231","353",3,0.0420115289207942
"232","353",1,0.377662174500549
"233","353",1,0.377662174500549
"234","353",1,0.377662174500549
"235","353",0,0.216011200518278
"236","353",0,0.216011200518278
"237","353",0,0.216011200518278
"238","379",2,0.0722815597190531
"239","379",2,0.0722815597190531
"240","379",1,1.29050443631301
"241","379",1,1.29050443631301
"242","379",0,0.0755018962495733
"243","379",1,1.29050443631301
"244","379",0,0.0755018962495733
"245","379",12,0.000645758058896862
"246","379",11,0.000781121462316561
"247","379",4,0.00858047249928529
"248","379",10,0.000963963776562961
"249","379",2,0.0722815597190531
"250","379",1,1.29050443631301
"251","379",0,0.0755018962495733
"252","379",0,0.0755018962495733
"253","379",1,1.29050443631301
"254","379",1,1.29050443631301
"255","379",1,1.29050443631301
"256","379",1,1.29050443631301
"257","379",1,1.29050443631301
"258","379",0,0.0755018962495733
"259","379",1,1.29050443631301
"260","379",0,0.0755018962495733
"261","379",1,1.29050443631301
"262","379",1,1.29050443631301
"263","386",1,0.38312895848583
"264","386",1,0.38312895848583
"265","386",3,0.0592445766106515
"266","386",0,0.145282304928352
"267","386",3,0.0592445766106515
"268","386",3,0.0592445766106515
"269","386",3,0.0592445766106515
"270","386",3,0.0592445766106515
"271","386",2,0.16829073663285
"272","386",2,0.16829073663285
"273","386",1,0.38312895848583
"274","386",1,0.38312895848583
"275","386",0,0.145282304928352
"276","386",0,0.145282304928352
"277","386",0,0.145282304928352
"278","386",1,0.38312895848583
"279","386",0,0.145282304928352
"280","433",4,0.000216390843562897
"281","433",0,15.8658767850233
"282","433",0,15.8658767850233
"283","433",0,15.8658767850233
"284","433",0,15.8658767850233
"285","433",0,15.8658767850233
"286","433",0,15.8658767850233
"287","433",0,15.8658767850233
"288","433",0,15.8658767850233
"289","433",0,15.8658767850233
"290","433",0,15.8658767850233
"291","433",0,15.8658767850233
"292","433",0,15.8658767850233
"293","451",2,0.0993924673930914
"294","451",1,0.331307668778396
"295","451",1,0.331307668778396
"296","451",2,0.0993924673930914
"297","451",0,0.248480022136261
"298","451",2,0.0993924673930914
"299","451",2,0.0993924673930914
"300","451",0,0.248480022136261
"301","451",0,0.248480022136261
"302","451",0,0.248480022136261
"303","451",0,0.248480022136261
"304","451",0,0.248480022136261
"305","451",2,0.0993924673930914
"306","457",2,0.17526296889309
"307","457",3,0.108503137854127
"308","457",1,0.169602065831125
"309","457",4,0.060871723294312
"310","457",4,0.060871723294312
"311","457",8,0.0121528546680085
"312","457",4,0.060871723294312
"313","457",5,0.036575496460425
"314","457",3,0.108503137854127
"315","457",0,0.102169554805153
"316","457",0,0.102169554805153
"317","457",0,0.102169554805153
"318","457",0,0.102169554805153
"319","457",0,0.102169554805153
"320","457",0,0.102169554805153
"321","466",1,0.344747569790908
"322","466",3,0.0303855184208414
"323","466",2,0.0787780421135683
"324","466",0,0.283225461688533
"325","466",0,0.283225461688533
"326","466",0,0.283225461688533
"327","466",1,0.344747569790908
"328","466",1,0.344747569790908
"329","466",1,0.344747569790908
"330","466",0,0.283225461688533
"331","466",0,0.283225461688533
"332","473",1,0.0349404309565924
"333","473",2,0.00872602119620073
"334","473",1,0.0349404309565924
"335","473",1,0.0349404309565924
"336","473",0,2.89889084236063
"337","473",2,0.00872602119620073
"338","473",0,2.89889084236063
"339","473",0,2.89889084236063
"340","473",0,2.89889084236063
"341","473",0,2.89889084236063
"342","475",2,0.088062193057906
"343","475",2,0.088062193057906
"344","475",1,0.426532283494866
"345","475",3,0.0318526935647231
"346","475",0,0.229297226236145
"347","475",1,0.426532283494866
"348","475",1,0.426532283494866
"349","475",1,0.426532283494866
"350","475",1,0.426532283494866
"351","475",1,0.426532283494866
"352","475",1,0.426532283494866
"353","475",0,0.229297226236145
"354","475",0,0.229297226236145
"355","475",0,0.229297226236145
"356","475",0,0.229297226236145
"357","475",0,0.229297226236145
"358","475",0,0.229297226236145
"359","475",0,0.229297226236145
"360","501",2,0.0848721636702408
"361","501",2,0.0848721636702408
"362","501",0,0.0808305397310602
"363","501",2,0.0848721636702408
"364","501",2,0.0848721636702408
"365","501",0,0.0808305397310602
"366","501",1,1.13163268355388
"367","501",0,0.0808305397310602
"368","501",1,1.13163268355388
"369","501",1,1.13163268355388
"370","501",1,1.13163268355388
"371","501",1,1.13163268355388
"372","501",1,1.13163268355388
"373","518",2,0.00179515174053207
"374","518",1,0.00725054448291375
"375","518",0,11.8713234106132
"376","518",0,11.8713234106132
"377","518",1,0.00725054448291375
"378","518",0,11.8713234106132
"379","518",1,0.00725054448291375
"380","518",0,11.8713234106132
"381","518",0,11.8713234106132
"382","518",0,11.8713234106132
"383","518",1,0.00725054448291375
"384","518",0,11.8713234106132
"385","518",1,0.00725054448291375
"386","518",0,11.8713234106132
"387","518",0,11.8713234106132
"388","518",0,11.8713234106132
"389","518",0,11.8713234106132
"390","518",1,0.00725054448291375
"391","518",0,11.8713234106132
"392","518",1,0.00725054448291375
"393","520",9,0.0496010516771986
"394","520",1,0.0288822319326395
"395","520",3,0.0565598923730407
"396","520",10,0.0352751429843286
"397","520",4,0.079740242154109
"398","520",7,0.0957018111799538
"399","520",7,0.0957018111799538
"400","520",16,0.00805667921421311
"401","520",7,0.0957018111799538
"402","520",9,0.0496010516771986
"403","520",2,0.0399341018501632
"404","520",2,0.0399341018501632
"405","520",9,0.0496010516771986
"406","520",4,0.079740242154109
"407","520",2,0.0399341018501632
"408","526",5,0.000285746081034796
"409","526",4,0.00044692090242983
"410","526",4,0.00044692090242983
"411","526",0,11.8653501622684
"412","526",1,0.00725601794053378
"413","526",0,11.8653501622684
"414","526",0,11.8653501622684
"415","526",0,11.8653501622684
"416","526",0,11.8653501622684
"417","526",0,11.8653501622684
"418","558",2,0.219899836618214
"419","558",1,0.245892210300256
"420","558",1,0.245892210300256
"421","558",2,0.219899836618214
"422","558",2,0.219899836618214
"423","558",0,0.110279088618899
"424","558",0,0.110279088618899
"425","558",0,0.110279088618899
"426","558",2,0.219899836618214
"427","558",6,0.0163163665208845
"428","558",5,0.0257199500108348
"429","558",3,0.0951473934744801
"430","558",3,0.0951473934744801
"431","558",0,0.110279088618899
"432","558",0,0.110279088618899
"433","558",0,0.110279088618899
"434","558",3,0.0951473934744801
"435","587",2,0.271548821828393
"436","587",3,0.0996040783725241
"437","587",2,0.271548821828393
"438","587",6,0.0145275138731316
"439","587",6,0.0145275138731316
"440","587",1,0.253420194275586
"441","587",2,0.271548821828393
"442","587",0,0.0923356025853185
"443","587",1,0.253420194275586
"444","587",1,0.253420194275586
"445","587",2,0.271548821828393
"446","587",2,0.271548821828393
"447","587",1,0.253420194275586
"448","587",1,0.253420194275586
"449","587",5,0.0234654139979364
"450","587",0,0.0923356025853185
"451","587",4,0.0434451538919832
"452","587",4,0.0434451538919832
"453","587",1,0.253420194275586
"454","587",4,0.0434451538919832
"455","587",1,0.253420194275586
"456","587",1,0.253420194275586
"457","587",1,0.253420194275586
"458","587",4,0.0434451538919832
"459","587",4,0.0434451538919832
"460","595",2,0.11715448930516
"461","595",3,0.0585836618071314
"462","595",4,0.0331176786334572
"463","595",1,0.217687088709631
"464","595",6,0.0142404525697171
"465","595",2,0.11715448930516
"466","595",6,0.0142404525697171
"467","595",9,0.0060715611215623
"468","595",1,0.217687088709631
"469","595",8,0.00777501347401335
"470","595",1,0.217687088709631
"471","595",3,0.0585836618071314
"472","595",37,0.000329013436479529
"473","595",10,0.00486903957303608
"474","595",5,0.0208711708775172
"475","595",46,0.000211508420976487
"476","595",1,0.217687088709631
"477","595",4,0.0331176786334572
"478","595",0,0.190707169010594
"479","595",0,0.190707169010594
"480","595",0,0.190707169010594
"481","595",0,0.190707169010594
"482","595",21,0.00104614475558387
"483","595",21,0.00104614475558387
"484","595",0,0.190707169010594
"485","595",0,0.190707169010594
"486","595",0,0.190707169010594
"487","595",0,0.190707169010594
"488","595",0,0.190707169010594
"489","595",0,0.190707169010594
"490","595",0,0.190707169010594
"491","595",0,0.190707169010594
"492","595",0,0.190707169010594
"493","621",2,0.238428518254162
"494","621",1,0.244699881367198
"495","621",4,0.0460033326068262
"496","621",4,0.0460033326068262
"497","621",3,0.099228319940382
"498","621",10,0.00469493710077581
"499","621",5,0.0255274666706391
"500","621",7,0.0109440551007391
"501","621",20,0.00100618770188817
"502","621",1,0.244699881367198
"503","621",0,0.102508414765778
"504","621",2,0.238428518254162
"505","621",2,0.238428518254162
"506","621",0,0.102508414765778
"507","621",0,0.102508414765778
"508","621",0,0.102508414765778
"509","621",2,0.238428518254162
"510","621",10,0.00469493710077581
"511","621",6,0.0160293462685427
"512","621",2,0.238428518254162
"513","621",0,0.102508414765778
"514","621",0,0.102508414765778
"515","621",1,0.244699881367198
"516","621",1,0.244699881367198
"517","621",23,0.000745855802477028
"518","621",1,0.244699881367198
"519","621",2,0.238428518254162
"520","621",2,0.238428518254162
"521","621",2,0.238428518254162
"522","621",18,0.00126347149307468
"523","621",2,0.238428518254162
"524","621",1,0.244699881367198
"525","621",1,0.244699881367198
"526","621",1,0.244699881367198
"527","623",2,0.139815140218071
"528","623",0,0.15252889922396
"529","623",1,0.484082225716249
"530","623",2,0.139815140218071
"531","623",3,0.0458384548430177
"532","623",1,0.484082225716249
"533","623",3,0.0458384548430177
"534","623",1,0.484082225716249
"535","623",4,0.0217126536009729
"536","623",0,0.15252889922396
"537","623",0,0.15252889922396
"538","623",0,0.15252889922396
"539","623",1,0.484082225716249
"540","623",1,0.484082225716249
"541","623",2,0.139815140218071
"542","623",0,0.15252889922396
"543","623",0,0.15252889922396
"544","623",1,0.484082225716249
"545","623",1,0.484082225716249
"546","623",6,0.00811243768327772
"547","623",6,0.00811243768327772
"548","623",1,0.484082225716249
"549","653",2,0.00318299488278729
"550","653",1,31.8306278278496
"551","653",1,31.8306278278496
"552","653",1,31.8306278278496
"553","653",1,31.8306278278496
"554","653",0,0.00318256630641223
"555","653",2,0.00318299488278729
"556","653",4,0.000353681659751448
"557","657",6,0.00149712158520709
"558","657",7,0.00109963365120145
"559","657",2,0.0134782259010444
"560","657",0,1.87812514128458
"561","657",4,0.00337079712730303
"562","657",0,1.87812514128458
"563","657",0,1.87812514128458
"564","657",0,1.87812514128458
"565","657",0,1.87812514128458
"566","657",2,0.0134782259010444
"567","671",4,0.000297373474492983
"568","671",2,0.00119542859803686
"569","671",0,14.7388250461461
"570","671",0,14.7388250461461
"571","671",0,14.7388250461461
"572","671",0,14.7388250461461
"573","671",0,14.7388250461461
"574","671",0,14.7388250461461
"575","671",0,14.7388250461461
"576","671",0,14.7388250461461
"577","671",1,0.00482931632797776
"578","673",2,0.158733301762591
"579","673",3,0.186257643729537
"580","673",6,0.0397788222476861
"581","673",8,0.0175065212431375
"582","673",2,0.158733301762591
"583","673",1,0.0909806874899526
"584","673",1,0.0909806874899526
"585","673",4,0.121974433440373
"586","673",0,0.0514315660018501
"587","673",15,0.00347806351738041
"588","673",4,0.121974433440373
"589","673",7,0.0254776824576951
"590","673",0,0.0514315660018501
"591","673",4,0.121974433440373
"592","673",4,0.121974433440373
"593","673",3,0.186257643729537
"594","673",3,0.186257643729537
"595","673",4,0.121974433440373
"596","673",4,0.121974433440373
"597","673",0,0.0514315660018501
"598","673",0,0.0514315660018501
"599","673",0,0.0514315660018501
"600","673",2,0.158733301762591
"601","673",0,0.0514315660018501
"602","673",2,0.158733301762591
"603","673",1,0.0909806874899526
"604","673",23,0.00128790529413898
"605","673",1,0.0909806874899526
"606","673",1,0.0909806874899526
"607","673",1,0.0909806874899526
"608","673",5,0.0676202386839352
"609","673",5,0.0676202386839352
"610","673",5,0.0676202386839352
"611","673",5,0.0676202386839352
"612","673",3,0.186257643729537
"613","673",4,0.121974433440373
"614","673",4,0.121974433440373
"615","673",0,0.0514315660018501
"616","685",2,0.135727299360632
"617","685",1,0.0830176892315072
"618","685",3,0.166919404335293
"619","685",12,0.00703483494044242
"620","685",9,0.0149134726047238
"621","685",2,0.135727299360632
"622","685",5,0.0760997274684517
"623","685",7,0.0298553497947496
"624","685",8,0.0205661475986846
"625","685",1,0.0830176892315072
"626","685",3,0.166919404335293
"627","687",2,0.199929096663176
"628","687",3,0.0757660047292378
"629","687",4,0.0359408111178654
"630","687",4,0.0359408111178654
"631","687",2,0.199929096663176
"632","687",2,0.199929096663176
"633","687",1,0.309286459404022
"634","687",2,0.199929096663176
"635","687",4,0.0359408111178654
"636","687",4,0.0359408111178654
"637","687",2,0.199929096663176
"638","687",5,0.0204596259115724
"639","687",1,0.309286459404022
"640","687",1,0.309286459404022
"641","687",0,0.126695220885988
"642","687",1,0.309286459404022
"643","687",1,0.309286459404022
"644","687",1,0.309286459404022
"645","687",2,0.199929096663176
"646","687",1,0.309286459404022
"647","687",1,0.309286459404022
"648","687",1,0.309286459404022
"649","687",1,0.309286459404022
"650","687",1,0.309286459404022
"651","687",1,0.309286459404022
"652","687",2,0.199929096663176
"653","687",4,0.0359408111178654
"654","687",0,0.126695220885988
"655","687",0,0.126695220885988
"656","687",0,0.126695220885988
"657","687",0,0.126695220885988
"658","687",2,0.199929096663176
"659","687",2,0.199929096663176
"660","687",7,0.00906882230252261
"661","687",10,0.0039909583825183
"662","687",4,0.0359408111178654
"663","687",6,0.013096169014444
"664","687",7,0.00906882230252261
"665","687",3,0.0757660047292378
"666","687",0,0.126695220885988
"667","687",0,0.126695220885988
"668","687",0,0.126695220885988
"669","687",0,0.126695220885988
"670","687",0,0.126695220885988
"671","687",0,0.126695220885988
"672","716",2,0.20028772537536
"673","716",3,0.0808376249869169
"674","716",4,0.0389715405837205
"675","716",4,0.0389715405837205
"676","716",7,0.00990125992762655
"677","716",3,0.0808376249869169
"678","716",1,0.283545553235607
"679","716",0,0.125433747337819
"680","716",2,0.20028772537536
"681","716",2,0.20028772537536
"682","716",1,0.283545553235607
"683","716",1,0.283545553235607
"684","716",4,0.0389715405837205
"685","716",0,0.125433747337819
"686","716",0,0.125433747337819
"687","716",1,0.283545553235607
"688","716",1,0.283545553235607
"689","716",0,0.125433747337819
"690","716",0,0.125433747337819
"691","716",0,0.125433747337819
"692","716",0,0.125433747337819
"693","716",1,0.283545553235607
"694","716",5,0.0222912575701917
"695","716",15,0.00177933342793313
"696","716",1,0.283545553235607
"697","716",5,0.0222912575701917
"698","716",0,0.125433747337819
"699","716",3,0.0808376249869169
"700","716",1,0.283545553235607
"701","716",2,0.20028772537536
"702","716",2,0.20028772537536
"703","716",12,0.00290029928324529
"704","716",16,0.00154742028739829
"705","716",2,0.20028772537536
"706","716",4,0.0389715405837205
"707","716",5,0.0222912575701917
"708","716",11,0.00351852718707562
"709","716",12,0.00290029928324529
"710","716",4,0.0389715405837205
"711","716",1,0.283545553235607
"712","716",17,0.00135799989052817
"713","716",1,0.283545553235607
"714","716",1,0.283545553235607
"715","716",1,0.283545553235607
"716","716",1,0.283545553235607
"717","716",4,0.0389715405837205
"718","716",2,0.20028772537536
"719","716",1,0.283545553235607
"720","716",19,0.00107021417500089
"721","716",4,0.0389715405837205
"722","716",7,0.00990125992762655
"723","716",1,0.283545553235607
"724","716",1,0.283545553235607
"725","716",1,0.283545553235607
"726","716",0,0.125433747337819
"727","716",1,0.283545553235607
"728","716",1,0.283545553235607
"729","723",2,0.183422863389158
"730","723",5,0.0397681708195169
"731","723",7,0.0175951467911984
"732","723",4,0.0672524636514987
"733","723",2,0.183422863389158
"734","723",9,0.00967407339301806
"735","723",2,0.183422863389158
"736","723",8,0.0127802753488278
"737","723",5,0.0397681708195169
"738","723",1,0.158458101301273
"739","723",2,0.183422863389158
"740","723",2,0.183422863389158
"741","723",0,0.091898876809514
"742","723",0,0.091898876809514
"743","723",5,0.0397681708195169
"744","723",6,0.0255532875070389
"745","723",6,0.0255532875070389
"746","723",1,0.158458101301273
"747","723",1,0.158458101301273
"748","723",4,0.0672524636514987
"749","723",1,0.158458101301273
"750","723",0,0.091898876809514
"751","723",3,0.12041337235306
"752","723",0,0.091898876809514
"753","723",0,0.091898876809514
"754","723",0,0.091898876809514
"755","723",0,0.091898876809514
"756","723",0,0.091898876809514
"757","723",0,0.091898876809514
"758","723",4,0.0672524636514987
"759","723",9,0.00967407339301806
"760","723",3,0.12041337235306
"761","723",3,0.12041337235306
"762","723",5,0.0397681708195169
"763","723",0,0.091898876809514
"764","723",0,0.091898876809514
"765","774",2,0.153334507495212
"766","774",21,0.00183042229230419
"767","774",5,0.0547111485625316
"768","774",6,0.035311387075922
"769","774",20,0.00203932571260522
"770","774",21,0.00183042229230419
"771","774",5,0.0547111485625316
"772","774",6,0.035311387075922
"773","774",2,0.153334507495212
"774","774",2,0.153334507495212
"775","774",19,0.00228594534719858
"776","774",0,0.0714710819759679
"777","774",1,0.114600817343783
"778","774",1,0.114600817343783
"779","774",1,0.114600817343783
"780","774",1,0.114600817343783
"781","774",3,0.135521248143082
"782","774",4,0.0885141885764058
"783","774",0,0.0714710819759679
"784","808",3,0.137120412708268
"785","808",5,0.0547594589915426
"786","808",5,0.0547594589915426
"787","808",2,0.154932432270476
"788","808",5,0.0547594589915426
"789","808",3,0.137120412708268
"790","808",0,0.071075646351796
"791","808",0,0.071075646351796
"792","808",0,0.071075646351796
"793","808",0,0.071075646351796
"794","808",0,0.071075646351796
"795","808",0,0.071075646351796
"796","808",2,0.154932432270476
"797","808",0,0.071075646351796
"798","808",2,0.154932432270476
"799","808",7,0.0240270331237872
"800","808",0,0.071075646351796
"801","808",9,0.0129253798090214
"802","808",4,0.0890581938334396
"803","808",2,0.154932432270476
"804","808",7,0.0240270331237872
"805","808",8,0.0172577990129688
"806","808",0,0.071075646351796
"807","808",3,0.137120412708268
"808","808",8,0.0172577990129688
"809","808",0,0.071075646351796
"810","808",0,0.071075646351796
"811","808",0,0.071075646351796
"812","808",0,0.071075646351796
"813","808",6,0.0352210942139385
"814","808",5,0.0547594589915426
"815","808",0,0.071075646351796
"816","808",4,0.0890581938334396
"817","808",0,0.071075646351796
"818","808",4,0.0890581938334396
"819","808",4,0.0890581938334396
"820","808",4,0.0890581938334396
"821","808",4,0.0890581938334396
"822","809",0,0.0561070645829892
"823","809",4,0.0972061224566114
"824","809",0,0.0561070645829892
"825","809",7,0.0353472029405256
"826","809",9,0.0193958736268754
"827","809",3,0.113739373706977
"828","809",11,0.0119281351729497
"829","809",5,0.0712470321881902
"830","809",2,0.104717424070572
"831","809",15,0.00570041288466625
"832","809",3,0.113739373706977
"833","809",11,0.0119281351729497
"834","809",1,0.0796187538621319
"835","809",43,0.000547692032042516
"836","809",0,0.0561070645829892
"837","809",1,0.0796187538621319
"838","249",1,3.18278367843327
"839","249",2,0.0315780253275284
"840","249",1,3.18278367843327
"841","249",1,3.18278367843327
"842","249",1,3.18278367843327
"843","249",2,0.0315780253275284
"844","249",1,3.18278367843327
"845","249",2,0.0315780253275284
"846","249",0,0.0314538182578486
"847","249",1,3.18278367843327
"848","249",1,3.18278367843327
"849","249",1,3.18278367843327
"850","249",1,3.18278367843327
"851","249",0,0.0314538182578486
"852","249",1,3.18278367843327
