"","seaotter","Date","FoodType","Amount_offered_kg","Amount_offered_kg_num","DateTime_real","year","month","Date_real"
"206",653,2014-09-05 22:45:04,"Live",2.189,2.189,2014-09-05 22:45:04,2014,9,2014-09-05
"207",653,2014-09-06 09:25:00,"Live",0.5,0.5,2014-09-06 09:25:00,2014,9,2014-09-06
"208",653,2014-09-06 09:25:00,"Supplemental",0.626,0.626,2014-09-06 09:25:00,2014,9,2014-09-06
"209",653,2014-09-06 09:25:09,"Live",0.5,0.5,2014-09-06 09:25:09,2014,9,2014-09-06
"210",653,2014-09-06 09:25:09,"Supplemental",0.626,0.626,2014-09-06 09:25:09,2014,9,2014-09-06
"211",653,2014-09-06 11:30:00,"Live",0.547,0.547,2014-09-06 11:30:00,2014,9,2014-09-06
"212",653,2014-09-06 11:30:38,"Live",0.547,0.547,2014-09-06 11:30:38,2014,9,2014-09-06
"213",653,2014-09-06 13:29:00,"Supplemental",0.519,0.519,2014-09-06 13:29:00,2014,9,2014-09-06
"214",653,2014-09-06 13:29:00,"Supplemental",0.469,0.469,2014-09-06 13:29:00,2014,9,2014-09-06
"215",653,2014-09-06 13:29:34,"Supplemental",0.519,0.519,2014-09-06 13:29:34,2014,9,2014-09-06
"216",653,2014-09-06 13:29:34,"Supplemental",0.469,0.469,2014-09-06 13:29:34,2014,9,2014-09-06
"217",653,2014-09-06 17:30:00,"Live",0.626,0.626,2014-09-06 17:30:00,2014,9,2014-09-06
"218",653,2014-09-06 17:30:00,"Supplemental",0.5,0.5,2014-09-06 17:30:00,2014,9,2014-09-06
"219",653,2014-09-06 17:30:52,"Live",0.626,0.626,2014-09-06 17:30:52,2014,9,2014-09-06
"220",653,2014-09-06 17:30:52,"Supplemental",0.5,0.5,2014-09-06 17:30:52,2014,9,2014-09-06
"221",653,2014-09-06 22:00:00,"Supplemental",0.563,0.563,2014-09-06 22:00:00,2014,9,2014-09-06
"222",653,2014-09-06 22:00:00,"Live",0.375,0.375,2014-09-06 22:00:00,2014,9,2014-09-06
"223",653,2014-09-06 22:00:00,"Live",0.626,0.626,2014-09-06 22:00:00,2014,9,2014-09-06
"224",653,2014-09-06 22:00:40,"Live",0.375,0.375,2014-09-06 22:00:40,2014,9,2014-09-06
"225",653,2014-09-06 22:00:40,"Supplemental",0.563,0.563,2014-09-06 22:00:40,2014,9,2014-09-06
"226",653,2014-09-06 22:00:40,"Live",0.626,0.626,2014-09-06 22:00:40,2014,9,2014-09-06
"227",653,2014-09-07 09:40:31,"Live",0.5,0.5,2014-09-07 09:40:31,2014,9,2014-09-07
"228",653,2014-09-07 09:40:31,"Supplemental",0.626,0.626,2014-09-07 09:40:31,2014,9,2014-09-07
"229",653,2014-09-07 13:40:27,"Supplemental",0.563,0.563,2014-09-07 13:40:27,2014,9,2014-09-07
"230",653,2014-09-07 13:40:27,"Supplemental",0.563,0.563,2014-09-07 13:40:27,2014,9,2014-09-07
"231",653,2014-09-07 17:40:39,"Live",0.626,0.626,2014-09-07 17:40:39,2014,9,2014-09-07
"232",653,2014-09-07 17:40:39,"Supplemental",0.5,0.5,2014-09-07 17:40:39,2014,9,2014-09-07
"233",653,2014-09-07 21:40:39,"Supplemental",0.563,0.563,2014-09-07 21:40:39,2014,9,2014-09-07
"234",653,2014-09-07 21:40:39,"Supplemental",0.25,0.25,2014-09-07 21:40:39,2014,9,2014-09-07
"235",653,2014-09-07 21:40:39,"Live",0.563,0.563,2014-09-07 21:40:39,2014,9,2014-09-07
"236",653,2014-09-07 21:40:39,"Live",0.626,0.626,2014-09-07 21:40:39,2014,9,2014-09-07
"237",653,2014-09-08 09:20:20,"Live",0.313,0.313,2014-09-08 09:20:20,2014,9,2014-09-08
"238",653,2014-09-08 09:20:20,"Supplemental",0.313,0.313,2014-09-08 09:20:20,2014,9,2014-09-08
"239",653,2014-09-08 09:20:20,"Supplemental",0.5,0.5,2014-09-08 09:20:20,2014,9,2014-09-08
"240",653,2014-09-08 13:20:39,"Supplemental",0.469,0.469,2014-09-08 13:20:39,2014,9,2014-09-08
