"","seaotter","release","date","time","area","fix_type","fix_qual","latitude","longitude","days_since_rel","datetime","diff","diff_hours","dist","rate","km_hr"
"519","595",4,"6/11/2013","11:10","humb","b",0.5,36.82062665,-121.7452198,0,2013-06-11 11:10:00,NA,NA,NA,NA,NA
"520","595",4,"6/11/2013","15:30","pars","r",2,36.81474555,-121.7430047,0.180555556,2013-06-11 15:30:00,15600,4.33333333333333,681.91941890446,157.366019747183,0.157366019747183
"521","595",4,"6/12/2013","10:30","jtty","b",0.5,36.81003906,-121.7852128,0.972222222,2013-06-12 10:30:00,68400,19,3802.26735591625,200.119334521908,0.200119334521908
"522","595",4,"6/13/2013","10:50","jtty","v",0.5,36.8100102,-121.7855134,1.986111111,2013-06-13 10:50:00,87600,24.3333333333333,27.0138540327534,1.11015838490767,0.00111015838490767
"523","595",4,"6/13/2013","15:00","jtty","b",0.5,36.80997758,-121.7858016,2.159722222,2013-06-13 15:00:00,15000,4.16666666666667,25.9703831043026,6.23289194503263,0.00623289194503263
"524","595",4,"6/14/2013","11:00","jtty","b",0.5,36.81000492,-121.7858674,2.993055556,2013-06-14 11:00:00,72000,20,6.60908249845992,0.330454124922996,0.000330454124922996
"525","595",4,"6/15/2013","11:10","jtty","b",0.5,36.81000901,-121.7858559,4,2013-06-15 11:10:00,87000,24.1666666666667,1.12207254403063,0.0464305880288538,4.64305880288538e-05
"526","595",4,"6/16/2013","16:00","capp","b",0.5,36.95706674,-121.9368982,5.201388889,2013-06-16 16:00:00,103800,28.8333333333333,21157.5494424855,733.787841935914,0.733787841935914
"527","595",4,"6/17/2013","10:30","jtty","b",0.5,36.81024267,-121.785554,5.972222222,2013-06-17 10:30:00,66600,18.5,21154.696185373,1143.49709110124,1.14349709110124
"528","595",4,"6/18/2013","11:00","jtty","r",1,36.81000895,-121.7853707,6.993055556,2013-06-18 11:00:00,88200,24.5,30.6634975396729,1.25157132814991,0.00125157132814991
"529","595",4,"6/19/2013","12:00","jtty","b",0.5,36.81007525,-121.7860202,8.034722222,2013-06-19 12:00:00,90000,25,58.4217350508497,2.33686940203399,0.00233686940203399
"530","595",4,"6/20/2013","12:00","jtty","r",1,36.81007238,-121.7858659,9.034722222,2013-06-20 12:00:00,86400,24,13.7722691319621,0.573844547165087,0.000573844547165087
"531","595",4,"6/22/2013","15:45","jtty","b",0.5,36.81006726,-121.7858907,11.19097222,2013-06-22 15:45:00,186300,51.75,2.28474589151921,0.0441496790631731,4.41496790631731e-05
"532","595",4,"6/23/2013","10:15","jtty","r",1,36.81012551,-121.7858633,11.96180556,2013-06-23 10:15:00,66600,18.5,6.91117159010337,0.37357684270829,0.00037357684270829
"533","595",4,"6/23/2013","11:00","jtty","b",0.5,36.81059858,-121.7854748,11.99305556,2013-06-23 11:00:00,2700,0.75,62.9116499376353,83.8821999168471,0.0838821999168471
"534","595",4,"6/24/2013","12:00","jtty","b",0.5,36.8100018,-121.7855242,13.03472222,2013-06-24 12:00:00,90000,25,66.3736563043326,2.6549462521733,0.0026549462521733
"535","595",4,"6/25/2013","15:15","jtty","b",0.5,36.80990612,-121.7859911,14.17013889,2013-06-25 15:15:00,98100,27.25,42.9944986264679,1.57777976610891,0.00157777976610891
"536","595",4,"6/26/2013","22:00","jtty","b",0.5,36.80989676,-121.785739,15.45138889,2013-06-26 22:00:00,110700,30.75,22.5195501406376,0.732343094004474,0.000732343094004474
"537","621",1,"11/4/2013","12:00","humb","b",0.5,36.819683,-121.7454,0,2013-11-04 12:00:00,NA,NA,NA,NA,NA
"538","621",1,"11/4/2013","13:00","yamp","b",0.5,36.814576,-121.745924,0.041666667,2013-11-04 13:00:00,3600,1,568.67052718731,568.67052718731,0.568670527187309
"539","621",1,"11/4/2013","16:30","nhml","b",0.5,36.81307,-121.788306,0.1875,2013-11-04 16:30:00,12600,3.5,3785.36164025791,1081.53189721655,1.08153189721655
"540","621",1,"11/5/2013","15:00","zusb","b",0.5,36.843459,-121.808814,1.125,2013-11-05 15:00:00,81000,22.5,3836.70978265247,170.520434784554,0.170520434784554
"541","621",1,"11/5/2013","15:30","suns","b",0.5,36.871898,-121.824776,1.145833333,2013-11-05 15:30:00,1800,0.5,3462.17413097601,6924.34826195202,6.92434826195202
"542","621",1,"11/5/2013","18:30","sssb","a",1,36.947848,-121.884767,1.270833333,2013-11-05 18:30:00,10800,3,9981.1566274309,3327.05220914363,3.32705220914363
"543","621",1,"11/6/2013","11:40","nbsb","b",0.5,36.969177,-121.927432,1.986111111,2013-11-06 11:40:00,61800,17.1666666666667,4476.7034205005,260.778840029156,0.260778840029156
"544","621",1,"11/6/2013","14:00","lasb","b",0.5,36.936808,-121.868892,2.083333333,2013-11-06 14:00:00,8400,2.33333333333333,6331.60432106098,2713.54470902613,2.71354470902613
"545","621",1,"11/7/2013","14:45","yamp","b",0.5,36.812451,-121.748564,3.114583333,2013-11-07 14:45:00,89100,24.75,17479.9454569012,706.260422501059,0.706260422501059
"546","621",1,"11/8/2013","11:50","sebe","b",0.5,36.81533281,-121.7643163,3.993055556,2013-11-08 11:50:00,75900,21.0833333333333,1441.47236899781,68.3702309406078,0.0683702309406078
"547","621",1,"11/8/2013","13:35","sebe","b",0.5,36.81591088,-121.767077,4.065972222,2013-11-08 13:35:00,6300,1.75,254.542960334921,145.453120191383,0.145453120191383
"548","621",1,"11/9/2013","10:00","jtty","b",0.5,36.80965453,-121.7871906,4.916666667,2013-11-09 10:00:00,73500,20.4166666666667,1924.33904199517,94.2533408324165,0.0942533408324165
"549","621",2,"11/13/2013","13:00","humb","b",0.5,36.82024499,-121.745311,0,2013-11-13 13:00:00,NA,NA,NA,NA,NA
"550","621",2,"11/14/2013","11:04","sebe","b",0.5,36.81579089,-121.7650964,0.919444444,2013-11-14 11:04:00,79440,22.0666666666667,1833.21483009209,83.0762007594604,0.0830762007594604
"551","621",2,"11/14/2013","11:50","sebe","b",0.5,36.81473259,-121.7656658,0.951388889,2013-11-14 11:50:00,2760,0.766666666666667,127.962091310897,166.907075622909,0.166907075622909
"552","621",2,"11/15/2013","9:20","sebe","b",0.5,36.81639916,-121.7656935,1.847222222,2013-11-15 09:20:00,77400,21.5,184.962767913068,8.60291943781711,0.00860291943781711
"553","621",2,"11/15/2013","11:14","sebe","b",0.5,36.81559909,-121.7672175,1.926388889,2013-11-15 11:14:00,6840,1.9,162.39982508251,85.4735921486892,0.0854735921486892
"554","621",2,"11/15/2013","15:10","humb","b",0.5,36.81922027,-121.7452425,2.090277778,2013-11-15 15:10:00,14160,3.93333333333333,2001.45668291161,508.844919384307,0.508844919384307
"555","621",2,"11/16/2013","9:45","suns","b",0.5,36.866501,-121.825648,2.864583333,2013-11-16 09:45:00,66900,18.5833333333333,8886.18739530983,478.180487639991,0.478180487639991
"556","621",2,"11/16/2013","12:28","jtty","b",0.5,36.80879811,-121.7883581,2.977777778,2013-11-16 12:28:00,9780,2.71666666666667,7215.93069000499,2656.1708061368,2.6561708061368
"557","621",2,"11/17/2013","10:30","sebe","b",0.5,36.81555795,-121.7649902,3.895833333,2013-11-17 10:30:00,79320,22.0333333333333,2215.96019300677,100.57307986415,0.10057307986415
"558","621",2,"11/18/2013","15:30","sebe","b",0.5,36.81526445,-121.7652254,5.104166667,2013-11-18 15:30:00,104400,29,38.7463431745684,1.33608079912305,0.00133608079912305
"559","621",2,"11/19/2013","12:09","sebe","b",0.5,36.81407275,-121.7619686,5.964583333,2013-11-19 12:09:00,74340,20.65,319.272808104072,15.4611529348219,0.0154611529348219
"560","621",2,"11/20/2013","9:08","mogl","b",0.5,36.81401592,-121.7611107,6.838888889,2013-11-20 09:08:00,75540,20.9833333333333,76.8080265149858,3.66043017545603,0.00366043017545603
"561","621",2,"11/20/2013","13:38","sebe","b",0.5,36.81505499,-121.7653733,7.026388889,2013-11-20 13:38:00,16200,4.5,397.436058995355,88.31912422119,0.08831912422119
"562","621",2,"11/22/2013","8:58","plpt","v",0.5,36.94172346,-121.9648187,8.831944444,2013-11-22 08:58:00,156000,43.3333333333333,22666.5424770826,523.074057163444,0.523074057163444
"563","621",2,"11/22/2013","10:40","plpt","v",0.5,36.93913732,-121.9567415,8.902777778,2013-11-22 10:40:00,6120,1.7,774.652503236606,455.677943080357,0.455677943080357
"564","621",2,"11/22/2013","11:32","plpt","v",0.5,36.94374672,-121.9833208,8.938888889,2013-11-22 11:32:00,3120,0.866666666666667,2422.30912339057,2794.97206545065,2.79497206545065
"565","621",2,"11/22/2013","12:22","scwh","v",0.5,36.95077991,-122.0077699,8.973611111,2013-11-22 12:22:00,3000,0.833333333333333,2313.40402363829,2776.08482836595,2.77608482836595
"566","621",2,"11/22/2013","12:57","tera","b",0.5,36.947467,-122.03183,8.997916667,2013-11-22 12:57:00,2100,0.583333333333333,2174.36399174748,3727.48112870996,3.72748112870996
"567","621",2,"11/25/2013","12:17","suns","b",0.5,36.86766623,-121.855923,11.97013889,2013-11-25 12:17:00,256800,71.3333333333333,18005.1968968138,252.409302291783,0.252409302291783
"568","621",2,"11/25/2013","13:12","mnup","b",0.5,36.88594148,-121.8750249,12.00833333,2013-11-25 13:12:00,3300,0.916666666666667,2648.30380820041,2889.058699855,2.889058699855
"569","621",2,"11/25/2013","13:30","mnup","b",0.5,36.89051848,-121.8815803,12.02083333,2013-11-25 13:30:00,1080,0.3,774.257552228874,2580.85850742958,2.58085850742958
"570","621",2,"11/25/2013","13:47","mnlw","b",0.5,36.89520426,-121.888714,12.03263889,2013-11-25 13:47:00,1020,0.283333333333333,821.426425669138,2899.15209059696,2.89915209059696
"571","621",2,"11/25/2013","14:10","mnlw","b",0.5,36.90218172,-121.8978184,12.04861111,2013-11-25 14:10:00,1380,0.383333333333333,1121.63786351202,2926.01181785744,2.92601181785744
"572","623",1,"3/11/2014","10:55","humb","b",0.5,36.81968652,-121.7459304,0,2014-03-11 10:55:00,NA,NA,NA,NA,NA
"573","623",1,"3/12/2014","10:57","upda","b",0.5,36.81795572,-121.7459059,1.001388889,2014-03-12 10:57:00,86520,24.0333333333333,192.086670041418,7.99251054263875,0.00799251054263875
"574","623",1,"3/12/2014","13:59","mogl","b",0.5,36.81425569,-121.7557471,1.127777778,2014-03-12 13:59:00,10920,3.03333333333333,969.347752108055,319.565193002656,0.319565193002656
"575","623",1,"3/13/2014","10:44","humb","b",0.5,36.8287489,-121.7428504,1.992361111,2014-03-13 10:44:00,74700,20.75,1977.58096091998,95.3051065503607,0.0953051065503607
"576","623",1,"3/14/2014","13:20","sebe","b",0.5,36.816229,-121.765842,3.100694444,2014-03-14 13:20:00,95760,26.6,2477.51868685168,93.1398002575819,0.0931398002575819
"577","623",1,"3/15/2014","11:06","mogl","b",0.5,36.81461794,-121.7534048,4.007638889,2014-03-15 11:06:00,78360,21.7666666666667,1124.03582647231,51.6402370507952,0.0516402370507952
"578","623",1,"3/17/2014","9:54","kirb","b",0.5,36.83987478,-121.7460469,5.957638889,2014-03-17 09:54:00,168480,46.8,2878.70184662083,61.5107232183939,0.0615107232183939
"579","623",1,"3/18/2014","10:14","kirb","b",0.5,36.8373758,-121.7425428,6.971527778,2014-03-18 10:14:00,87600,24.3333333333333,417.856815901284,17.1721979137514,0.0171721979137514
"580","623",2,"4/30/2014","13:50","kirb","b",0.5,36.83639248,-121.7414439,0,2014-04-30 13:50:00,NA,NA,NA,NA,NA
"581","623",2,"5/2/2014","10:14","sebe","b",0.5,36.81618146,-121.7659835,1.85,2014-05-02 10:14:00,159840,44.4,3134.25074625763,70.5912330238205,0.0705912330238205
"582","623",2,"5/2/2014","11:32","sebe","b",0.5,36.8158553,-121.7653661,1.904166667,2014-05-02 11:32:00,4680,1.3,65.91496823361,50.7038217181615,0.0507038217181615
"583","623",2,"5/3/2014","10:33","sebe","b",0.5,36.81527264,-121.76694,2.863194444,2014-05-03 10:33:00,82860,23.0166666666667,154.604024874895,6.71704669985061,0.00671704669985061
"584","623",2,"5/4/2014","11:50","sebe","b",0.5,36.81521619,-121.7662333,3.916666667,2014-05-04 11:50:00,91020,25.2833333333333,63.3668345369139,2.50626899948242,0.00250626899948242
"585","623",2,"5/5/2014","14:51","wilo","b",0.5,36.81130054,-121.7811191,5.042361111,2014-05-05 14:51:00,97260,27.0166666666667,1397.51618112009,51.7279277404106,0.0517279277404106
"586","623",2,"5/6/2014","10:55","sebe","b",0.5,36.81613457,-121.7660763,5.878472222,2014-05-06 10:55:00,72240,20.0666666666667,1445.47585730538,72.0336805966135,0.0720336805966135
"587","623",2,"5/7/2014","8:47","jtty","b",0.5,36.81005251,-121.7881635,6.789583333,2014-05-07 08:47:00,78720,21.8666666666667,2083.19271134247,95.2679593601741,0.0952679593601741
"588","623",2,"5/7/2014","9:00","jtty","b",0.5,36.81084232,-121.7885405,6.798611111,2014-05-07 09:00:00,780,0.216666666666667,93.8825588975785,433.304117988824,0.433304117988824
"589","623",2,"5/8/2014","9:14","sebe","b",0.5,36.81065833,-121.7878777,7.808333333,2014-05-08 09:14:00,87240,24.2333333333333,62.5681546065503,2.5819045917421,0.0025819045917421
"590","623",2,"5/8/2014","13:08","wilo","b",0.5,36.812207,-121.782015,7.970833333,2014-05-08 13:08:00,14040,3.9,550.641812684729,141.1902083807,0.1411902083807
"591","623",2,"5/11/2014","11:00","nhml","b",0.5,36.812027,-121.787246,10.88194444,2014-05-11 11:00:00,251520,69.8666666666667,467.190413096475,6.68688568363275,0.00668688568363275
"592","623",2,"5/16/2014","11:32","kirb","b",0.5,36.83492723,-121.7391732,15.90416667,2014-05-16 11:32:00,433920,120.533333333333,4985.29445552036,41.3602969207994,0.0413602969207994
"593","623",2,"5/19/2014","13:15","jtty","b",0.5,36.81057812,-121.7879285,18.97569444,2014-05-19 13:15:00,265380,73.7166666666667,5120.80276091322,69.4660107743145,0.0694660107743145
"594","623",2,"5/20/2014","11:19","wilo","b",0.5,36.81057811,-121.7842032,19.89513889,2014-05-20 11:19:00,79440,22.0666666666667,332.415921114304,15.0641656094096,0.0150641656094096
"595","653",1,"9/27/2014","12:00","humb","b",0.5,36.822723,-121.745117,0,2014-09-27 12:00:00,NA,NA,NA,NA,NA
"596","653",1,"9/28/2014","14:30","mogl","b",0.5,36.812828,-121.760785,1.104166667,2014-09-28 14:30:00,95400,26.5,1777.66203872315,67.0815863669112,0.0670815863669112
"597","653",1,"9/29/2014","13:30","pars","b",0.5,36.813625,-121.743405,2.0625,2014-09-29 13:30:00,82800,23,1553.31863830702,67.5355929698703,0.0675355929698703
"598","653",1,"9/30/2014","13:00","mogl","b",0.5,36.812119,-121.761627,3.041666667,2014-09-30 13:00:00,84600,23.5,1634.50352753602,69.5533415972773,0.0695533415972772
"599","653",1,"10/1/2014","10:00","yamp","b",0.5,36.813673,-121.745559,3.916666667,2014-10-01 10:00:00,75600,21,1444.07071014095,68.7652719114736,0.0687652719114736
"600","653",1,"10/3/2014","14:00","mogl","b",0.5,36.811903,-121.762826,6.083333333,2014-10-03 14:00:00,187200,52,1553.19485370773,29.8691318020718,0.0298691318020718
"601","653",1,"10/5/2014","12:00","sebe","b",0.5,36.814407,-121.765563,8,2014-10-05 12:00:00,165600,46,369.946176698549,8.04230818909889,0.00804230818909889
"602","653",1,"10/9/2014","10:00","humb","b",0.5,36.823754,-121.74511,11.91666667,2014-10-09 10:00:00,338400,94,2099.06079496462,22.3304339889853,0.0223304339889853
"603","653",1,"10/10/2014","10:00","wilo","b",0.5,36.809886,-121.784304,12.91666667,2014-10-10 10:00:00,86400,24,3820.73573507255,159.19732229469,0.15919732229469
"604","657",1,"12/27/2014","10:54","humb","b",0.5,36.82174415,-121.7458095,0,2014-12-27 10:54:00,NA,NA,NA,NA,NA
"605","657",1,"12/28/2014","9:38","srsb","b",0.5,36.80034151,-121.795038,0.947222222,2014-12-28 09:38:00,81840,22.7333333333333,4993.73237094008,219.665646815546,0.219665646815546
"606","657",1,"12/29/2014","7:50","kirb","b",0.5,36.832853,-121.741185,1.872222222,2014-12-29 07:50:00,79920,22.2,6008.79004145079,270.666218083369,0.270666218083369
"607","657",1,"12/30/2014","13:05","yamp","b",0.5,36.81459752,-121.7496921,3.090972222,2014-12-30 13:05:00,105300,29.25,2163.39403593913,73.9621892628764,0.0739621892628764
"608","657",1,"12/31/2014","11:45","yamp","r",1,36.812003,-121.748527,4.035416667,2014-12-31 11:45:00,81600,22.6666666666667,306.11825644125,13.5052171959375,0.0135052171959375
"609","657",1,"1/1/2015","12:00","shml","b",2,36.806041,-121.785182,5.045833333,2015-01-01 12:00:00,87300,24.25,3337.11048268112,137.612803409531,0.137612803409531
"610","657",1,"1/2/2015","11:15","shml","b",0.5,36.80502931,-121.786363,6.014583333,2015-01-02 11:15:00,83700,23.25,153.986591770315,6.62307921592752,0.00662307921592752
"611","657",1,"1/4/2015","15:29","shml","r",2,36.805718,-121.785732,8.190972222,2015-01-04 15:29:00,188040,52.2333333333333,94.9303073944325,1.81742771016782,0.00181742771016782
"612","657",1,"1/5/2015","12:12","shml","b",0.5,36.80464002,-121.7862053,9.054166667,2015-01-05 12:12:00,74580,20.7166666666667,126.864954770557,6.12381117154739,0.00612381117154739
"613","657",1,"1/8/2015","11:14","shml","b",0.5,36.8045223,-121.7858136,12.01388889,2015-01-08 11:14:00,255720,71.0333333333333,37.3163377715041,0.525335585708645,0.000525335585708645
"614","657",1,"1/11/2015","14:07","wilo","b",0.5,36.81279055,-121.779522,15.13402778,2015-01-11 14:07:00,269580,74.8833333333333,1075.69411746426,14.3649336852561,0.0143649336852561
"615","671",1,"4/29/2015","10:46","humb","b",0.5,36.82199715,-121.7455455,0,2015-04-29 10:46:00,NA,NA,NA,NA,NA
"616","671",1,"4/30/2015","10:18","jtty","b",0.5,36.80994827,-121.7871831,0.980555556,2015-04-30 10:18:00,84720,23.5333333333333,3948.44002529725,167.780737618863,0.167780737618863
"617","671",1,"5/1/2015","10:16","jtty","b",0.5,36.80730003,-121.786129,1.979166667,2015-05-01 10:16:00,86280,23.9666666666667,308.571830288017,12.8750415975529,0.0128750415975529
"618","671",1,"5/2/2015","9:20","shml","b",0.5,36.80536941,-121.785928,2.940277778,2015-05-02 09:20:00,83040,23.0666666666667,214.998159489193,9.32072945762399,0.00932072945762399
"619","671",1,"5/3/2015","10:24","shml","b",0.5,36.8060545,-121.7859644,3.984722222,2015-05-03 10:24:00,90240,25.0666666666667,76.0965396701326,3.03576621024465,0.00303576621024465
"620","671",1,"5/4/2015","11:39","shml","b",0.5,36.8072711,-121.7855643,5.036805556,2015-05-04 11:39:00,90900,25.25,139.652108525737,5.53077657527671,0.00553077657527671
"621","671",1,"5/5/2015","10:44","jtty","b",0.5,36.80703586,-121.7857591,5.998611111,2015-05-05 10:44:00,83100,23.0833333333333,31.3635647206301,1.35871038500925,0.00135871038500925
"622","671",1,"5/6/2015","12:14","jtty","b",0.5,36.80714512,-121.7858161,7.061111111,2015-05-06 12:14:00,91800,25.5,13.1486952144793,0.515635106450169,0.000515635106450169
"623","671",1,"5/8/2015","9:56","jtty","b",0.5,36.80709642,-121.7857602,8.965277778,2015-05-08 09:56:00,164520,45.7,7.35465713471631,0.16093341651458,0.00016093341651458
"624","671",1,"5/10/2015","9:30","shml","r",1,36.80382124,-121.7836085,10.94722222,2015-05-10 09:30:00,171240,47.5666666666667,411.062199699522,8.64181218709577,0.00864181218709577
"625","671",1,"5/11/2015","12:44","jtty","b",0.5,36.80700826,-121.7858912,12.08194444,2015-05-11 12:44:00,98040,27.2333333333333,408.144696743977,14.9869533688119,0.0149869533688119
"626","671",1,"5/17/2015","10:25","shml","b",0.5,36.80728898,-121.7921862,17.98541667,2015-05-17 10:25:00,510060,141.683333333333,562.60356880548,3.97085215013867,0.00397085215013867
"627","673",1,"7/14/2015","11:00","humb","b",0.5,36.82073699,-121.745279,0,2015-07-14 11:00:00,NA,NA,NA,NA,NA
"628","673",1,"7/15/2015","12:27","kirb","r",1,36.85871538,-121.7581928,1.060416667,2015-07-15 12:27:00,91620,25.45,4369.21260049029,171.678294714746,0.171678294714746
"629","673",1,"7/16/2015","13:00","sebe","b",NA,36.81956089,-121.7626538,2.083333333,2015-07-16 13:00:00,88380,24.55,4363.33695890277,177.732666350418,0.177732666350418
"630","673",2,"7/22/2015","11:30","humb","b",0.5,36.82002906,-121.7453549,0,2015-07-22 11:30:00,NA,NA,NA,NA,NA
"631","673",2,"7/23/2015","14:57","kirb","b",0.5,36.83950916,-121.7429438,1.14375,2015-07-23 14:57:00,98820,27.45,2172.46777855222,79.1427241731229,0.0791427241731229
"632","673",2,"7/24/2015","12:02","kirb","b",0.5,36.84112725,-121.7527712,2.022222222,2015-07-24 12:02:00,75900,21.0833333333333,894.782246443029,42.4402646534243,0.0424402646534243
"633","673",2,"7/24/2015","14:56","kirb","b",0.5,36.83843829,-121.7421899,2.143055556,2015-07-24 14:56:00,10440,2.9,989.881100846009,341.338310636555,0.341338310636555
"634","673",2,"7/25/2015","10:04","sebe","b",0.5,36.81476891,-121.7694724,2.940277778,2015-07-25 10:04:00,68880,19.1333333333333,3581.02063257082,187.161357103005,0.187161357103005
"635","673",2,"7/25/2015","10:56","sebe","b",0.5,36.81244979,-121.7679763,2.976388889,2015-07-25 10:56:00,3120,0.866666666666667,289.92452625807,334.528299528543,0.334528299528543
"636","673",2,"7/27/2015","10:49","mnlw","b",0.5,36.92301031,-121.863886,4.971527778,2015-07-27 10:49:00,172380,47.8833333333333,14955.7337400362,312.336938531907,0.312336938531907
"637","673",2,"7/27/2015","12:30","lasb","b",0.5,36.94251297,-121.8766862,5.041666667,2015-07-27 12:30:00,6060,1.68333333333333,2446.3825211574,1453.29654722222,1.45329654722222
"638","673",2,"7/28/2015","10:00","seab","r",1,36.9701395,-121.913009,5.9375,2015-07-28 10:00:00,77400,21.5,4457.01738274611,207.303134081214,0.207303134081214
"639","673",2,"7/28/2015","11:48","cesh","b",0.5,36.97029693,-121.9137489,6.0125,2015-07-28 11:48:00,6480,1.8,68.1625101204324,37.868061178018,0.037868061178018
"640","673",2,"7/29/2015","8:35","seab","b",0.5,36.968394,-121.907775,6.878472222,2015-07-29 08:35:00,74820,20.7833333333333,572.345468375004,27.5386753027267,0.0275386753027267
"641","673",2,"7/29/2015","12:25","cesh","b",0.5,36.97058218,-121.9140843,7.038194444,2015-07-29 12:25:00,13800,3.83333333333333,612.060679006517,159.668003219091,0.159668003219091
"642","673",2,"7/30/2015","12:17","nbsb","b",0.5,36.97562063,-121.9257023,8.032638889,2015-07-30 12:17:00,85920,23.8666666666667,1175.94460675438,49.2714220707141,0.0492714220707141
"643","673",2,"7/30/2015","13:31","cesh","b",0.5,36.97076898,-121.9143001,8.084027778,2015-07-30 13:31:00,4440,1.23333333333333,1149.21809511636,931.798455499753,0.931798455499753
"644","673",2,"8/2/2015","8:58","seab","r",1,36.96940623,-121.911692,10.89444444,2015-08-02 08:58:00,242820,67.45,277.142905782456,4.108864429688,0.004108864429688
"645","673",2,"8/2/2015","12:21","cesh","b",0.5,36.97131598,-121.9142841,11.03541667,2015-08-02 12:21:00,12180,3.38333333333333,313.359638705048,92.6186124251372,0.0926186124251372
"646","673",2,"8/3/2015","8:40","seab","b",0.5,36.97040041,-121.9130333,11.88194444,2015-08-03 08:40:00,73140,20.3166666666667,150.761942466322,7.42060422311676,0.00742060422311676
"647","673",2,"8/3/2015","9:41","seab","b",0.5,36.97081156,-121.9127977,11.92430556,2015-08-03 09:41:00,3660,1.01666666666667,50.2201466823738,49.3968655892202,0.0493968655892202
"648","673",2,"8/4/2015","9:00","seab","b",0.5,36.9707697,-121.9165136,12.89583333,2015-08-04 09:00:00,83940,23.3166666666667,330.917557629758,14.1923184115693,0.0141923184115693
"649","673",3,"8/26/2015","12:21","humb","b",0.5,36.82168103,-121.7450718,0,2015-08-26 12:21:00,NA,NA,NA,NA,NA
"650","673",3,"8/26/2015","14:32","sebe","v",0.5,36.81442141,-121.7683669,0.090972222,2015-08-26 14:32:00,7860,2.18333333333333,2229.13926885007,1020.97981779393,1.02097981779393
"651","673",3,"8/26/2015","15:17","sebe","b",0.5,36.81372007,-121.7688761,0.122222222,2015-08-26 15:17:00,2700,0.75,90.1217618061105,120.162349074814,0.120162349074814
"652","673",3,"8/27/2015","10:13","humb","r",4,36.81813892,-121.7444045,0.911111111,2015-08-27 10:13:00,68160,18.9333333333333,2237.88566025625,118.19818628114,0.11819818628114
"653","673",3,"8/27/2015","15:36","humb","b",0.5,36.82368474,-121.7453398,1.135416667,2015-08-27 15:36:00,19380,5.38333333333333,621.074951376729,115.369960008061,0.115369960008061
"654","673",3,"8/29/2015","8:34","seab","b",1,36.966746,-121.904833,2.848611111,2015-08-29 08:34:00,147480,40.9666666666667,21310.982086379,520.20298013944,0.52020298013944
"655","673",3,"8/29/2015","10:22","seab","b",0.5,36.96215449,-121.8976772,2.917361111,2015-08-29 10:22:00,6480,1.8,815.920193582621,453.288996434789,0.453288996434789
"656","673",3,"8/30/2015","18:33","riod","r",2,36.96157745,-121.9080313,4.258333333,2015-08-30 18:33:00,115860,32.1833333333333,924.316802154573,28.7203563590235,0.0287203563590235
"657","673",3,"8/31/2015","11:06","seab","b",0.5,36.96168007,-121.8962344,4.947916667,2015-08-31 11:06:00,59580,16.55,1050.65093172944,63.4834399836522,0.0634834399836522
"658","673",3,"8/31/2015","12:59","lasb","b",0.5,36.95312859,-121.8857706,5.026388889,2015-08-31 12:59:00,6780,1.88333333333333,1330.07746087613,706.235819934226,0.706235819934226
"659","673",3,"9/1/2015","11:30","lasb","b",0.5,36.938779,-121.870056,5.964583333,2015-09-01 11:30:00,81060,22.5166666666667,2120.21700789491,94.1621173010324,0.0941621173010324
"660","673",3,"9/3/2015","12:22","seab","b",0.5,36.95653685,-121.89078,8.000694444,2015-09-03 12:22:00,175920,48.8666666666667,2700.2195970621,55.2568812495655,0.0552568812495655
"661","673",3,"9/5/2015","13:19","seab","b",0.5,36.96926472,-121.910272,10.04027778,2015-09-05 13:19:00,176220,48.95,2237.93653223806,45.718825990563,0.045718825990563
"662","673",3,"9/7/2015","11:15","seab","b",0.5,36.96301199,-121.8974506,11.95416667,2015-09-07 11:15:00,165360,45.9333333333333,1336.08616997636,29.0875073289483,0.0290875073289483
"663","673",3,"9/10/2015","15:00","cesh","r",2,36.969016,-121.915872,15.11041667,2015-09-10 15:00:00,272700,75.75,1770.60395265394,23.3743096059926,0.0233743096059926
"664","673",3,"9/11/2015","12:43","cesh","b",0.5,36.96737154,-121.903941,16.01527778,2015-09-11 12:43:00,78180,21.7166666666667,1078.00044365299,49.6393143662161,0.0496393143662161
"665","673",3,"9/15/2015","12:43","cesh","b",0.5,36.96931243,-121.9092571,20.01527778,2015-09-15 12:43:00,345600,96,520.09015678065,5.41760579979844,0.00541760579979844
"666","685",1,"9/22/2015","11:43","humb","b",0.5,36.82270491,-121.7458677,0,2015-09-22 11:43:00,NA,NA,NA,NA,NA
"667","685",1,"9/23/2015","10:15","sebe","b",0.5,36.81562635,-121.7684456,0.938888889,2015-09-23 10:15:00,81120,22.5333333333333,2162.18914026946,95.9551393610707,0.0959551393610708
"668","685",1,"9/24/2015","11:05","sebe","b",0.5,36.81428113,-121.7704333,1.973611111,2015-09-24 11:05:00,89400,24.8333333333333,231.821446679739,9.33509181260694,0.00933509181260694
"669","685",1,"9/25/2015","14:14","mlsb","b",0.5,36.81594,-121.798459,3.104861111,2015-09-25 14:14:00,97740,27.15,2507.40852516956,92.3539051627829,0.0923539051627829
"670","685",1,"9/26/2015","14:00","suns","b",0.5,36.8637,-121.8968,4.095138889,2015-09-26 14:00:00,85560,23.7666666666667,10248.7298597379,431.222855248441,0.431222855248441
