YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2002 06 29 03 305  6.3  7.6  1.40 10.00  6.14 305 9999.0  13.7  11.7 999.0 99.0 99.00
2002 06 29 04 314  5.6  6.6  1.45 11.11  6.41 303 9999.0  13.7  11.7 999.0 99.0 99.00
2002 06 29 05 317  6.8  8.4  1.49 10.00  6.43 303 9999.0  13.7  11.7 999.0 99.0 99.00
2002 06 29 06 318  7.6  9.0  1.39 10.00  5.86 304 9999.0  13.4  11.7 999.0 99.0 99.00
2002 06 29 07 322  6.2  7.4  1.49 10.00  6.16 304 9999.0  12.8  11.5 999.0 99.0 99.00
2002 06 29 08 322  6.0  6.8  1.47 11.11  5.84 308 9999.0  12.7  11.4 999.0 99.0 99.00
2002 06 29 09 321  6.7  8.0  1.48 11.11  5.63 311 9999.0  12.7  11.3 999.0 99.0 99.00
2002 06 29 10 328  5.4  6.4  1.36  9.09  5.61 304 9999.0  12.6  11.5 999.0 99.0 99.00
2002 06 29 11 343  4.4  5.1  1.40 11.11  6.17 296 9999.0  12.5  11.4 999.0 99.0 99.00
2002 06 29 12 321  3.5  4.0  1.31 10.00  6.09 305 9999.0  12.6  11.8 999.0 99.0 99.00
2002 06 29 13 320  6.3  7.4  1.36 10.00  6.91 306 9999.0  13.4  11.9 999.0 99.0 99.00
2002 06 29 14 335  4.7  5.8  1.26 10.00  6.47 307 9999.0  13.1  11.8 999.0 99.0 99.00
2002 06 29 15 322  4.0  4.8  1.16 10.00  6.18 301 9999.0  13.0  11.8 999.0 99.0 99.00
2002 06 29 16 323  3.6  4.2  1.27 10.00  6.59 311 9999.0  12.9  11.7 999.0 99.0 99.00
2002 06 29 17 305  5.1  5.8  1.19 16.67  6.64 218 9999.0  13.1  11.8 999.0 99.0 99.00
2002 06 29 18 305  6.8  8.0  1.21 10.00  6.08 307 9999.0  13.4  11.7 999.0 99.0 99.00
2002 06 29 19 306  5.8  6.8  1.14  9.09  6.15 303 9999.0  13.4  11.7 999.0 99.0 99.00
2002 06 29 20 312  6.7  7.9  1.45 10.00  6.11 314 9999.0  13.3  11.5 999.0 99.0 99.00
2002 06 29 21 316  5.5  6.3  1.29 16.67  6.03 215 9999.0  13.2  11.6 999.0 99.0 99.00
2002 06 29 22 308  8.0  9.5  1.32  9.09  6.26 313 9999.0  13.8  11.7 999.0 99.0 99.00
2002 06 29 23 310  7.0  8.2  1.39 10.00  5.96 307 9999.0  13.8  11.7 999.0 99.0 99.00
2002 06 30 00 317  6.8  8.3  1.38  9.09  5.74 316 9999.0  13.5  11.7 999.0 99.0 99.00
2002 06 30 01 316  8.7 10.3  1.56 10.00  5.92 306 9999.0  13.4  11.6 999.0 99.0 99.00
2002 06 30 02 317  9.4 11.7  1.42 10.00  5.21 307 9999.0  13.3  11.5 999.0 99.0 99.00
2002 06 30 03 316  8.9 10.4  1.67 10.00  5.81 305 9999.0  13.2  11.4 999.0 99.0 99.00
2002 06 30 04 316  9.3 11.3  1.58 10.00  5.53 311 9999.0  13.0  11.4 999.0 99.0 99.00
2002 06 30 05 312  8.6 10.3  1.70  9.09  5.76 304 9999.0  13.0  11.3 999.0 99.0 99.00
2002 06 30 06 310  9.7 11.8  1.82 10.00  5.72 309 9999.0  13.0  11.3 999.0 99.0 99.00
2002 06 30 07 314  8.7 10.2  1.86 10.00  5.95 309 9999.0  13.1  11.2 999.0 99.0 99.00
2002 06 30 08 307  7.7  8.8  1.89 10.00  6.11 300 9999.0  13.1  11.1 999.0 99.0 99.00
2002 06 30 09 311  8.2 10.5  1.99 10.00  6.22 309 9999.0  13.3  11.0 999.0 99.0 99.00
2002 06 30 10 306  9.0 11.1  2.08 11.11  6.12 308 9999.0  13.1  11.1 999.0 99.0 99.00
2002 06 30 11 317  6.6  7.9  2.32 11.11  6.68 305 9999.0  12.9  11.3 999.0 99.0 99.00
2002 06 30 12 312  7.4  9.0  2.12 10.00  6.85 304 9999.0  13.0  11.3 999.0 99.0 99.00
2002 06 30 13 309  8.3  9.9  2.14 10.00  6.55 309 9999.0  13.0  11.3 999.0 99.0 99.00
2002 06 30 14 312  7.6  9.8  2.24 10.00  6.43 303 9999.0  13.0  11.2 999.0 99.0 99.00
2002 06 30 15 319  7.3  8.6  2.34 10.00  6.71 301 9999.0  12.9  11.1 999.0 99.0 99.00
2002 06 30 16 325  6.7  8.5  2.25 10.00  6.59 305 9999.0  12.8  11.2 999.0 99.0 99.00
2002 06 30 17 320  7.7  9.4  2.31 10.00  6.53 301 9999.0  12.8  11.2 999.0 99.0 99.00
2002 06 30 18 313  8.4  9.9  2.22  9.09  6.23 298 9999.0  12.9  11.2 999.0 99.0 99.00
2002 06 30 19 308  8.8 10.5  2.30 10.00  6.44 302 9999.0  13.0  11.2 999.0 99.0 99.00
2002 06 30 20 309  8.0  9.6  2.32 10.00  6.34 310 9999.0  13.4  11.3 999.0 99.0 99.00
2002 06 30 21 308 10.0 11.6  2.28 10.00  5.79 305 9999.0  13.7  11.3 999.0 99.0 99.00
2002 06 30 22 308 12.0 14.2  2.38 10.00  5.89 299 9999.0  14.1  11.3 999.0 99.0 99.00
2002 06 30 23 309 12.8 15.6  2.50 10.00  6.07 297 9999.0  14.1  11.3 999.0 99.0 99.00
2002 07 01 00 311 11.8 13.4  2.54 10.00  6.17 314 9999.0  14.1  11.3 999.0 99.0 99.00
2002 07 01 01 313 11.2 13.4  2.58 10.00  6.19 312 9999.0  13.8  11.3 999.0 99.0 99.00
2002 07 01 02 309 11.0 12.8  2.62 10.00  6.33 308 9999.0  13.6  11.2 999.0 99.0 99.00
2002 07 01 03 312 10.0 11.4  2.32  7.14  6.19 308 9999.0  13.5  11.2 999.0 99.0 99.00
2002 07 01 04 313  9.7 12.4  2.58 10.00  6.27 307 9999.0  13.4  11.2 999.0 99.0 99.00
2002 07 01 05 318  8.2 10.0  2.47 11.11  6.42 309 9999.0  13.3  11.2 999.0 99.0 99.00
2002 07 01 06 316  6.4  7.7  2.36 10.00  6.21 305 9999.0  13.1  11.2 999.0 99.0 99.00
2002 07 01 07 305  6.9  8.2  2.50 10.00  6.70 304 9999.0  12.9  11.1 999.0 99.0 99.00
2002 07 01 08 294  7.0  8.4  2.42  7.14  6.53 315 9999.0  12.8  11.3 999.0 99.0 99.00
2002 07 01 09 309  7.2  8.5  2.44 10.00  6.70 299 9999.0  12.8  11.3 999.0 99.0 99.00
2002 07 01 10 304  7.1  8.4  2.45 10.00  6.54 299 9999.0  12.6  11.4 999.0 99.0 99.00
2002 07 01 11 302  7.0  8.2  2.27 10.00  6.59 296 9999.0  12.6  11.7 999.0 99.0 99.00
2002 07 01 12 311  5.5  7.0  2.20 10.00  6.62 296 9999.0  12.6  11.7 999.0 99.0 99.00
2002 07 01 13 320  4.3  5.3  2.04 10.00  6.42 297 9999.0  12.4  11.7 999.0 99.0 99.00
2002 07 01 14 336  3.2  4.2  2.19 10.00  6.53 306 9999.0  12.3  11.8 999.0 99.0 99.00
2002 07 01 15 332  1.8  2.6  2.24 10.00  6.98 299 9999.0  12.7  11.9 999.0 99.0 99.00
2002 07 01 16  32  0.1  0.5  2.26  9.09  7.04 299 9999.0  13.3  12.1 999.0 99.0 99.00
2002 07 01 17 135  1.4  2.5  2.29 10.00  7.05 307 9999.0  13.5  12.1 999.0 99.0 99.00
2002 07 01 18 136  3.0  4.1  2.55  9.09  7.28 309 9999.0  13.3  12.4 999.0 99.0 99.00
2002 07 01 19 142  2.8  3.9  2.36  9.09  7.37 313 9999.0  13.4  12.5 999.0 99.0 99.00
2002 07 01 20 156  3.5  4.7  2.42  9.09  7.35 315 9999.0  13.5  12.9 999.0 99.0 99.00
2002 07 01 21 172  3.3  4.3  2.51 10.00  7.53 314 9999.0  13.7  12.7 999.0 99.0 99.00
2002 07 01 22 182  2.1  2.6  2.42  9.09  7.26 315 9999.0  14.1  13.0 999.0 99.0 99.00
2002 07 01 23 154  3.5  4.6  2.70 10.00  7.25 313 9999.0  13.4  12.9 999.0 99.0 99.00
2002 07 02 00 152  3.7  4.7  2.59 10.00  7.39 315 9999.0  13.6  13.0 999.0 99.0 99.00
2002 07 02 01 150  2.9  4.2  2.80  9.09  7.87 318 9999.0  14.1  13.2 999.0 99.0 99.00
2002 07 02 02 150  3.5  4.9  2.54 10.00  7.71 314 9999.0  14.1  13.3 999.0 99.0 99.00
2002 07 02 03 145  3.8  5.1  2.71 10.00  7.77 311 9999.0  13.7  13.1 999.0 99.0 99.00
2002 07 02 04 144  4.1  5.4  2.56  9.09  7.57 308 9999.0  13.5  13.0 999.0 99.0 99.00
2002 07 02 05 131  3.4  4.9  2.71 10.00  7.67 302 9999.0  13.4  13.0 999.0 99.0 99.00
2002 07 02 06 150  3.7  5.1  2.46 10.00  7.60 313 9999.0  13.3  12.9 999.0 99.0 99.00
2002 07 02 07 160  3.8  5.2  2.11  9.09  7.48 312 9999.0  12.9  13.0 999.0 99.0 99.00
2002 07 02 08 154  3.7  4.8  2.31  9.09  7.44 314 9999.0  12.9  12.9 999.0 99.0 99.00
2002 07 02 09 178  4.1  5.3  2.21 10.00  7.68 315 9999.0  13.2  12.9 999.0 99.0 99.00
2002 07 02 10 164  3.9  5.2  2.16 10.00  7.63 320 9999.0  13.0  12.9 999.0 99.0 99.00
2002 07 02 11 168  4.1  5.4  2.27 11.11  7.81 309 9999.0  12.9  12.9 999.0 99.0 99.00
2002 07 02 12 162  4.6  6.3  2.09 10.00  7.78 321 9999.0  12.8  12.8 999.0 99.0 99.00
2002 07 02 13 150  4.7  6.5  2.40  9.09  7.71 317 9999.0  12.9  12.8 999.0 99.0 99.00
2002 07 02 14 142  4.8  6.4  2.41 10.00  7.76 325 9999.0  12.8  12.6 999.0 99.0 99.00
2002 07 02 15 147  4.6  6.2  2.53 10.00  7.87 322 9999.0  12.6  12.6 999.0 99.0 99.00
2002 07 02 16 156  5.4  6.9  2.21 10.00  7.60 328 9999.0  12.7  12.6 999.0 99.0 99.00
2002 07 02 17 152  4.4  5.9  2.33 10.00  7.67 322 9999.0  12.8  12.6 999.0 99.0 99.00
2002 07 02 18 164  4.2  5.4  2.38 10.00  7.90 323 9999.0  13.0  12.6 999.0 99.0 99.00
2002 07 02 19 160  4.3  5.7  2.40 10.00  7.69 316 9999.0  13.1  12.6 999.0 99.0 99.00
2002 07 02 20 167  3.2  4.1  2.12 10.00  7.65 316 9999.0  13.4  12.7 999.0 99.0 99.00
2002 07 02 21 162  2.0  2.8  2.10  9.09  7.67 318 9999.0  13.6  12.9 999.0 99.0 99.00
2002 07 02 22 182  3.0  3.7  2.15 10.00  7.55 320 9999.0  13.7  12.9 999.0 99.0 99.00
2002 07 02 23 174  2.2  3.1  1.90  9.09  7.09 317 9999.0  13.8  12.9 999.0 99.0 99.00
2002 07 03 00 198  2.1  2.7  1.96  9.09  7.61 313 9999.0  13.8  13.0 999.0 99.0 99.00
2002 07 03 01 204  2.0  2.6  1.75  9.09  6.77 317 9999.0  13.7  13.0 999.0 99.0 99.00
2002 07 03 02 215  2.5  3.5  1.92 10.00  7.37 318 9999.0  13.6  12.9 999.0 99.0 99.00
2002 07 03 03 211  2.3  3.7  1.88 10.00  7.43 314 9999.0  13.4  12.8 999.0 99.0 99.00
2002 07 03 04 238  2.2  3.1  1.95 10.00  7.38 314 9999.0  13.4  12.9 999.0 99.0 99.00
2002 07 03 05 232  1.6  3.2  1.82  9.09  7.46 311 9999.0  13.0  12.9 999.0 99.0 99.00
2002 07 03 06 260  2.3  3.1  1.79 10.00  7.51 308 9999.0  12.9  12.9 999.0 99.0 99.00
2002 07 03 07 293  1.2  2.3  2.00  9.09  7.73 312 9999.0  12.7  12.9 999.0 99.0 99.00
2002 07 03 08 326  1.7  2.6  1.82  9.09  7.61 314 9999.0  12.6  12.6 999.0 99.0 99.00
2002 07 03 09 332  0.9  2.9  1.78  9.09  7.34 306 9999.0  12.5  12.6 999.0 99.0 99.00
2002 07 03 10 284  2.3  3.0  1.81 10.00  7.69 316 9999.0  12.5  12.6 999.0 99.0 99.00
2002 07 03 11 302  6.4  8.0  1.73 10.00  7.45 301 9999.0  12.2  12.5 999.0 99.0 99.00
2002 07 03 12 316  5.7  7.0  1.77 10.00  7.35 306 9999.0  11.8  12.1 999.0 99.0 99.00
2002 07 03 13 289  2.8  4.5  1.82  9.09  6.98 307 9999.0  11.9  12.5 999.0 99.0 99.00
2002 07 03 14 286  4.4  5.5  1.89 10.00  7.08 308 9999.0  12.6  12.5 999.0 99.0 99.00
2002 07 03 15 303  5.1  7.5  1.77 10.00  6.77 310 9999.0  12.7  12.5 999.0 99.0 99.00
2002 07 03 16 313  5.8  7.1  1.83  9.09  6.77 300 9999.0  12.7  12.4 999.0 99.0 99.00
2002 07 03 17 337  5.3  6.3  1.79 10.00  6.75 311 9999.0  12.4  12.4 999.0 99.0 99.00
2002 07 03 18 328  5.8  7.0  1.81 10.00  6.65 315 9999.0  12.5  12.5 999.0 99.0 99.00
2002 07 03 19 312  6.8  8.3  1.85  8.33  6.34 314 9999.0  12.6  12.4 999.0 99.0 99.00
2002 07 03 20 310  7.3  8.8  1.95  9.09  6.07 312 9999.0  12.6  12.2 999.0 99.0 99.00
2002 07 03 21 300  9.0 10.7  1.92  8.33  6.07 319 9999.0  12.7  12.2 999.0 99.0 99.00
2002 07 03 22 305  9.6 11.1  1.94 10.00  6.01 306 9999.0  13.0  12.2 999.0 99.0 99.00
2002 07 03 23 310  8.6 10.2  2.16  8.33  6.19 311 9999.0  13.3  12.1 999.0 99.0 99.00
2002 07 04 00 309  9.8 11.5  2.20  9.09  5.99 311 9999.0  13.4  12.1 999.0 99.0 99.00
2002 07 04 01 311 10.1 12.5  2.29  9.09  5.95 316 9999.0  13.5  11.9 999.0 99.0 99.00
2002 07 04 02 313 10.2 12.3  2.19  9.09  5.97 311 9999.0  13.3  11.4 999.0 99.0 99.00
2002 07 04 03 308  9.9 12.1  2.29  9.09  6.03 319 9999.0  13.4  11.3 999.0 99.0 99.00
2002 07 04 04 310  8.0  9.2  2.38  9.09  6.27 314 9999.0  13.1  11.2 999.0 99.0 99.00
2002 07 04 05 320  7.9  9.6  2.41  8.33  6.39 315 9999.0  13.1  11.1 999.0 99.0 99.00
2002 07 04 06 317  7.4  9.0  2.66  9.09  6.79 318 9999.0  13.0  11.1 999.0 99.0 99.00
2002 07 04 07 320  6.7  8.5  2.43  9.09  6.66 319 9999.0  12.8  11.0 999.0 99.0 99.00
2002 07 04 08 321  5.1  6.7  2.20  9.09  6.34 318 9999.0  12.7  11.0 999.0 99.0 99.00
2002 07 04 09 322  5.5  6.7  2.59  8.33  6.83 325 9999.0  12.6  11.1 999.0 99.0 99.00
2002 07 04 10 314  6.9  8.4  2.48  8.33  6.63 329 9999.0  12.5  11.5 999.0 99.0 99.00
2002 07 04 11 316  7.4  9.2  2.71  9.09  6.67 324 9999.0  12.4  11.9 999.0 99.0 99.00
2002 07 04 12 315  7.5  9.6  2.43  8.33  6.36 326 9999.0  12.4  12.1 999.0 99.0 99.00
2002 07 04 13 315  5.6  7.0  2.39  8.33  6.41 319 9999.0  12.4  12.3 999.0 99.0 99.00
2002 07 04 14 312  7.1  8.7  2.19  9.09  6.27 317 9999.0  12.5  12.5 999.0 99.0 99.00
2002 07 04 15 316  6.6  8.2  2.28  8.33  6.30 318 9999.0  12.5  12.5 999.0 99.0 99.00
2002 07 04 16 317  6.7  8.1  2.28  9.09  6.25 322 9999.0  12.5  12.5 999.0 99.0 99.00
2002 07 04 17 315  7.6  9.7  2.45  9.09  6.48 321 9999.0  12.6  12.4 999.0 99.0 99.00
2002 07 04 18 310  8.2  9.5  2.59  8.33  6.49 319 9999.0  12.7  12.5 999.0 99.0 99.00
2002 07 04 19 305  8.8 10.3  2.59  8.33  6.36 321 9999.0  12.7  12.6 999.0 99.0 99.00
2002 07 04 20 306  8.5 10.2  2.74  9.09  6.61 321 9999.0  12.9  12.6 999.0 99.0 99.00
2002 07 04 21 302  9.0 11.0  2.54  9.09  6.35 321 9999.0  13.1  12.6 999.0 99.0 99.00
2002 07 04 22 305  9.6 12.5  2.63  9.09  6.32 323 9999.0  13.1  12.7 999.0 99.0 99.00
2002 07 04 23 304  9.3 11.3  2.69  9.09  6.52 323 9999.0  13.2  12.7 999.0 99.0 99.00
2002 07 05 00 310 10.1 11.9  2.74  8.33  6.39 321 9999.0  13.3  12.7 999.0 99.0 99.00
2002 07 05 01 311  9.0 10.8  2.70  9.09  6.53 320 9999.0  13.3  12.7 999.0 99.0 99.00
2002 07 05 02 308  8.7 10.4  2.55  9.09  6.27 320 9999.0  13.4  12.7 999.0 99.0 99.00
2002 07 05 03 302  8.7 10.5  2.47  8.33  6.28 321 9999.0  13.3  12.6 999.0 99.0 99.00
2002 07 05 04 307  7.6  9.4  2.47  9.09  6.41 320 9999.0  13.1  12.6 999.0 99.0 99.00
2002 07 05 05 304  6.9  8.6  2.56  9.09  6.64 321 9999.0  13.0  12.6 999.0 99.0 99.00
2002 07 05 06 311  6.7  8.7  2.38  8.33  6.44 328 9999.0  13.0  12.6 999.0 99.0 99.00
2002 07 05 07 309  7.2  8.9  2.47  9.09  6.34 323 9999.0  12.9  12.6 999.0 99.0 99.00
2002 07 05 08 313  6.9  8.5  2.33  9.09  6.46 319 9999.0  12.7  12.6 999.0 99.0 99.00
2002 07 05 09 313  6.6  8.2  2.53  9.09  6.57 321 9999.0  12.6  12.5 999.0 99.0 99.00
2002 07 05 10 310  7.0  8.5  2.54  9.09  6.55 325 9999.0  12.6  12.5 999.0 99.0 99.00
2002 07 05 11 312  7.8  9.5  2.45  8.33  6.33 325 9999.0  12.6  12.4 999.0 99.0 99.00
2002 07 05 12 311  8.4 11.0  2.40  9.09  6.43 313 9999.0  12.5  12.1 999.0 99.0 99.00
2002 07 05 13 309  7.7  8.9  2.43  8.33  6.37 320 9999.0  12.4  12.1 999.0 99.0 99.00
2002 07 05 14 313  8.1 10.4  2.29  9.09  6.18 316 9999.0  12.4  12.6 999.0 99.0 99.00
2002 07 05 15 311  7.7  9.1  2.41  9.09  6.40 316 9999.0  12.4  12.7 999.0 99.0 99.00
2002 07 05 16 308  7.5  9.3  2.38  8.33  6.34 315 9999.0  12.4  12.8 999.0 99.0 99.00
2002 07 05 17 307  8.0  9.3  2.03  9.09  5.95 325 9999.0  12.2  12.9 999.0 99.0 99.00
2002 07 05 18 308  8.8 10.6  2.26  9.09  6.20 316 9999.0  12.4  12.9 999.0 99.0 99.00
2002 07 05 19 310  9.1 11.0  2.30  8.33  5.91 317 9999.0  12.5  12.7 999.0 99.0 99.00
2002 07 05 20 315  9.4 11.0  2.18  8.33  5.99 320 9999.0  12.3  12.2 999.0 99.0 99.00
2002 07 05 21 306  9.2 11.3  2.28  8.33  5.90 318 9999.0  12.6  12.1 999.0 99.0 99.00
2002 07 05 22 307  8.8 10.9  1.90  8.33  5.65 325 9999.0  12.6  12.3 999.0 99.0 99.00
2002 07 05 23 313 10.4 12.6  2.14  8.33  5.90 320 9999.0  12.6  12.2 999.0 99.0 99.00
2002 07 06 00 301  8.3  9.7  2.01  8.33  5.61 322 9999.0  12.9  12.1 999.0 99.0 99.00
2002 07 06 01 306  8.1  9.7  2.13  8.33  5.76 317 9999.0  13.1  12.1 999.0 99.0 99.00
2002 07 06 02 305  7.8  9.6  1.90  7.69  5.79 322 9999.0  13.2  12.1 999.0 99.0 99.00
2002 07 06 03 303  8.1  9.6  1.88  7.69  5.74 323 9999.0  13.3  12.0 999.0 99.0 99.00
2002 07 06 04 305  7.8  9.7  1.81  7.69  5.48 324 9999.0  13.3  12.1 999.0 99.0 99.00
2002 07 06 05 308  6.8  8.6  1.72  7.69  5.54 322 9999.0  13.4  12.3 999.0 99.0 99.00
2002 07 06 06 310  7.6  9.0  1.58  7.14  5.48 315 9999.0  13.3  12.6 999.0 99.0 99.00
2002 07 06 07 308  6.1  8.0  1.75  7.69  5.63 317 9999.0  13.3  12.6 999.0 99.0 99.00
2002 07 06 08 310  5.8  7.5  1.60  7.14  5.49 317 9999.0  13.3  12.6 999.0 99.0 99.00
2002 07 06 09 315  6.8  8.4  1.64  7.14  5.57 321 9999.0  13.1  12.6 999.0 99.0 99.00
2002 07 06 10 315  6.8  8.3  1.71  7.14  5.73 325 9999.0  12.9  12.7 999.0 99.0 99.00
2002 07 06 11 310  5.9  7.1  1.60  7.69  5.58 319 9999.0  12.8  12.8 999.0 99.0 99.00
2002 07 06 12 306  5.1  6.3  1.73  6.67  5.70 322 9999.0  12.7  12.9 999.0 99.0 99.00
2002 07 06 13 307  6.3  7.7  1.61  7.14  5.61 323 9999.0  12.6  13.0 999.0 99.0 99.00
2002 07 06 14 313  7.5  9.1  1.58  6.67  5.44 323 9999.0  12.2  13.3 999.0 99.0 99.00
2002 07 06 15 320  7.1  8.4  1.56  7.14  5.24 320 9999.0  12.2  13.3 999.0 99.0 99.00
2002 07 06 16 309  7.5  9.0  1.53  6.67  5.39 319 9999.0  12.1  13.3 999.0 99.0 99.00
2002 07 06 17 311  7.1  8.5  1.53  7.14  5.20 318 9999.0  12.3  13.3 999.0 99.0 99.00
2002 07 06 18 309  8.6  9.9  1.42  7.69  5.28 317 9999.0  12.2  13.4 999.0 99.0 99.00
2002 07 06 19 309  7.9  9.4  1.51  6.67  5.16 321 9999.0  12.1  13.4 999.0 99.0 99.00
2002 07 06 20 305  8.4 10.7  1.34  7.69  4.90 307 9999.0  12.6  13.4 999.0 99.0 99.00
2002 07 06 21 295  6.8  8.3  1.29  6.67  5.02 323 9999.0  13.2  13.4 999.0 99.0 99.00
2002 07 06 22 305  8.1  9.6  1.33  6.67  5.04 325 9999.0  13.7  13.4 999.0 99.0 99.00
2002 07 06 23 307  8.2  9.6  1.29  7.14  4.74 308 9999.0  13.7  13.4 999.0 99.0 99.00
2002 07 07 00 309  7.7  9.1  1.25  7.14  4.87 322 9999.0  13.7  13.5 999.0 99.0 99.00
2002 07 07 01 308  7.9  9.4  1.25  6.67  4.79 323 9999.0  13.9  13.4 999.0 99.0 99.00
2002 07 07 02 311  7.4  8.8  1.33  5.56  4.78 317 9999.0  14.1  13.4 999.0 99.0 99.00
2002 07 07 03 312 10.0 12.1  1.37  5.88  4.86 315 9999.0  13.4  13.4 999.0 99.0 99.00
2002 07 07 04 312  7.1  8.7  1.48  6.25  4.82 310 9999.0  13.2  13.4 999.0 99.0 99.00
2002 07 07 05 314  5.5  6.6  1.53  5.88  5.18 314 9999.0  13.4  13.4 999.0 99.0 99.00
2002 07 07 06 305  4.8  5.5  1.44  6.25  5.39 317 9999.0  13.7  13.4 999.0 99.0 99.00
2002 07 07 07 308  5.4  6.6  1.49  6.25  5.43 318 9999.0  13.9  13.4 999.0 99.0 99.00
2002 07 07 08 317  6.5  7.5  1.29  6.25  5.00 319 9999.0  13.6  13.4 999.0 99.0 99.00
2002 07 07 09 320  6.9  8.7  1.22  6.25  5.02 316 9999.0  13.1  13.4 999.0 99.0 99.00
2002 07 07 10 316  6.3  7.4  1.23  6.25  4.93 324 9999.0  13.0  13.4 999.0 99.0 99.00
2002 07 07 11 328  6.6  8.1  1.16  5.88  4.96 323 9999.0  12.9  13.4 999.0 99.0 99.00
2002 07 07 12 324  6.1  7.0  1.20  6.25  4.94 328 9999.0  13.0  13.5 999.0 99.0 99.00
2002 07 07 13 318  6.1  6.9  1.00  5.88  4.69 324 9999.0  13.0  13.6 999.0 99.0 99.00
2002 07 07 14 326  4.8  5.8  1.00  6.25  4.75 328 9999.0  13.0  13.6 999.0 99.0 99.00
2002 07 07 15 320  4.7  5.3  1.03  5.88  4.97 327 9999.0  13.1  13.7 999.0 99.0 99.00
2002 07 07 16 313  5.9  7.0  1.01  5.56  4.95 330 9999.0  13.4  13.7 999.0 99.0 99.00
2002 07 07 17 318  6.0  7.2  0.96  5.56  4.76 331 9999.0  13.4  13.7 999.0 99.0 99.00
2002 07 07 18 307  6.4  7.5  0.88  5.00  4.81 323 9999.0  13.7  13.8 999.0 99.0 99.00
2002 07 07 19 308  6.3  7.0  0.87  5.26  4.63 328 9999.0  13.7  14.0 999.0 99.0 99.00
2002 07 07 20 305  6.9  8.0  0.89  5.00  4.58 327 9999.0  13.9  14.1 999.0 99.0 99.00
2002 07 07 21 305  7.4  8.9  0.88 12.50  4.47 190 9999.0  14.1  14.2 999.0 99.0 99.00
2002 07 07 22 304  8.7 10.0  0.89 16.67  4.22 220 9999.0  14.1  14.2 999.0 99.0 99.00
2002 07 07 23 308  8.9 10.3  1.00 16.67  4.38 190 9999.0  14.1  14.2 999.0 99.0 99.00
2002 07 08 00 311  9.7 11.6  0.98  4.00  4.33 336 9999.0  14.1  14.2 999.0 99.0 99.00
2002 07 08 01 314  9.9 11.7  1.06  3.57  4.24 336 9999.0  14.2  14.2 999.0 99.0 99.00
2002 07 08 02 317  9.6 11.1  1.09  3.85  4.22 332 9999.0  13.7  14.1 999.0 99.0 99.00
2002 07 08 03 316 10.4 12.7  1.21  4.35  4.31 317 9999.0  13.7  14.1 999.0 99.0 99.00
2002 07 08 04 316 12.4 14.5  1.39  4.76  4.46 315 9999.0  14.0  14.1 999.0 99.0 99.00
2002 07 08 05 319 11.0 13.6  1.56  5.00  4.54 313 9999.0  13.7  14.1 999.0 99.0 99.00
2002 07 08 06 321 10.5 12.2  1.38  4.76  4.48 317 9999.0  13.7  13.9 999.0 99.0 99.00
2002 07 08 07 321  9.9 12.1  1.31  4.76  4.59 312 9999.0  13.5  13.8 999.0 99.0 99.00
2002 07 08 08 325 10.6 12.3  1.37  4.76  4.62 321 9999.0  13.1  13.7 999.0 99.0 99.00
2002 07 08 09 321  7.7  8.9  1.29  5.26  4.57 304 9999.0  12.9  13.6 999.0 99.0 99.00
2002 07 08 10 325  6.9  8.0  1.21  5.00  4.79 309 9999.0  13.4  13.5 999.0 99.0 99.00
2002 07 08 11 319  7.9  9.5  1.16 14.29  4.88 183 9999.0  13.6  13.4 999.0 99.0 99.00
2002 07 08 12 320 10.2 12.2  1.23  5.88  4.89 306 9999.0  13.0  13.3 999.0 99.0 99.00
2002 07 08 13 318 11.2 13.1  1.46  5.26  4.80 317 9999.0  12.8  13.3 999.0 99.0 99.00
2002 07 08 14 322 10.2 12.2  1.70  5.88  4.99 310 9999.0  12.6  13.3 999.0 99.0 99.00
2002 07 08 15 320 10.6 13.1  1.81  5.88  4.94 318 9999.0  12.5  13.3 999.0 99.0 99.00
2002 07 08 16 311  9.9 12.2  1.83  5.56  4.94 325 9999.0  12.6  13.4 999.0 99.0 99.00
2002 07 08 17 302 10.5 12.2  1.68  5.88  4.89 313 9999.0  12.1  13.4 999.0 99.0 99.00
2002 07 08 18 316  8.7 10.3  1.92  6.25  5.07 317 9999.0  12.1  13.4 999.0 99.0 99.00
2002 07 08 19 320  8.7 10.0  1.71  6.25  5.02 315 9999.0  12.1  13.4 999.0 99.0 99.00
2002 07 08 20 321  8.2  9.9  1.73  6.25  5.06 314 9999.0  12.4  13.5 999.0 99.0 99.00
2002 07 08 21 310  8.6 10.4  1.73  5.56  4.95 326 9999.0  13.6  13.6 999.0 99.0 99.00
2002 07 08 22 309  8.4 10.6  1.79  6.25  5.10 309 9999.0  14.2  13.6 999.0 99.0 99.00
2002 07 08 23 310 10.1 12.8  1.95  5.88  5.04 313 9999.0  14.6  13.7 999.0 99.0 99.00
2002 07 09 00 305 11.2 13.5  2.00  6.25  4.96 308 9999.0  14.6  13.7 999.0 99.0 99.00
2002 07 09 01 306 11.5 14.4  1.95  6.25  4.99 314 9999.0  14.5  13.7 999.0 99.0 99.00
2002 07 09 02 307 12.0 14.4  1.89  5.00  4.85 319 9999.0  14.4  13.6 999.0 99.0 99.00
