YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2002 02 28 02 305  5.0  5.9  2.49 12.50  8.91 319 1012.6  13.7  12.1  11.1 99.0 99.00
2002 02 28 03 313  5.8  7.0  1.96 12.50  8.43 304 1012.6  13.5  11.9  11.0 99.0 99.00
2002 02 28 04 312  7.0  8.1  2.31 12.50  8.68 312 1012.7  13.4  11.8  10.6 99.0 99.00
2002 02 28 05 311  7.1  8.0  2.18 12.50  7.73 306 1012.7  13.8  11.8   9.5 99.0 99.00
2002 02 28 06 320  6.1  8.0  2.21 11.11  7.78 320 1013.3  13.9  11.9  10.1 99.0 99.00
2002 02 28 07 318  4.5  5.5  2.16 11.11  7.47 316 1013.3  13.3  11.9  11.1 99.0 99.00
2002 02 28 08 341  2.3  3.1  2.39 12.50  8.39 309 1014.1  12.8  11.9  11.6 99.0 99.00
2002 02 28 09 341  1.2  2.7  2.08 12.50  8.08 306 1013.6  12.6  11.9  11.6 99.0 99.00
2002 02 28 10 313  3.4  4.1  2.19 12.50  8.63 308 1013.6  12.7  11.9  11.2 99.0 99.00
2002 02 28 11 322  4.9  5.8  2.05 12.50  8.13 296 1013.2  12.6  11.8  12.0 99.0 99.00
2002 02 28 12 317  4.0  5.2  2.10 12.50  8.14 301 1012.7  12.2  11.6  12.0 99.0 99.00
2002 02 28 13 326  4.0  4.9  2.21 12.50  8.12 294 1012.7  12.1  11.8  12.0 99.0 99.00
2002 02 28 14 323  3.6  4.8  2.24 12.50  8.28 300 1012.7  12.1  11.8  12.0 99.0 99.00
2002 02 28 15 315  3.2  4.3  2.01 11.11  7.59 314 1013.2  12.1  11.8  11.8 99.0 99.00
2002 02 28 16 323  4.1  5.4  2.42 11.11  8.51 315 1013.4  11.5  11.8  11.5 99.0 99.00
2002 02 28 17 311  4.1  5.2  2.11 11.11  7.90 313 1013.8  11.0  11.9  10.8 99.0 99.00
2002 02 28 18 299  3.3  4.6  2.13 11.11  8.14 318 1014.0  11.3  11.9  11.3 99.0 99.00
2002 02 28 19 313  5.3  6.6  2.27 11.11  7.99 317 1013.5  11.8  12.0  11.5 99.0 99.00
2002 02 28 20 300  7.2  8.4  2.02 11.11  8.10 315 1013.4  12.4  12.1  11.4 99.0 99.00
2002 02 28 21 305  7.7  9.1  2.24 11.11  7.68 318 1012.6  12.4  12.1  10.9 99.0 99.00
2002 02 28 22 301  7.7  8.9  2.31 12.50  7.47 310 1011.6  12.3  12.0  10.7 99.0 99.00
2002 02 28 23 294  7.0  8.3  2.59 11.11  7.25 318 1010.9  12.4  11.9  10.7 99.0 99.00
2002 03 01 00 311  6.5  7.8  2.73 10.00  7.36 321 1010.3  12.6  11.9  11.6 99.0 99.00
2002 03 01 01 315  7.9  9.4  2.56 10.00  7.29 320 1010.0  12.7  11.9  11.1 99.0 99.00
2002 03 01 02 315 10.4 12.4  2.83 11.11  7.10 316 1009.3  12.6  11.9  10.2 99.0 99.00
2002 03 01 03 310 11.5 13.8  2.83 11.11  6.60 318 1009.4  12.5  11.8  10.0 99.0 99.00
2002 03 01 04 311 10.4 12.7  3.19 10.00  7.05 319 1009.5  12.5  11.8   9.4 99.0 99.00
2002 03 01 05 312 10.4 12.4  3.61 11.11  7.39 326 1009.5  12.2  11.8   9.1 99.0 99.00
2002 03 01 06 307  9.5 12.3  3.23 10.00  7.26 324 1010.0  12.1  11.7   9.3 99.0 99.00
2002 03 01 07 314  9.2 11.5  3.97 12.50  8.07 324 1010.3  12.1  11.6   9.7 99.0 99.00
2002 03 01 08 306  7.8 10.6  3.88 12.50  8.66 329 1011.0  11.9  11.5   9.3 99.0 99.00
2002 03 01 09 308  7.4  9.4  4.10 12.50  8.77 332 1011.2  11.9  11.4   9.8 99.0 99.00
2002 03 01 10 318  6.3  7.8  4.00 11.11  8.64 328 1011.1  12.0  11.4  10.9 99.0 99.00
2002 03 01 11 340  5.9  8.0  3.96 11.11  8.50 327 1011.2  13.3  11.4   7.6 99.0 99.00
2002 03 01 12  11  4.2  5.6  3.92 12.50  8.55 324 1011.3  13.0  11.5   6.7 99.0 99.00
2002 03 01 13 354  3.7  6.2  3.84 12.50  8.47 324 1011.8  12.8  11.5   4.8 99.0 99.00
2002 03 01 14 338  6.5  8.1  3.62 11.11  8.15 321 1011.9  12.7  11.5   2.4 99.0 99.00
2002 03 01 15 341  5.8  7.3  3.43 11.11  7.65 319 1012.9  12.4  11.4   3.2 99.0 99.00
2002 03 01 16 340  7.3  9.3  3.25 11.11  7.46 328 1014.0  12.1  11.4  -0.3 99.0 99.00
2002 03 01 17 334  6.4  8.1  3.08 12.50  7.30 323 1014.8  11.9  11.4  -1.1 99.0 99.00
2002 03 01 18 329  4.9  6.6  3.38 11.11  7.99 321 1015.3  12.1  11.5  -2.1 99.0 99.00
2002 03 01 19 166  2.1  3.6  2.84 11.11  7.73 321 1015.8  12.7  11.7  -0.8 99.0 99.00
2002 03 01 20  50  3.2  5.1  2.90 11.11  8.00 316 1015.8  12.9  11.8   1.5 99.0 99.00
2002 03 01 21  53  0.4  1.4  2.74 11.11  7.61 318 1015.5  13.0  11.8   1.6 99.0 99.00
2002 03 01 22 267  2.8  3.8  2.71 11.11  7.96 317 1014.8  12.9  12.0   1.0 99.0 99.00
2002 03 01 23 265  3.3  4.2  2.64 11.11  8.01 321 1015.2  13.0  11.9   4.1 99.0 99.00
2002 03 02 00 256  2.5  3.4  2.66 11.11  8.04 320 1015.1  13.4  11.9   7.5 99.0 99.00
2002 03 02 01 202  1.5  2.7  2.67 11.11  7.97 317 1015.6  13.6  12.0   8.2 99.0 99.00
2002 03 02 02 196  1.4  2.3  2.36 11.11  7.90 323 1015.7  13.0  11.9   8.9 99.0 99.00
2002 03 02 03 305  4.8  5.8  2.62 10.00  8.04 327 1015.9  12.5  11.8   7.6 99.0 99.00
2002 03 02 04 329  4.9  6.1  2.44 11.11  7.99 318 1016.4  12.2  11.8   8.7 99.0 99.00
2002 03 02 05 328  4.8  5.9  2.16 10.00  7.75 324 1016.7  12.2  11.7   8.5 99.0 99.00
2002 03 02 06 354  4.1  5.5  2.30 10.00  7.80 328 1017.1  12.1  11.7   9.2 99.0 99.00
2002 03 02 07 354  3.3  4.2  2.32 14.29  7.98 317 1017.1  11.9  11.6   8.8 99.0 99.00
2002 03 02 08 356  2.5  3.1  2.13 11.11  7.97 332 1017.3  12.0  11.7   8.3 99.0 99.00
2002 03 02 09  36  0.5  1.1  2.25 14.29  8.16 318 1017.8  11.5  11.7   8.9 99.0 99.00
2002 03 02 10  18  2.1  2.8  2.24 11.11  8.36 333 1018.0  11.4  11.6   9.5 99.0 99.00
2002 03 02 11  35  3.1  3.9  2.24 11.11  8.60 331 1017.9  11.8  11.7   9.7 99.0 99.00
2002 03 02 12 100  3.0  4.2  2.32 14.29  8.77 323 1017.9  11.4  11.7  10.0 99.0 99.00
2002 03 02 13  68  3.2  4.3  2.42 14.29  8.85 320 1018.6  11.1  11.5   7.7 99.0 99.00
2002 03 02 14  26  0.9  1.5  2.36 10.00  8.27 336 1018.9  11.0  11.4   6.5 99.0 99.00
2002 03 02 15  48  1.7  2.9  2.42 12.50  8.49 323 1019.5  11.3  11.5   7.9 99.0 99.00
2002 03 02 16  68  6.2  8.2  2.56 10.00  8.18 329 1020.2  11.5  11.5   5.7 99.0 99.00
2002 03 02 17  80  5.9  7.1  2.64 11.11  7.79 320 1020.7  11.4  11.6   4.2 99.0 99.00
2002 03 02 18  84  5.7  7.1  2.37 11.11  7.13 322 1020.9  11.5  11.5   4.5 99.0 99.00
2002 03 02 19  63  5.8  6.9  2.52 11.11  7.83 323 1021.0  11.8  11.7   3.0 99.0 99.00
2002 03 02 20  69  6.0  7.2  2.53 11.11  7.91 325 1021.0  12.9  11.8   3.6 99.0 99.00
2002 03 02 21  99  5.3  6.9  2.32 10.00  7.54 321 1021.0  13.9  11.8   4.8 99.0 99.00
2002 03 02 22 123  3.3  4.4  2.29 12.50  7.95 323 1020.5  13.7  11.9   7.6 99.0 99.00
2002 03 02 23 147  3.7  4.5  2.06 11.11  7.54 323 1020.7  14.3  12.1   5.1 99.0 99.00
2002 03 03 00 174  2.7  3.3  2.23 10.00  8.05 328 1020.9  13.8  12.1   8.4 99.0 99.00
2002 03 03 01 213  1.9  2.3  2.07 11.11  8.06 319 1021.1  14.0  12.1   8.6 99.0 99.00
2002 03 03 02 216  1.5  2.1  1.96 11.11  8.04 316 1022.0  13.4  11.9   9.3 99.0 99.00
2002 03 03 03 323  0.6  1.1  1.88 11.11  7.89 322 1022.7  12.3  11.9   9.4 99.0 99.00
2002 03 03 04 304  0.5  1.1  1.84 12.50  7.90 325 1023.5  12.0  11.8   9.5 99.0 99.00
2002 03 03 05  32  1.5  1.9  1.90 12.50  7.91 322 1023.9  11.9  11.8   9.9 99.0 99.00
2002 03 03 06  45  1.3  1.8  1.64 12.50  7.40 321 1024.3  11.9  11.8   9.6 99.0 99.00
2002 03 03 07  44  1.4  1.8  1.67 11.11  7.73 328 1024.6  12.1  11.8   8.6 99.0 99.00
2002 03 03 08  62  2.1  2.6  1.64 12.50  7.95 316 1025.0  12.1  11.7   9.0 99.0 99.00
2002 03 03 09  64  2.5  3.1  1.54 12.50  7.88 321 1025.0  12.3  11.7   8.7 99.0 99.00
2002 03 03 10  78  4.9  5.9  1.43 12.50  7.94 324 1024.7  12.1  11.7  10.3 99.0 99.00
2002 03 03 11  73  4.7  5.5  1.46 12.50  8.68 305 1024.3  12.0  11.5   9.3 99.0 99.00
2002 03 03 12  58  4.9  6.0  1.28 12.50  7.84 315 1024.3  11.8  11.4   9.3 99.0 99.00
2002 03 03 13  72  5.9  6.9  1.30 12.50  7.31 313 1024.3  11.3  11.5   8.1 99.0 99.00
2002 03 03 14  79  5.3  6.8  1.36 12.50  6.81 314 1025.1  11.5  11.4   7.8 99.0 99.00
2002 03 03 15  90  4.4  5.4  1.41 12.50  6.41 304 1025.7  11.9  11.4   8.0 99.0 99.00
2002 03 03 16  75  5.1  6.2  1.38 12.50  6.19 299 1026.7  11.4  11.4   7.1 99.0 99.00
2002 03 03 17  70  5.3  6.1  1.32 12.50  5.85 283 1027.0  11.8  11.4   6.8 99.0 99.00
2002 03 03 18  68  5.3  6.2  1.26 12.50  5.98 302 1027.2  11.8  11.7   7.3 99.0 99.00
2002 03 03 19  67  5.5  6.6  1.26 11.11  6.30 312 1027.2  12.0  11.8   8.0 99.0 99.00
2002 03 03 20  74  3.7  4.5  1.26 11.11  6.46 306 1027.2  12.3  11.8   8.1 99.0 99.00
2002 03 03 21  90  0.7  1.9  1.28 12.50  6.62 300 1027.0  13.4  11.8   7.5 99.0 99.00
2002 03 03 22 241  1.5  2.0  1.14 12.50  6.64 311 1026.6  13.6  11.9   8.1 99.0 99.00
2002 03 03 23 240  2.9  3.5  1.14 12.50  7.41 303 1026.4  14.0  12.8   7.7 99.0 99.00
2002 03 04 00 291  1.4  1.9  1.09 12.50  7.75 304 1025.9  13.8  12.5   9.3 99.0 99.00
2002 03 04 01 292  2.3  2.7  1.07 12.50  8.01 296 1025.9  13.5  12.8   9.2 99.0 99.00
2002 03 04 02 301  2.6  3.4  1.03 12.50  8.34 305 1026.2  13.1  12.1   7.9 99.0 99.00
2002 03 04 03 322  2.7  3.4  1.04 12.50  8.90 291 1026.6  12.4  12.1  10.4 99.0 99.00
2002 03 04 04 313  2.3  2.7  1.01 12.50  8.31 296 1026.8  12.2  11.9   8.9 99.0 99.00
2002 03 04 05 343  1.8  2.3  0.99 12.50  8.43 294 1027.2  12.1  11.8   9.1 99.0 99.00
2002 03 04 06 180  0.0  0.1  1.00 12.50  8.72 296 1027.2  11.5  11.7   9.5 99.0 99.00
2002 03 04 07 293  0.5  0.8  0.95 12.50  8.62 306 1026.8  11.4  11.5   9.5 99.0 99.00
2002 03 04 08 307  0.9  1.4  0.96 12.50  8.22 294 1026.7  11.4  11.5  10.0 99.0 99.00
2002 03 04 09 352  1.0  1.4  0.99 12.50  8.53 280 1026.6  11.5  11.7   9.5 99.0 99.00
2002 03 04 10  61  2.6  3.2  0.88 11.11  8.20 303 1025.8  11.8  11.8   9.5 99.0 99.00
2002 03 04 11  79  2.3  2.9  0.92 12.50  7.93 273 1025.6  11.8  11.8  11.1 99.0 99.00
2002 03 04 12  88  2.1  2.6  0.90 11.11  7.31 282 1025.3  11.5  11.8   9.7 99.0 99.00
2002 03 04 13  91  1.6  2.1  0.96 11.11  7.57 288 1025.2  11.3  11.8   9.1 99.0 99.00
2002 03 04 14  54  3.4  4.0  0.92 12.50  7.79 274 1024.5  11.3  11.8   8.7 99.0 99.00
2002 03 04 15  47  4.0  4.8  0.89 12.50  7.60 268 1024.6  11.1  11.8   7.0 99.0 99.00
2002 03 04 16  58  3.5  4.3  0.86 12.50  6.94 267 1025.2  11.4  11.8   5.7 99.0 99.00
2002 03 04 17  35  1.8  2.5  0.80 12.50  5.85 255 1025.6  11.8  11.8   5.7 99.0 99.00
2002 03 04 18 356  1.5  2.0  0.90 11.11  6.18 291 1025.3  11.9  11.9   6.1 99.0 99.00
2002 03 04 19 312  1.4  1.9  0.88 12.50  6.67 261 1025.2  11.8  12.1   5.7 99.0 99.00
2002 03 04 20 283  3.5  4.4  0.85 11.11  6.66 297 1025.0  12.1  12.5   9.1 99.0 99.00
2002 03 04 21 294  6.0  7.1  0.82 12.50  7.39 257 1024.1  12.0  12.2  10.0 99.0 99.00
2002 03 04 22 303  5.9  6.8  0.73 11.11  6.78 289 1023.4  12.0  12.1  10.3 99.0 99.00
2002 03 04 23 317  5.2  6.0  0.78 11.11  5.95 277 1022.6  11.9  12.1  10.2 99.0 99.00
2002 03 05 00 296  5.5  6.5  0.80 14.29  5.92 227 1022.1  12.0  12.1   9.8 99.0 99.00
2002 03 05 01 297  4.9  5.8  0.83 11.11  5.68 284 1021.2  12.1  12.1   9.6 99.0 99.00
2002 03 05 02 294  5.1  5.9  0.83 11.11  5.62 260 1021.2  11.9  12.1   9.6 99.0 99.00
2002 03 05 03 284  5.0  5.6  0.85 11.11  6.01 306 1021.2  11.8  12.1   9.8 99.0 99.00
2002 03 05 04 306  5.2  6.3  0.76 12.50  5.75 239 1021.9  11.8  12.0   9.1 99.0 99.00
2002 03 05 05 300  5.1  5.9  0.67 14.29  5.46 212 1021.9  11.9  11.9   9.0 99.0 99.00
2002 03 05 06 299  4.3  4.9  0.79 11.11  6.10 297 1022.1  11.8  11.9   9.1 99.0 99.00
2002 03 05 07 292  4.2  4.9  0.70 11.11  6.09 292 1022.5  11.8  11.9   8.9 99.0 99.00
2002 03 05 08 313  3.2  3.8  0.72 14.29  6.44 197 1022.1  11.8  11.8   9.3 99.0 99.00
2002 03 05 09 330  2.8  3.4  0.71 12.50  6.70 253 1022.1  11.8  11.8   9.2 99.0 99.00
2002 03 05 10 326  1.9  2.4  0.69 11.11  6.98 283 1022.4  11.7  11.8   9.7 99.0 99.00
2002 03 05 11  44  1.9  2.3  0.66 11.11  7.50 276 1021.5  11.4  11.8   9.6 99.0 99.00
2002 03 05 12  89  0.7  1.1  0.70 14.29  7.78 201 1021.2  11.4  11.8   9.3 99.0 99.00
2002 03 05 13 284  2.0  3.0  0.74 14.29  7.97 218 1021.9  11.7  11.9   9.4 99.0 99.00
2002 03 05 14 310  1.8  2.5  0.75 14.29  8.15 203 1021.9  11.9  11.9   5.4 99.0 99.00
2002 03 05 15 285  2.3  2.9  0.78 14.29  7.92 210 1022.0  11.9  11.8   5.5 99.0 99.00
2002 03 05 16 288  1.6  2.1  0.68 14.29  7.56 200 1022.6  12.3  11.8   4.7 99.0 99.00
2002 03 05 17  35  1.9  2.6  0.61 14.29  7.12 207 1022.7  12.7  11.9   6.3 99.0 99.00
2002 03 05 18  97  2.3  3.1  0.62 11.11  7.39 284 1023.4  12.0  12.0   9.2 99.0 99.00
2002 03 05 19 158  0.8  1.7  0.64 12.50  7.53 246 1023.0  12.7  12.1   6.6 99.0 99.00
2002 03 05 20 155  2.5  3.1  0.62 14.29  7.64 219 1022.7  12.3  12.3   9.0 99.0 99.00
2002 03 05 21 209  2.6  3.7  0.66 11.11  7.30 278 1022.1  12.7  12.6   6.4 99.0 99.00
2002 03 05 22 203  3.6  4.3  0.60 12.50  7.99 237 1021.2  12.6  12.6   6.9 99.0 99.00
2002 03 05 23 200  3.8  4.9  0.63 14.29  8.43 217 1021.0  12.6  12.6   7.6 99.0 99.00
2002 03 06 00 215  3.9  4.6  0.64 14.29  8.52 215 1020.7  12.5  12.4   8.4 99.0 99.00
2002 03 06 01 192  3.1  3.8  0.60 11.11  8.19 262 1020.4  12.4  12.3   9.1 99.0 99.00
2002 03 06 02 167  3.1  3.8  0.57 11.11  6.75 284 1020.3  12.3  12.2   8.9 99.0 99.00
2002 03 06 03 139  3.6  4.3  0.62 12.50  6.97 225 1020.3  12.4  12.2   9.4 99.0 99.00
2002 03 06 04 180  4.1  4.8  0.59 12.50  6.28 236 1020.3  12.5  12.1   9.8 99.0 99.00
2002 03 06 05 165  4.3  4.8  0.59 14.29  6.42 222 1020.5  12.6  12.1  10.3 99.0 99.00
2002 03 06 06 164  4.4  5.1  0.64 12.50  5.74 236 1021.0  12.6  12.2  10.6 99.0 99.00
2002 03 06 07 155  5.1  5.8  0.65 12.50  5.06 231 1020.5  12.6  12.2  11.4 99.0 99.00
2002 03 06 08 152  5.6  6.4  0.63 12.50  4.92 224 1020.1  12.6  12.3  11.9 99.0 99.00
2002 03 06 09 136  6.6  7.6  0.68 10.00  4.70 254 1019.5  12.6  12.5  12.1 99.0 99.00
2002 03 06 10 139  8.6  9.9  0.76 12.50  4.18 205 1018.8  12.2  12.5  12.0 99.0 99.00
2002 03 06 11 142  9.5 11.6  0.94  3.33  3.91 176 1017.4  12.1  12.2  11.9 99.0 99.00
2002 03 06 12 147  9.2 11.0  1.12  4.00  4.08 166 1016.8  12.2  12.2  12.1 99.0 99.00
2002 03 06 13 144  9.3 11.3  1.23  4.17  4.28 166 1016.4  12.1  12.2  12.0 99.0 99.00
2002 03 06 14 149 10.3 12.7  1.23  4.55  4.25 165 1015.8  12.3  12.2  12.2 99.0 99.00
2002 03 06 15 150 10.6 12.8  1.44  5.00  4.47 181 1015.6  12.4  12.2  12.3 99.0 99.00
2002 03 06 16 163 10.0 12.6  1.37  4.76  4.43 181 1015.3  12.6  12.2  12.5 99.0 99.00
2002 03 06 17 198  7.7  9.3  1.44  5.00  4.46 189 1016.5  13.3  12.2  12.6 99.0 99.00
2002 03 06 18 218  6.7  8.1  1.39  5.26  4.56 187 1016.4  13.3  12.2  13.1 99.0 99.00
2002 03 06 19 211  6.5  7.3  1.26  5.00  4.56 186 1016.5  13.4  12.3  12.3 99.0 99.00
2002 03 06 20 216  6.4  7.4  1.21  4.76  4.47 191 1016.3  13.4  12.3  11.8 99.0 99.00
2002 03 06 21 218  6.2  7.2  1.13  5.56  4.69 262 1015.9  13.6  12.4  11.9 99.0 99.00
2002 03 06 22 210  5.9  7.1  1.09  5.56  4.73 242 1015.0  13.7  12.5  11.1 99.0 99.00
2002 03 06 23 174  4.9  5.9  1.16  5.88  4.65 258 1014.3  13.5  12.4  11.8 99.0 99.00
2002 03 07 00 173  5.9  7.0  1.16  5.56  4.82 250 1013.9  13.3  12.4  12.5 99.0 99.00
2002 03 07 01 183  6.8  8.2  1.08  5.56  4.71 250 1013.3  13.4  12.4  12.6 99.0 99.00
2002 03 07 02 185  6.3  7.5  1.10  5.56  4.74 252 1013.2  13.4  12.3  13.0 99.0 99.00
2002 03 07 03 204  7.4  9.2  1.10  4.35  4.50 190 1013.1  13.4  12.5  12.9 99.0 99.00
2002 03 07 04 228  8.1  9.8  1.13 12.50  4.58 229 1013.3  13.3  12.5  12.1 99.0 99.00
2002 03 07 05 232  7.1  8.5  1.22  5.26  4.70 255 1013.4  13.0  12.5  11.9 99.0 99.00
2002 03 07 06 230  7.0  8.2  1.28  5.26  4.74 247 1014.1  12.9  12.3  11.2 99.0 99.00
2002 03 07 07 228  5.4  6.8  1.30  5.56  4.99 255 1014.2  12.9  12.3  11.7 99.0 99.00
2002 03 07 08 226  5.6  7.0  1.30  5.56  4.91 257 1014.1  12.7  12.2  10.6 99.0 99.00
2002 03 07 09 204  5.3  6.1  1.28 11.11  5.05 276 1014.1  12.8  12.3  11.9 99.0 99.00
2002 03 07 10 207  6.7  7.8  1.20 11.11  5.15 295 1013.7  12.2  12.2  11.3 99.0 99.00
2002 03 07 11 210  6.2  7.5  1.20  6.25  5.03 276 1013.1  12.6  12.2  11.3 99.0 99.00
2002 03 07 12 215  6.1  7.4  1.24 11.11  5.40 281 1012.6  12.9  12.3  11.2 99.0 99.00
2002 03 07 13 198  4.6  6.4  1.41 10.00  5.66 288 1012.6  12.6  12.2  11.8 99.0 99.00
2002 03 07 14 186  5.9  6.9  1.45 10.00  5.72 279 1012.7  12.8  12.2  11.9 99.0 99.00
2002 03 07 15 192  7.3  8.4  1.33 10.00  5.47 287 1012.7  12.9  12.2  10.4 99.0 99.00
2002 03 07 16 172  5.9  7.1  1.30 10.00  5.58 286 1013.0  12.7  12.2  11.6 99.0 99.00
2002 03 07 17 187  6.9  8.4  1.35  9.09  5.64 291 1013.4  12.9  12.2  12.1 99.0 99.00
2002 03 07 18 244  6.6  8.1  1.39 10.00  5.38 284 1013.7  11.6  12.2  11.6 99.0 99.00
2002 03 07 19 248  7.5  8.6  1.39  8.33  5.28 280 1014.3  11.6  12.2  10.3 99.0 99.00
2002 03 07 20 265  7.2  8.4  1.44  9.09  5.14 283 1014.7  11.9  12.2   9.8 99.0 99.00
2002 03 07 21 305 12.6 15.3  1.61  9.09  5.22 281 1014.3  10.3  12.2   9.4 99.0 99.00
2002 03 07 22 303 11.8 13.6  1.94  4.76  5.00 294 1014.3  10.9  12.2   6.3 99.0 99.00
2002 03 07 23 308 12.1 14.8  2.25  5.88  5.32 297 1014.8  10.6  12.1   5.3 99.0 99.00
2002 03 08 00 302 11.3 13.7  2.51  7.14  5.54 286 1014.9  10.6  12.1   2.8 99.0 99.00
2002 03 08 01 301 12.3 15.3  2.61 10.00  5.83 295 1015.4  10.7  12.1   3.0 99.0 99.00
2002 03 08 02 304 12.3 14.5  3.29  9.09  6.39 310 1015.7  10.5  12.0   3.0 99.0 99.00
2002 03 08 03 309 12.8 15.1  3.56 10.00  6.64 308 1016.4  10.3  11.9   4.0 99.0 99.00
2002 03 08 04 305 12.3 15.2  3.74 10.00  6.91 313 1017.1  10.4  11.9   3.8 99.0 99.00
2002 03 08 05 312 12.3 15.1  3.67  9.09  6.91 309 1017.5  10.2  11.9   2.6 99.0 99.00
2002 03 08 06 312 12.8 15.9  3.81  9.09  6.78 311 1018.8  10.0  11.8   2.6 99.0 99.00
2002 03 08 07 311 12.3 15.1  3.57  9.09  6.82 313 1019.5  10.1  11.8   1.5 99.0 99.00
2002 03 08 08 313 12.1 14.6  3.55  9.09  6.56 306 1020.0   9.9  11.8   3.0 99.0 99.00
2002 03 08 09 313 12.2 15.7  3.78  7.69  6.76 326 1020.4   9.7  11.8   2.8 99.0 99.00
2002 03 08 10 314 12.7 14.9  3.67  9.09  6.92 313 1020.9   9.7  11.8   1.8 99.0 99.00
2002 03 08 11 325 11.6 14.2  3.82 10.00  6.95 303 1020.7   9.4  11.8   2.3 99.0 99.00
2002 03 08 12 320 10.3 12.2  3.39  9.09  6.72 315 1020.8   9.4  11.8   1.8 99.0 99.00
2002 03 08 13 322 10.3 12.9  3.41 10.00  6.80 302 1021.0   9.5  11.8   2.3 99.0 99.00
2002 03 08 14 333  9.3 11.4  3.09  9.09  6.52 312 1021.1   8.8  11.8   0.3 99.0 99.00
2002 03 08 15   3  7.1  8.9  2.82 10.00  6.74 300 1022.3   8.4  11.7  -0.1 99.0 99.00
2002 03 08 16  18  4.2  5.8  2.74  9.09  6.90 307 1023.3   8.3  11.7  -0.9 99.0 99.00
2002 03 08 17  19  2.6  3.6  2.54 10.00  6.86 284 1024.1   8.7  11.8   0.9 99.0 99.00
2002 03 08 18 332  3.2  4.1  2.64  9.09  7.04 306 1024.6   8.7  11.8  -0.8 99.0 99.00
2002 03 08 19 322  5.7  7.5  2.41  8.33  6.80 304 1024.9   9.0  11.8   0.1 99.0 99.00
2002 03 08 20 322  5.2  6.4  2.16  9.09  6.35 310 1024.4   9.3  11.8   0.5 99.0 99.00
2002 03 08 21 300  5.9  7.1  2.07  9.09  6.55 303 1024.1   9.8  11.8  -1.5 99.0 99.00
2002 03 08 22 294  5.9  6.9  1.86  8.33  6.29 311 1023.5   9.9  11.9   2.2 99.0 99.00
2002 03 08 23 286  5.1  6.5  2.07  8.33  6.52 323 1023.1  10.2  11.9  -0.9 99.0 99.00
2002 03 09 00 295  5.9  7.2  1.88 10.00  6.55 299 1022.7  10.2  11.9   0.3 99.0 99.00
2002 03 09 01 295  5.8  7.2  1.83 10.00  6.39 304 1022.6  10.3  11.9  -1.0 99.0 99.00
2002 03 09 02 313  5.8  6.8  1.79 10.00  6.63 307 1022.6  10.4  11.9   1.5 99.0 99.00
2002 03 09 03 313  7.9  9.4  1.68  9.09  6.33 309 1022.6  10.6  11.9   1.0 99.0 99.00
2002 03 09 04 321  7.3  8.8  1.83 10.00  6.18 308 1022.6  10.5  11.8   1.8 99.0 99.00
2002 03 09 05 329  6.8  7.8  1.76 10.00  6.08 307 1022.5  10.4  11.8   3.8 99.0 99.00
2002 03 09 06 330  6.5  7.6  1.62 10.00  5.83 308 1022.4  10.6  11.8   4.3 99.0 99.00
2002 03 09 07 331  5.6  6.6  1.68 10.00  6.32 312 1022.7  10.6  11.8   4.4 99.0 99.00
2002 03 09 08 357  3.9  4.9  1.65  9.09  6.51 295 1022.6  10.7  11.8   5.2 99.0 99.00
2002 03 09 09  52  5.1  6.5  1.73  9.09  6.88 311 1022.0  10.6  11.8   5.1 99.0 99.00
2002 03 09 10  75  5.6  6.7  1.60  9.09  6.80 307 1021.9  10.2  11.8   5.6 99.0 99.00
2002 03 09 11  83  5.6  6.8  1.71  9.09  6.60 309 1021.2  10.4  11.8   5.9 99.0 99.00
2002 03 09 12 163  2.6  3.8  1.57  9.09  6.28 295 1021.2  11.3  11.8   6.2 99.0 99.00
2002 03 09 13 204  2.3  3.2  1.53 10.00  6.65 316 1021.8  10.9  11.7   6.1 99.0 99.00
2002 03 09 14 117  1.8  2.6  1.53  9.09  6.89 309 1021.4  10.8  11.7   5.7 99.0 99.00
2002 03 09 15 244  2.9  3.8  1.39  9.09  6.43 314 1022.4  10.9  11.7   6.2 99.0 99.00
2002 03 09 16 246  3.1  3.8  1.55  9.09  6.83 313 1022.9  11.0  11.7   5.7 99.0 99.00
2002 03 09 17 213  2.9  4.3  1.57  9.09  6.82 321 1023.5  11.0  11.8   5.2 99.0 99.00
2002 03 09 18 220  3.3  4.3  1.39 10.00  6.70 316 1023.7  11.0  11.8   5.1 99.0 99.00
2002 03 09 19 204  3.9  5.1  1.32  8.33  6.61 318 1024.0  10.9  11.8   5.4 99.0 99.00
2002 03 09 20 235  5.4  6.3  1.26  9.09  6.81 314 1024.3  10.9  11.9   5.8 99.0 99.00
2002 03 09 21 212  3.7  4.6  1.16  8.33  6.43 315 1023.9  11.1  11.9   5.4 99.0 99.00
2002 03 09 22 213  3.3  4.0  1.19  9.09  6.71 323 1023.6  11.3  11.9   5.4 99.0 99.00
2002 03 09 23 158  3.5  4.5  0.95 11.11  6.09 284 1023.5  11.3  12.0   5.4 99.0 99.00
2002 03 10 00 148  3.9  4.8  0.95 10.00  6.28 296 1022.9  11.4  12.0   6.2 99.0 99.00
2002 03 10 01 158  4.0  4.8  0.91 10.00  6.46 288 1022.7  11.5  12.0   6.2 99.0 99.00
