YYYY MM DD hh  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2004 01 07 02 163  6.5  8.3  0.70 14.29  4.55 276 1015.7  12.8  12.6 999.0 99.0 99.00
2004 01 07 03 151  6.8  8.3  0.84 14.29  4.49 233 1015.3  12.8  12.6 999.0 99.0 99.00
2004 01 07 04 147  7.5  8.7  0.91 14.29  4.48 280 1015.4  12.8  12.6 999.0 99.0 99.00
2004 01 07 05 122  8.1  9.4  0.89  4.17  4.31 171 1014.9  11.8  12.6 999.0 99.0 99.00
2004 01 07 06 164  4.5  5.2  0.84 14.29  4.80 249 1015.7  12.5  12.6 999.0 99.0 99.00
2004 01 07 07 159  5.8  7.3  0.81 14.29  4.86 214 1016.4  12.6  12.6 999.0 99.0 99.00
2004 01 07 08 133  9.9 11.9  0.92 14.29  5.44 238 1013.9  12.3  12.6 999.0 99.0 99.00
2004 01 07 09 129 10.6 13.4  0.98 14.29  4.22 242 1012.7  12.5  12.6 999.0 99.0 99.00
2004 01 07 10 146  9.4 11.7  1.23  4.35  4.35 177 1013.5  12.8  12.6 999.0 99.0 99.00
2004 01 07 11 144  7.7  9.3  1.26  4.55  4.38 167 1014.8  12.8  12.6 999.0 99.0 99.00
2004 01 07 12 159  7.9 10.1  1.31  4.76  4.63 161 1014.8  12.8  12.6 999.0 99.0 99.00
2004 01 07 13 152  9.4 11.5  1.57  5.00  4.79 160 1014.4  12.8  12.5 999.0 99.0 99.00
2004 01 07 14 149  9.5 11.5  1.65  5.26  4.84 158 1014.7  12.6  12.5 999.0 99.0 99.00
2004 01 07 15 152 10.3 12.8  1.66  5.26  4.91 168 1014.6  12.6  12.5 999.0 99.0 99.00
2004 01 07 16 155 10.6 13.4  1.73  5.56  5.07 170 1015.0  12.8  12.5 999.0 99.0 99.00
2004 01 07 17 162 11.2 13.8  2.03  5.88  5.23 178 1015.6  12.2  12.5 999.0 99.0 99.00
2004 01 07 18 161  9.6 12.1  1.92  5.56  5.28 170 1016.3  12.8  12.5 999.0 99.0 99.00
2004 01 07 19 149  9.7 12.1  2.09 10.00  5.57 267 1016.7  12.6  12.5 999.0 99.0 99.00
2004 01 07 20 150 10.4 12.7  2.17  5.88  5.51 173 1016.1  12.0  12.5 999.0 99.0 99.00
2004 01 07 21 136  9.5 11.9  2.30  5.88  5.68 171 1015.6  12.8  12.5 999.0 99.0 99.00
2004 01 07 22 136 11.1 12.9  2.26  5.88  5.47 162 1015.3  14.0  12.5 999.0 99.0 99.00
2004 01 07 23 137 11.3 14.3  2.19  5.88  5.61 169 1015.2  13.7  12.5 999.0 99.0 99.00
2004 01 08 00 142 10.1 12.2  2.26  6.25  5.49 176 1016.3  13.5  12.5 999.0 99.0 99.00
