#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 03 18 15 00 290  6.7 99.0 99.00 99.00 99.00 999 1018.0  10.2  11.5 999.0 99.0 99.00
2007 03 18 16 00 290  4.6 99.0 99.00 99.00 99.00 999 1018.4  10.1  11.5 999.0 99.0 99.00
2007 03 18 17 00 300  4.1 99.0 99.00 99.00 99.00 999 1018.9  10.3  11.6 999.0 99.0 99.00
2007 03 18 18 00 300  3.6 99.0 99.00 99.00 99.00 999 1018.9  10.4  11.6 999.0 99.0 99.00
2007 03 18 19 00 310  2.1 99.0 99.00 99.00 99.00 999 1018.9  10.6  11.7 999.0 99.0 99.00
2007 03 18 20 00 300  1.5 99.0 99.00 99.00 99.00 999 1018.5  11.0  11.9 999.0 99.0 99.00
2007 03 18 21 00 280  3.1 99.0 99.00 99.00 99.00 999 1018.1  10.9  12.2 999.0 99.0 99.00
2007 03 18 22 00 280  5.7 99.0 99.00 99.00 99.00 999 1017.7  10.8  12.2 999.0 99.0 99.00
2007 03 18 23 00 280  6.7 99.0 99.00 99.00 99.00 999 1017.3  10.5  11.9 999.0 99.0 99.00
2007 03 19 00 00 280  7.7 99.0 99.00 99.00 99.00 999 1017.1  10.4  11.9 999.0 99.0 99.00
2007 03 19 01 00 280  9.3 99.0 99.00 99.00 99.00 999 1016.6  10.2  11.9 999.0 99.0 99.00
2007 03 19 02 00 300  9.8 99.0 99.00 99.00 99.00 999 1016.6  10.2  11.8 999.0 99.0 99.00
2007 03 19 03 00 300  8.8 99.0 99.00 99.00 99.00 999 1017.1  10.1  11.7 999.0 99.0 99.00
2007 03 19 04 00 300  8.8 99.0 99.00 99.00 99.00 999 1017.6  10.0  11.6 999.0 99.0 99.00
2007 03 19 05 00 310  4.6 99.0 99.00 99.00 99.00 999 1018.0  10.3  11.7 999.0 99.0 99.00
2007 03 19 06 00 320  3.6 99.0 99.00 99.00 99.00 999 1018.5  10.3  11.8 999.0 99.0 99.00
2007 03 19 07 00 300  2.1 99.0 99.00 99.00 99.00 999 1018.3   9.9  11.9 999.0 99.0 99.00
2007 03 19 08 00 280  3.1 99.0 99.00 99.00 99.00 999 1018.0  10.2  12.0 999.0 99.0 99.00
2007 03 19 09 00 360  2.1 99.0 99.00 99.00 99.00 999 1017.9  10.1  12.1 999.0 99.0 99.00
2007 03 19 10 00 320  1.5 99.0 99.00 99.00 99.00 999 1017.4   9.9  12.1 999.0 99.0 99.00
2007 03 19 11 00 290  1.0 99.0 99.00 99.00 99.00 999 1017.0   9.5  12.0 999.0 99.0 99.00
2007 03 19 12 00 270  1.5 99.0 99.00 99.00 99.00 999 1017.0   8.9  11.9 999.0 99.0 99.00
2007 03 19 13 00 290  4.1 99.0 99.00 99.00 99.00 999 1017.3   8.6  11.8 999.0 99.0 99.00
2007 03 19 14 00 310  3.1 99.0 99.00 99.00 99.00 999 1017.6   8.7  11.8 999.0 99.0 99.00
2007 03 19 15 00 290  0.5 99.0 99.00 99.00 99.00 999 1017.7   7.9  11.7 999.0 99.0 99.00
2007 03 19 16 00   0  0.0 99.0 99.00 99.00 99.00 999 1017.6   8.2  11.7 999.0 99.0 99.00
2007 03 19 17 00 330  0.5 99.0 99.00 99.00 99.00 999 1018.0   9.1  11.7 999.0 99.0 99.00
2007 03 19 18 00   0  0.0 99.0 99.00 99.00 99.00 999 1018.0   9.5  11.7 999.0 99.0 99.00
2007 03 19 19 00 260  3.1 99.0 99.00 99.00 99.00 999 1018.2   9.2  11.9 999.0 99.0 99.00
2007 03 19 20 00 270  4.1 99.0 99.00 99.00 99.00 999 1018.2   8.5  12.0 999.0 99.0 99.00
2007 03 19 21 00 240  4.1 99.0 99.00 99.00 99.00 999 1018.0   9.4  12.0 999.0 99.0 99.00
2007 03 19 22 00 260  5.7 99.0 99.00 99.00 99.00 999 1017.6   9.3  12.3 999.0 99.0 99.00
2007 03 19 23 00 260  7.2 99.0 99.00 99.00 99.00 999 1017.6   9.7  12.2 999.0 99.0 99.00
2007 03 20 00 00 260  5.7 99.0 99.00 99.00 99.00 999 1017.5   9.5  12.1 999.0 99.0 99.00
2007 03 20 01 00 260  5.1 99.0 99.00 99.00 99.00 999 1017.4   9.6  12.0 999.0 99.0 99.00
2007 03 20 02 00 280  3.6 99.0 99.00 99.00 99.00 999 1017.2   9.5  11.9 999.0 99.0 99.00
2007 03 20 03 00 220  3.1 99.0 99.00 99.00 99.00 999 1017.2   9.5  11.8 999.0 99.0 99.00
2007 03 20 04 00 230  3.1 99.0 99.00 99.00 99.00 999 1017.2   9.9  11.7 999.0 99.0 99.00
2007 03 20 05 00   0  0.0 99.0 99.00 99.00 99.00 999 1017.3  10.1  11.7 999.0 99.0 99.00
2007 03 20 06 00 240  1.5 99.0 99.00 99.00 99.00 999 1017.8  10.1  11.7 999.0 99.0 99.00
2007 03 20 07 00 250  2.1 99.0 99.00 99.00 99.00 999 1017.9   9.9  11.7 999.0 99.0 99.00
2007 03 20 08 00 270  1.0 99.0 99.00 99.00 99.00 999 1017.7  10.0  11.7 999.0 99.0 99.00
2007 03 20 09 00   0  0.0 99.0 99.00 99.00 99.00 999 1017.6  10.1  11.7 999.0 99.0 99.00
2007 03 20 10 00 160  2.1 99.0 99.00 99.00 99.00 999 1017.5  10.5  11.8 999.0 99.0 99.00
2007 03 20 11 00 150  2.1 99.0 99.00 99.00 99.00 999 1017.1  10.3  11.8 999.0 99.0 99.00
2007 03 20 12 00 140  1.5 99.0 99.00 99.00 99.00 999 1017.4  10.3  11.9 999.0 99.0 99.00
2007 03 20 13 00 160  1.5 99.0 99.00 99.00 99.00 999 1017.6  10.3  11.9 999.0 99.0 99.00
2007 03 20 14 00 110  2.1 99.0 99.00 99.00 99.00 999 1017.5  10.3  11.6 999.0 99.0 99.00
2007 03 20 15 00  80  2.6 99.0 99.00 99.00 99.00 999 1017.5  10.5  11.6 999.0 99.0 99.00
2007 03 20 16 00  50  0.5 99.0 99.00 99.00 99.00 999 1017.4  10.5  11.6 999.0 99.0 99.00
2007 03 20 17 00   0  0.0 99.0 99.00 99.00 99.00 999 1017.8  10.4  11.6 999.0 99.0 99.00
2007 03 20 18 00 200  2.1 99.0 99.00 99.00 99.00 999 1018.0  10.6  11.7 999.0 99.0 99.00
2007 03 20 19 00 300  5.1 99.0 99.00 99.00 99.00 999 1018.7  10.0  11.7 999.0 99.0 99.00
2007 03 20 20 00 290  7.7 99.0 99.00 99.00 99.00 999 1018.2   9.5  11.8 999.0 99.0 99.00
2007 03 21 00 00 290  7.7 99.0 99.00 99.00 99.00 999 1016.9  10.1  11.6 999.0 99.0 99.00
2007 03 21 01 00 290  8.8 99.0 99.00 99.00 99.00 999 1016.8  10.1  11.4 999.0 99.0 99.00
2007 03 21 02 00 290  7.7 99.0 99.00 99.00 99.00 999 1017.0   9.9  11.2 999.0 99.0 99.00
2007 03 21 03 00 300  8.8 99.0 99.00 99.00 99.00 999 1017.3   9.8  11.1 999.0 99.0 99.00
2007 03 21 04 00 290  8.8 99.0 99.00 99.00 99.00 999 1017.5   9.8  11.1 999.0 99.0 99.00
2007 03 21 05 00 300  8.2 99.0 99.00 99.00 99.00 999 1017.6   9.5  11.0 999.0 99.0 99.00
2007 03 21 06 00 300 10.3 99.0 99.00 99.00 99.00 999 1017.5   9.6  10.9 999.0 99.0 99.00
2007 03 21 07 00 300  8.8 99.0 99.00 99.00 99.00 999 1017.4   9.4  10.9 999.0 99.0 99.00
2007 03 21 08 00 290 10.3 99.0 99.00 99.00 99.00 999 1017.3   9.4  10.8 999.0 99.0 99.00
2007 03 21 09 00 290  9.3 99.0 99.00 99.00 99.00 999 1017.1   9.2  10.8 999.0 99.0 99.00
2007 03 21 10 00 300 10.3 99.0 99.00 99.00 99.00 999 1016.3   9.0  10.8 999.0 99.0 99.00
2007 03 21 11 00 300  9.3 99.0 99.00 99.00 99.00 999 1015.8   8.9  10.8 999.0 99.0 99.00
2007 03 21 12 00 300  8.2 99.0 99.00 99.00 99.00 999 1015.4   8.7  10.8 999.0 99.0 99.00
2007 03 21 13 00 320  4.6 99.0 99.00 99.00 99.00 999 1015.4   8.6  11.1 999.0 99.0 99.00
2007 03 21 14 00  60  2.1 99.0 99.00 99.00 99.00 999 1015.3   8.8  11.1 999.0 99.0 99.00
2007 03 21 15 00  20  1.5 99.0 99.00 99.00 99.00 999 1016.5   9.1  11.1 999.0 99.0 99.00
2007 03 21 16 00 340  1.5 99.0 99.00 99.00 99.00 999 1016.9   9.2  11.1 999.0 99.0 99.00
2007 03 21 17 00 290  1.5 99.0 99.00 99.00 99.00 999 1017.3   9.4  11.1 999.0 99.0 99.00
2007 03 21 18 00 300  4.1 99.0 99.00 99.00 99.00 999 1017.6   9.7  11.3 999.0 99.0 99.00
2007 03 21 19 00 310  3.6 99.0 99.00 99.00 99.00 999 1017.8   9.9  11.4 999.0 99.0 99.00
2007 03 21 20 00 290  4.6 99.0 99.00 99.00 99.00 999 1017.6   9.9  11.5 999.0 99.0 99.00
2007 03 21 21 00 290  6.7 99.0 99.00 99.00 99.00 999 1016.6  10.1  11.5 999.0 99.0 99.00
2007 03 21 22 00 290  7.7 99.0 99.00 99.00 99.00 999 1016.0  10.1  11.6 999.0 99.0 99.00
2007 03 22 00 00 290  8.2 99.0 99.00 99.00 99.00 999 1015.2  10.1  11.3 999.0 99.0 99.00
2007 03 22 01 00 290  9.3 99.0 99.00 99.00 99.00 999 1014.8  10.3  11.2 999.0 99.0 99.00
2007 03 22 02 00 300  8.2 99.0 99.00 99.00 99.00 999 1014.9  10.5  11.2 999.0 99.0 99.00
2007 03 22 03 00 310  7.7 99.0 99.00 99.00 99.00 999 1015.6   9.9  11.2 999.0 99.0 99.00
2007 03 22 04 00 320  5.7 99.0 99.00 99.00 99.00 999 1016.3  10.1  11.2 999.0 99.0 99.00
2007 03 22 05 00 310  4.6 99.0 99.00 99.00 99.00 999 1016.2   9.6  11.4 999.0 99.0 99.00
2007 03 22 06 00 320  1.0 99.0 99.00 99.00 99.00 999 1016.3   9.8  11.3 999.0 99.0 99.00
2007 03 22 07 00 340  2.6 99.0 99.00 99.00 99.00 999 1016.4   9.8  11.2 999.0 99.0 99.00
2007 03 22 08 00 360  2.1 99.0 99.00 99.00 99.00 999 1015.9   9.9  11.3 999.0 99.0 99.00
2007 03 22 09 00 350  1.5 99.0 99.00 99.00 99.00 999 1015.7   9.6  11.2 999.0 99.0 99.00
2007 03 22 10 00 300  2.6 99.0 99.00 99.00 99.00 999 1015.3   9.1  11.2 999.0 99.0 99.00
2007 03 22 11 00 350  1.0 99.0 99.00 99.00 99.00 999 1014.5   9.0  11.2 999.0 99.0 99.00
2007 03 22 12 00 340  1.0 99.0 99.00 99.00 99.00 999 1014.8   9.0  11.2 999.0 99.0 99.00
2007 03 22 13 00  60  3.1 99.0 99.00 99.00 99.00 999 1014.7   8.9  11.2 999.0 99.0 99.00
2007 03 22 14 00  90  1.5 99.0 99.00 99.00 99.00 999 1014.9   7.8  11.3 999.0 99.0 99.00
2007 03 22 15 00  40  4.1 99.0 99.00 99.00 99.00 999 1015.0   8.3  11.2 999.0 99.0 99.00
2007 03 22 16 00  70  6.2 99.0 99.00 99.00 99.00 999 1015.5   8.0  11.1 999.0 99.0 99.00
2007 03 22 17 00  80  5.1 99.0 99.00 99.00 99.00 999 1015.8   9.2  11.1 999.0 99.0 99.00
2007 03 22 19 00 300  3.6 99.0 99.00 99.00 99.00 999 1016.0  10.5  11.5 999.0 99.0 99.00
2007 03 22 20 00 300  4.1 99.0 99.00 99.00 99.00 999 1015.2  10.3  11.8 999.0 99.0 99.00
2007 03 22 21 00 300  3.6 99.0 99.00 99.00 99.00 999 1014.6  10.5  11.9 999.0 99.0 99.00
2007 03 22 22 00 290  5.1 99.0 99.00 99.00 99.00 999 1014.2  10.5  12.0 999.0 99.0 99.00
2007 03 22 23 00 290  6.7 99.0 99.00 99.00 99.00 999 1013.7  10.4  11.8 999.0 99.0 99.00
2007 03 23 00 00 290  7.2 99.0 99.00 99.00 99.00 999 1013.2  10.4  11.6 999.0 99.0 99.00
2007 03 23 03 00 290 10.3 99.0 99.00 99.00 99.00 999 1013.4   9.7  11.3 999.0 99.0 99.00
2007 03 23 04 00 310  8.8 99.0 99.00 99.00 99.00 999 1013.7   9.9  11.3 999.0 99.0 99.00
2007 03 23 05 00 310  8.2 99.0 99.00 99.00 99.00 999 1014.4   9.6  11.2 999.0 99.0 99.00
2007 03 23 06 00 310  5.7 99.0 99.00 99.00 99.00 999 1014.3   9.7  11.2 999.0 99.0 99.00
2007 03 23 07 00 360  3.1 99.0 99.00 99.00 99.00 999 1013.9  10.0  11.1 999.0 99.0 99.00
2007 03 23 08 00 330  1.5 99.0 99.00 99.00 99.00 999 1013.7  10.1  11.1 999.0 99.0 99.00
2007 03 23 09 00 310  4.6 99.0 99.00 99.00 99.00 999 1014.0   9.4  11.0 999.0 99.0 99.00
2007 03 23 10 00 300  6.7 99.0 99.00 99.00 99.00 999 1014.0   8.9  11.0 999.0 99.0 99.00
2007 03 23 11 00 310  5.1 99.0 99.00 99.00 99.00 999 1013.8   8.8  11.0 999.0 99.0 99.00
2007 03 23 12 00 310  5.7 99.0 99.00 99.00 99.00 999 1014.1   8.6  11.1 999.0 99.0 99.00
2007 03 23 13 00 310  5.1 99.0 99.00 99.00 99.00 999 1014.9   8.6  11.2 999.0 99.0 99.00
2007 03 23 14 00 310  4.6 99.0 99.00 99.00 99.00 999 1015.6   8.4  11.2 999.0 99.0 99.00
2007 03 23 15 00 340  3.1 99.0 99.00 99.00 99.00 999 1016.0   8.3  11.3 999.0 99.0 99.00
2007 03 23 16 00  20  2.1 99.0 99.00 99.00 99.00 999 1016.0   8.9  11.2 999.0 99.0 99.00
2007 03 23 17 00  50  1.5 99.0 99.00 99.00 99.00 999 1015.8   8.1  11.2 999.0 99.0 99.00
2007 03 23 18 00 300  1.0 99.0 99.00 99.00 99.00 999 1015.9   8.0  11.4 999.0 99.0 99.00
2007 03 23 19 00 280  5.1 99.0 99.00 99.00 99.00 999 1016.2   8.2  11.5 999.0 99.0 99.00
2007 03 23 20 00 290  6.7 99.0 99.00 99.00 99.00 999 1015.6   8.4  11.5 999.0 99.0 99.00
2007 03 23 21 00 280  5.7 99.0 99.00 99.00 99.00 999 1016.0   9.5  11.4 999.0 99.0 99.00
2007 03 23 22 00 280  6.7 99.0 99.00 99.00 99.00 999 1014.5   9.9  11.5 999.0 99.0 99.00
2007 03 23 23 00 280  7.2 99.0 99.00 99.00 99.00 999 1014.2   9.9  11.4 999.0 99.0 99.00
2007 03 24 00 00 290  8.2 99.0 99.00 99.00 99.00 999 1013.8   9.8  11.3 999.0 99.0 99.00
2007 03 24 01 00 280  7.2 99.0 99.00 99.00 99.00 999 1013.5   9.8  11.3 999.0 99.0 99.00
2007 03 24 02 00 290  9.3 99.0 99.00 99.00 99.00 999 1014.0   9.6  11.2 999.0 99.0 99.00
2007 03 24 03 00 310  6.2 99.0 99.00 99.00 99.00 999 1013.7   9.7  11.1 999.0 99.0 99.00
2007 03 24 04 00 300  4.1 99.0 99.00 99.00 99.00 999 1014.2   9.9  11.1 999.0 99.0 99.00
2007 03 24 05 00 300  6.7 99.0 99.00 99.00 99.00 999 1014.8   9.7  11.1 999.0 99.0 99.00
2007 03 24 06 00 290  5.7 99.0 99.00 99.00 99.00 999 1015.1   9.7  11.1 999.0 99.0 99.00
2007 03 24 07 00 280  4.6 99.0 99.00 99.00 99.00 999 1015.1   9.6  11.1 999.0 99.0 99.00
2007 03 24 08 00 290  3.1 99.0 99.00 99.00 99.00 999 1015.2   9.6  11.1 999.0 99.0 99.00
2007 03 24 09 00 270  1.5 99.0 99.00 99.00 99.00 999 1015.2   9.6  11.1 999.0 99.0 99.00
2007 03 24 10 00 290  3.6 99.0 99.00 99.00 99.00 999 1015.3   9.5  11.1 999.0 99.0 99.00
2007 03 24 11 00 310  2.6 99.0 99.00 99.00 99.00 999 1015.5   9.4  11.1 999.0 99.0 99.00
2007 03 24 12 00 320  1.0 99.0 99.00 99.00 99.00 999 1016.0   9.4  11.2 999.0 99.0 99.00
2007 03 24 13 00   0  0.0 99.0 99.00 99.00 99.00 999 1016.3   9.1  11.2 999.0 99.0 99.00
2007 03 24 14 00 210  3.1 99.0 99.00 99.00 99.00 999 1017.4   9.2  11.3 999.0 99.0 99.00
2007 03 24 15 00 210  3.6 99.0 99.00 99.00 99.00 999 1018.1   8.9  11.4 999.0 99.0 99.00
2007 03 24 16 00 210  3.1 99.0 99.00 99.00 99.00 999 1018.5   9.0  11.4 999.0 99.0 99.00
2007 03 24 17 00 190  3.1 99.0 99.00 99.00 99.00 999 1019.1   9.4  11.5 999.0 99.0 99.00
2007 03 24 18 00 200  3.6 99.0 99.00 99.00 99.00 999 1019.6   9.6  11.6 999.0 99.0 99.00
2007 03 24 19 00 240  4.1 99.0 99.00 99.00 99.00 999 1020.3   9.9  11.6 999.0 99.0 99.00
2007 03 24 20 00 220  4.1 99.0 99.00 99.00 99.00 999 1020.0  10.2  11.6 999.0 99.0 99.00
2007 03 24 21 00 260  3.1 99.0 99.00 99.00 99.00 999 1020.5   9.5  11.6 999.0 99.0 99.00
2007 03 24 22 00 210  5.1 99.0 99.00 99.00 99.00 999 1020.6  10.2  11.6 999.0 99.0 99.00
2007 03 24 23 00 250  4.1 99.0 99.00 99.00 99.00 999 1020.6  10.2  11.5 999.0 99.0 99.00
2007 03 25 00 00 220  2.6 99.0 99.00 99.00 99.00 999 1019.9  10.1  11.4 999.0 99.0 99.00
2007 03 25 01 00 260  2.6 99.0 99.00 99.00 99.00 999 1019.6  10.2  11.4 999.0 99.0 99.00
2007 03 25 02 00 270  2.6 99.0 99.00 99.00 99.00 999 1020.1  10.3  11.3 999.0 99.0 99.00
2007 03 25 03 00 270  2.6 99.0 99.00 99.00 99.00 999 1020.2   9.9  11.2 999.0 99.0 99.00
2007 03 25 04 00 260  2.6 99.0 99.00 99.00 99.00 999 1020.6   9.8  11.2 999.0 99.0 99.00
2007 03 25 05 00 280  4.6 99.0 99.00 99.00 99.00 999 1021.3  10.0  11.2 999.0 99.0 99.00
2007 03 25 06 00 270  2.1 99.0 99.00 99.00 99.00 999 1021.2   9.6  11.2 999.0 99.0 99.00
2007 03 25 07 00 300  2.1 99.0 99.00 99.00 99.00 999 1021.4   9.8  11.2 999.0 99.0 99.00
2007 03 25 08 00 290  3.6 99.0 99.00 99.00 99.00 999 1021.6   9.6  11.2 999.0 99.0 99.00
2007 03 25 09 00 290  5.1 99.0 99.00 99.00 99.00 999 1021.3   9.5  11.2 999.0 99.0 99.00
2007 03 25 10 00 280  5.1 99.0 99.00 99.00 99.00 999 1021.2   9.3  11.3 999.0 99.0 99.00
2007 03 25 11 00 300  3.1 99.0 99.00 99.00 99.00 999 1021.0   9.2  11.3 999.0 99.0 99.00
2007 03 25 12 00 290  3.6 99.0 99.00 99.00 99.00 999 1020.9   9.3  11.4 999.0 99.0 99.00
2007 03 25 13 00 290  3.6 99.0 99.00 99.00 99.00 999 1021.7   9.6  11.4 999.0 99.0 99.00
2007 03 25 14 00 290  3.6 99.0 99.00 99.00 99.00 999 1022.0   9.5  11.4 999.0 99.0 99.00
2007 03 25 15 00 290  4.1 99.0 99.00 99.00 99.00 999 1022.2   9.6  11.4 999.0 99.0 99.00
2007 03 25 16 00 290  4.6 99.0 99.00 99.00 99.00 999 1022.4   9.6  11.4 999.0 99.0 99.00
2007 03 25 17 00 300  4.1 99.0 99.00 99.00 99.00 999 1022.9   9.6  11.4 999.0 99.0 99.00
2007 03 25 18 00 300  3.6 99.0 99.00 99.00 99.00 999 1023.3   9.5  11.5 999.0 99.0 99.00
2007 03 25 19 00 310  1.5 99.0 99.00 99.00 99.00 999 1023.1  10.4  11.6 999.0 99.0 99.00
2007 03 25 20 00 280  1.5 99.0 99.00 99.00 99.00 999 1022.6  10.4  11.9 999.0 99.0 99.00
2007 03 25 21 00 280  4.6 99.0 99.00 99.00 99.00 999 1021.9  10.4  11.8 999.0 99.0 99.00
2007 03 25 22 00 280  4.6 99.0 99.00 99.00 99.00 999 1021.3  10.0  11.6 999.0 99.0 99.00
2007 03 25 23 00 280  7.2 99.0 99.00 99.00 99.00 999 1020.5  10.0  11.6 999.0 99.0 99.00
2007 03 26 00 00 270  7.7 99.0 99.00 99.00 99.00 999 1020.2   9.9  11.5 999.0 99.0 99.00
2007 03 26 01 00 280  6.7 99.0 99.00 99.00 99.00 999 1019.8  10.1  11.4 999.0 99.0 99.00
2007 03 26 02 00 300  6.7 99.0 99.00 99.00 99.00 999 1019.8  10.0  11.5 999.0 99.0 99.00
2007 03 26 03 00 310  7.2 99.0 99.00 99.00 99.00 999 1020.0   9.8  11.4 999.0 99.0 99.00
2007 03 26 04 00 310  8.2 99.0 99.00 99.00 99.00 999 1020.4   9.4  11.3 999.0 99.0 99.00
2007 03 26 05 00 310  6.7 99.0 99.00 99.00 99.00 999 1021.1   9.7  11.3 999.0 99.0 99.00
2007 03 26 06 00 320  3.6 99.0 99.00 99.00 99.00 999 1021.5   9.9  11.3 999.0 99.0 99.00
2007 03 26 07 00 300  5.7 99.0 99.00 99.00 99.00 999 1021.4  10.0  11.3 999.0 99.0 99.00
2007 03 26 09 00 320  3.6 99.0 99.00 99.00 99.00 999 1021.0   9.8  11.3 999.0 99.0 99.00
2007 03 26 10 00  30  1.5 99.0 99.00 99.00 99.00 999 1020.3   9.5  11.3 999.0 99.0 99.00
2007 03 26 12 00  60  2.6 99.0 99.00 99.00 99.00 999 1019.6   9.6  11.4 999.0 99.0 99.00
2007 03 26 13 00  10  1.5 99.0 99.00 99.00 99.00 999 1019.8   9.6  11.4 999.0 99.0 99.00
2007 03 26 14 00 340  1.5 99.0 99.00 99.00 99.00 999 1019.9   9.4  11.4 999.0 99.0 99.00
2007 03 26 15 00   0  0.0 99.0 99.00 99.00 99.00 999 1019.9   9.4  11.4 999.0 99.0 99.00
2007 03 26 16 00 210  1.0 99.0 99.00 99.00 99.00 999 1020.5   9.4  11.4 999.0 99.0 99.00
2007 03 26 17 00 280  0.5 99.0 99.00 99.00 99.00 999 1021.4   9.6  11.6 999.0 99.0 99.00
2007 03 26 18 00   0  0.0 99.0 99.00 99.00 99.00 999 1020.0  10.0  11.6 999.0 99.0 99.00
2007 03 26 19 00 250  1.5 99.0 99.00 99.00 99.00 999 1019.6  10.2  11.5 999.0 99.0 99.00
2007 03 26 20 00 250  2.6 99.0 99.00 99.00 99.00 999 1019.2  10.2  11.7 999.0 99.0 99.00
2007 03 26 21 00 210  4.6 99.0 99.00 99.00 99.00 999 1018.9  10.0  12.0 999.0 99.0 99.00
2007 03 26 22 00 200  5.7 99.0 99.00 99.00 99.00 999 1018.1  10.3  11.9 999.0 99.0 99.00
2007 03 26 23 00 280  7.2 99.0 99.00 99.00 99.00 999 1017.9   9.4  11.6 999.0 99.0 99.00
2007 03 27 00 00 270  6.2 99.0 99.00 99.00 99.00 999 1017.9   9.5  11.6 999.0 99.0 99.00
2007 03 27 01 00 270  3.1 99.0 99.00 99.00 99.00 999 1018.2   9.4  11.5 999.0 99.0 99.00
2007 03 27 02 00 270  3.6 99.0 99.00 99.00 99.00 999 1018.8   9.5  11.4 999.0 99.0 99.00
2007 03 27 03 00 230  3.6 99.0 99.00 99.00 99.00 999 1018.9   9.6  11.4 999.0 99.0 99.00
2007 03 27 04 00 260  7.2 99.0 99.00 99.00 99.00 999 1018.8  10.0  11.4 999.0 99.0 99.00
2007 03 27 05 00 250  5.7 99.0 99.00 99.00 99.00 999 1019.3   9.6  11.4 999.0 99.0 99.00
2007 03 27 06 00 270  7.7 99.0 99.00 99.00 99.00 999 1018.8   9.9  11.4 999.0 99.0 99.00
2007 03 27 07 00 290  4.1 99.0 99.00 99.00 99.00 999 1018.8   9.4  11.4 999.0 99.0 99.00
2007 03 27 08 00 290  7.7 99.0 99.00 99.00 99.00 999 1019.0   8.7  11.4 999.0 99.0 99.00
2007 03 27 09 00 300  8.8 99.0 99.00 99.00 99.00 999 1019.0   8.7  11.3 999.0 99.0 99.00
2007 03 27 10 00 310  9.8 99.0 99.00 99.00 99.00 999 1019.1   8.9  11.3 999.0 99.0 99.00
2007 03 27 11 00 310  8.2 99.0 99.00 99.00 99.00 999 1019.3   8.5  11.3 999.0 99.0 99.00
2007 03 27 13 00 300 10.8 99.0 99.00 99.00 99.00 999 1019.7   8.3  11.2 999.0 99.0 99.00
2007 03 27 14 00 300 12.4 99.0 99.00 99.00 99.00 999 1020.2   8.1  11.2 999.0 99.0 99.00
2007 03 27 15 00 300 11.8 99.0 99.00 99.00 99.00 999 1020.8   8.1  11.1 999.0 99.0 99.00
2007 03 27 16 00 300 12.4 99.0 99.00 99.00 99.00 999 1021.5   8.1  11.1 999.0 99.0 99.00
2007 03 27 17 00 310 11.8 99.0 99.00 99.00 99.00 999 1022.6   8.4  11.1 999.0 99.0 99.00
2007 03 27 18 00 320 11.8 99.0 99.00 99.00 99.00 999 1023.3   8.9  11.0 999.0 99.0 99.00
2007 03 27 19 00 300 13.4 99.0 99.00 99.00 99.00 999 1023.8   8.7  11.0 999.0 99.0 99.00
2007 03 27 20 00 300 13.4 99.0 99.00 99.00 99.00 999 1024.5   8.4  11.0 999.0 99.0 99.00
2007 03 27 21 00 300 13.4 99.0 99.00 99.00 99.00 999 1023.6   8.8  11.1 999.0 99.0 99.00
2007 03 27 22 00 300 13.4 99.0 99.00 99.00 99.00 999 1023.0   8.8  11.1 999.0 99.0 99.00
2007 03 27 23 00 290 13.9 99.0 99.00 99.00 99.00 999 1022.3   8.8  11.2 999.0 99.0 99.00
2007 03 28 00 00 300 12.4 99.0 99.00 99.00 99.00 999 1022.4   8.8  11.0 999.0 99.0 99.00
2007 03 28 01 00 300 14.4 99.0 99.00 99.00 99.00 999 1022.0   8.7  10.9 999.0 99.0 99.00
2007 03 28 02 00 300 14.4 99.0 99.00 99.00 99.00 999 1022.2   8.6  10.8 999.0 99.0 99.00
2007 03 28 03 00 310 12.9 99.0 99.00 99.00 99.00 999 1022.9   8.6  10.7 999.0 99.0 99.00
2007 03 28 04 00 310 12.9 99.0 99.00 99.00 99.00 999 1023.5   8.6  10.7 999.0 99.0 99.00
2007 03 28 05 00 310 10.3 99.0 99.00 99.00 99.00 999 1023.8   8.5  10.7 999.0 99.0 99.00
2007 03 28 06 00 310  8.8 99.0 99.00 99.00 99.00 999 1024.0   8.6  10.7 999.0 99.0 99.00
2007 03 28 07 00 300  8.8 99.0 99.00 99.00 99.00 999 1024.3   8.5  10.7 999.0 99.0 99.00
2007 03 28 08 00 300  9.3 99.0 99.00 99.00 99.00 999 1024.4   8.4  10.7 999.0 99.0 99.00
2007 03 28 09 00 310  7.2 99.0 99.00 99.00 99.00 999 1024.2   8.2  10.7 999.0 99.0 99.00
2007 03 28 10 00 310  6.2 99.0 99.00 99.00 99.00 999 1024.3   8.0  10.6 999.0 99.0 99.00
2007 03 28 11 00 310  5.7 99.0 99.00 99.00 99.00 999 1023.7   8.0  10.6 999.0 99.0 99.00
2007 03 28 12 00 330  4.6 99.0 99.00 99.00 99.00 999 1024.1   7.9  10.6 999.0 99.0 99.00
2007 03 28 13 00 330  3.6 99.0 99.00 99.00 99.00 999 1024.4   8.2  10.6 999.0 99.0 99.00
2007 03 28 14 00 320  3.1 99.0 99.00 99.00 99.00 999 1025.0   8.1  10.5 999.0 99.0 99.00
2007 03 28 15 00 330  5.1 99.0 99.00 99.00 99.00 999 1025.4   8.4  10.6 999.0 99.0 99.00
