YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 08 14 09 00 170  4.6 99.0 99.00 99.00 99.00 999 9999.0  13.5  15.0 999.0 99.0 99.00
2006 08 14 10 00 170  4.1 99.0 99.00 99.00 99.00 999 9999.0  13.5  15.1 999.0 99.0 99.00
2006 08 14 11 00 180  4.1 99.0 99.00 99.00 99.00 999 9999.0  13.5  15.0 999.0 99.0 99.00
2006 08 14 12 00 190  2.6 99.0 99.00 99.00 99.00 999 9999.0  13.6  15.0 999.0 99.0 99.00
2006 08 14 13 00 160  3.6 99.0 99.00 99.00 99.00 999 9999.0  13.7  14.9 999.0 99.0 99.00
2006 08 14 14 00 160  4.1 99.0 99.00 99.00 99.00 999 9999.0  13.8  14.9 999.0 99.0 99.00
2006 08 14 15 00 130  5.1 99.0 99.00 99.00 99.00 999 9999.0  13.6  14.9 999.0 99.0 99.00
2006 08 14 16 00 130  3.1 99.0 99.00 99.00 99.00 999 9999.0  13.8  15.1 999.0 99.0 99.00
2006 08 14 17 00 140  2.6 99.0 99.00 99.00 99.00 999 9999.0  14.0  15.2 999.0 99.0 99.00
2006 08 14 18 00 160  2.1 99.0 99.00 99.00 99.00 999 9999.0  14.2  15.2 999.0 99.0 99.00
2006 08 14 19 00 180  2.6 99.0 99.00 99.00 99.00 999 9999.0  14.5  15.2 999.0 99.0 99.00
2006 08 14 20 00 220  2.1 99.0 99.00 99.00 99.00 999 9999.0  14.8  15.5 999.0 99.0 99.00
2006 08 14 21 00 230  3.1 99.0 99.00 99.00 99.00 999 9999.0  14.9  16.3 999.0 99.0 99.00
2006 08 14 22 00 220  4.1 99.0 99.00 99.00 99.00 999 9999.0  15.1  16.2 999.0 99.0 99.00
2006 08 14 23 00 210  5.1 99.0 99.00 99.00 99.00 999 9999.0  14.8  16.3 999.0 99.0 99.00
2006 08 15 00 00 210  4.6 99.0 99.00 99.00 99.00 999 9999.0  14.9  16.3 999.0 99.0 99.00
2006 08 15 01 00 220  4.1 99.0 99.00 99.00 99.00 999 9999.0  14.9  16.1 999.0 99.0 99.00
2006 08 15 02 00 230  3.1 99.0 99.00 99.00 99.00 999 9999.0  14.9  15.9 999.0 99.0 99.00
2006 08 15 04 00 250  2.6 99.0 99.00 99.00 99.00 999 9999.0  14.7  16.1 999.0 99.0 99.00
2006 08 15 05 00 270  2.6 99.0 99.00 99.00 99.00 999 9999.0  14.5  16.0 999.0 99.0 99.00
2006 08 15 06 00 280  2.1 99.0 99.00 99.00 99.00 999 9999.0  14.3  16.0 999.0 99.0 99.00
2006 08 15 07 00 300  1.5 99.0 99.00 99.00 99.00 999 9999.0  14.3  15.9 999.0 99.0 99.00
2006 08 15 08 00 300  2.6 99.0 99.00 99.00 99.00 999 9999.0  14.1  15.8 999.0 99.0 99.00
2006 08 15 09 00 310  2.6 99.0 99.00 99.00 99.00 999 9999.0  13.9  15.8 999.0 99.0 99.00
2006 08 15 10 00 300  3.6 99.0 99.00 99.00 99.00 999 9999.0  13.8  15.9 999.0 99.0 99.00
2006 08 15 11 00 310  4.1 99.0 99.00 99.00 99.00 999 9999.0  13.9  15.9 999.0 99.0 99.00
2006 08 15 12 00 300  3.1 99.0 99.00 99.00 99.00 999 9999.0  13.9  15.9 999.0 99.0 99.00
