#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2010 03 31 03 50 270  4.8  6.8  5.42 14.81 10.84 286 1014.5 999.0  13.1 999.0 99.0 99.00
2010 03 31 04 50 270  6.7  8.5  5.20 16.00 11.24 294 1014.4 999.0  13.1 999.0 99.0 99.00
2010 03 31 05 50 280  6.5  9.3  5.09 16.00 10.74 291 1014.2 999.0  13.0 999.0 99.0 99.00
2010 03 31 06 50 261  6.8  9.0  5.04 17.39 10.35 290 1014.0 999.0  13.0 999.0 99.0 99.00
2010 03 31 07 50 263 11.0 14.1  5.60 16.00 11.05 290 1013.7 999.0  13.0 999.0 99.0 99.00
2010 03 31 08 50 264  8.2 10.3  5.51 17.39 10.51 289 1013.2 999.0  13.0 999.0 99.0 99.00
2010 03 31 09 50 310  8.9 11.5  5.72 16.00 10.89 289 1012.9 999.0  12.9 999.0 99.0 99.00
2010 03 31 10 50 294  8.2 10.0  4.99 14.81 10.07 291 1012.4 999.0  12.9 999.0 99.0 99.00
2010 03 31 11 50 298  6.1  8.1  5.24 16.00 10.09 295 1012.5 999.0  12.8 999.0 99.0 99.00
2010 03 31 12 50 294  8.8 10.8  5.16 17.39  9.70 298 1012.5 999.0  12.6 999.0 99.0 99.00
2010 03 31 13 50 322  7.6  9.5  5.07 17.39  9.94 300 1012.6 999.0  12.6 999.0 99.0 99.00
2010 03 31 14 50 312  6.8  9.1  4.95 13.79  9.77 301 1013.1 999.0  12.5 999.0 99.0 99.00
2010 03 31 15 50 299  4.9  7.1  4.95 16.00  9.83 301 1013.6 999.0  12.6 999.0 99.0 99.00
2010 03 31 16 50 277  5.3  7.2  4.88 16.00 10.08 303 1014.1 999.0  12.6 999.0 99.0 99.00
2010 03 31 17 50 241  2.9  4.5  4.88 14.81 10.23 300 1014.5 999.0  12.6 999.0 99.0 99.00
2010 03 31 18 50 212  2.9  4.2  4.57 12.90 10.18 296 1014.2 999.0  12.7 999.0 99.0 99.00
2010 03 31 19 50 171  4.2  6.2  4.97 16.00 11.21 292 1013.4 999.0  12.8 999.0 99.0 99.00
2010 03 31 20 50 180  6.6  8.3  4.96 17.39 10.92 289 1012.3 999.0  12.9 999.0 99.0 99.00
2010 03 31 21 50 172  7.9  9.5  4.77 14.81 10.67 290 1011.3 999.0  12.8 999.0 99.0 99.00
2010 03 31 22 50 218  7.2  9.4  4.40 16.00  9.98 289 1011.0 999.0  12.7 999.0 99.0 99.00
2010 03 31 23 50 222  7.9  9.4  4.74 14.81  9.79 284 1010.3 999.0  12.7 999.0 99.0 99.00
2010 04 01 00 50 186  7.8  9.6  4.88 16.00 10.05 282 1009.6 999.0  12.8 999.0 99.0 99.00
2010 04 01 01 50 207 10.6 12.7  4.44 16.00  9.66 290 1009.3 999.0  12.8 999.0 99.0 99.00
2010 04 01 02 50 227  3.4  5.5  4.65 14.81  8.77 289 1009.8 999.0  12.6 999.0 99.0 99.00
2010 04 01 03 50  91  3.7  6.2  4.71 16.00  9.56 287 1010.4 999.0  12.5 999.0 99.0 99.00
2010 04 01 04 50  93  4.7  7.4  4.82 14.81 10.25 288 1011.0 999.0  12.5 999.0 99.0 99.00
2010 04 01 05 50  97  3.9  6.3  4.71 14.81 10.22 290 1011.6 999.0  12.5 999.0 99.0 99.00
2010 04 01 06 50 135  0.8  2.0  4.40 14.81 10.41 296 1011.9 999.0  12.4 999.0 99.0 99.00
2010 04 01 07 50  79  3.0  4.8  4.40 14.81 10.52 302 1012.3 999.0  12.4 999.0 99.0 99.00
2010 04 01 08 50  72  1.6  3.4  4.37 16.00 10.41 309 1012.7 999.0  12.4 999.0 99.0 99.00
2010 04 01 09 50  62  2.7  4.1  4.39 17.39 10.24 307 1013.0 999.0  12.3 999.0 99.0 99.00
2010 04 01 10 50 357  0.9  2.1  4.19 16.00 10.24 310 1013.5 999.0  12.3 999.0 99.0 99.00
2010 04 01 11 50  12  2.6  3.8  4.16 16.00 10.06 302 1014.5 999.0  12.3 999.0 99.0 99.00
2010 04 01 12 50 353  2.4  4.1  4.66 16.00 10.56 302 1014.7 999.0  12.3 999.0 99.0 99.00
2010 04 01 13 50 351  2.6  3.8  4.25 16.00 10.51 297 1016.1 999.0  12.4 999.0 99.0 99.00
2010 04 01 14 50 328  2.9  4.4  4.37 14.81 10.42 290 1016.9 999.0  12.4 999.0 99.0 99.00
2010 04 01 15 50 357  4.4  6.2  4.03 13.79 10.13 292 1017.6 999.0  12.5 999.0 99.0 99.00
2010 04 01 16 50 347  5.0  7.1  3.92 12.90  9.77 287 1018.5 999.0  12.6 999.0 99.0 99.00
2010 04 01 17 50 357  4.3  5.5  4.06 16.00  9.92 299 1019.1 999.0  12.7 999.0 99.0 99.00
2010 04 01 18 50   3  5.1  6.5  4.18 14.81  9.88 293 1019.8 999.0  12.8 999.0 99.0 99.00
2010 04 01 19 50 334  5.6  6.8  4.26 13.79 10.25 298 1020.0 999.0  12.9 999.0 99.0 99.00
2010 04 01 20 50 329  6.2  8.1  4.44 14.81  9.94 291 1020.0 999.0  12.9 999.0 99.0 99.00
2010 04 01 21 50 333  7.7  9.9  4.41 13.79  9.71 291 1019.8 999.0  12.8 999.0 99.0 99.00
2010 04 01 22 50 333  8.6 10.1  4.12 13.79  9.17 296 1019.7 999.0  12.8 999.0 99.0 99.00
2010 04 01 23 50 328  9.0 10.8  4.04 14.81  9.37 291 1019.6 999.0  12.7 999.0 99.0 99.00
2010 04 02 00 50 326  9.4 11.1  4.12 13.79  8.91 291 1019.8 999.0  12.7 999.0 99.0 99.00
2010 04 02 01 50 323  8.6 10.8  4.40 14.81  8.78 304 1019.7 999.0  12.6 999.0 99.0 99.00
2010 04 02 02 50 325  8.2 10.3  3.79 14.81  8.19 305 1019.9 999.0  12.6 999.0 99.0 99.00
2010 04 02 03 50 328  9.5 11.3  3.93 16.00  8.73 301 1020.5 999.0  12.6 999.0 99.0 99.00
2010 04 02 04 50 322  9.0 11.0 99.00 99.00 99.00 999 1020.8 999.0  12.6 999.0 99.0 99.00
2010 04 02 05 50 335  7.2  9.1  3.39 12.90  8.15 300 1021.0 999.0  12.6 999.0 99.0 99.00
2010 04 02 06 50 331  7.2  9.0  3.20 14.81  8.15 310 1020.8 999.0  12.6 999.0 99.0 99.00
2010 04 02 07 50 325  7.2  9.0  3.41 14.81  8.48 310 1021.0 999.0  12.6 999.0 99.0 99.00
2010 04 02 08 50 331  6.2  8.0  3.19 14.81  8.69 310 1021.1 999.0  12.6 999.0 99.0 99.00
2010 04 02 09 50 339  5.2  6.5  3.21 14.81  8.94 314 1020.7 999.0  12.6 999.0 99.0 99.00
2010 04 02 10 50 335  3.6  5.1  3.22 14.81  9.09 308 1020.4 999.0  12.5 999.0 99.0 99.00
2010 04 02 11 50 323  3.5  4.6  3.19 13.79  9.20 304 1020.4 999.0  12.5 999.0 99.0 99.00
2010 04 02 12 50 309  1.6  3.1  3.32 13.79  9.45 297 1020.4 999.0  12.4 999.0 99.0 99.00
2010 04 02 13 50 193  0.3  1.0  3.25 13.79  9.33 298 1020.3 999.0  12.4 999.0 99.0 99.00
2010 04 02 14 50 132  1.5  2.7  3.04 12.90  9.20 293 1020.9 999.0  12.3 999.0 99.0 99.00
2010 04 02 15 50 150  2.7  3.9  3.01 13.79  9.12 296 1020.8 999.0  12.4 999.0 99.0 99.00
2010 04 02 16 50 154  4.2  5.5  2.69 13.79  8.69 295 1020.5 999.0  12.4 999.0 99.0 99.00
2010 04 02 17 50 166  5.6  7.2  2.60 13.79  8.82 292 1020.2 999.0  12.5 999.0 99.0 99.00
2010 04 02 18 50 183  6.0  7.4  2.72 12.90  8.96 291 1020.5 999.0  12.5 999.0 99.0 99.00
2010 04 02 19 50 182  7.3  8.6  2.41 12.90  8.60 292 1019.9 999.0  12.5 999.0 99.0 99.00
2010 04 02 20 50 182  7.9  9.6  2.43 12.12  8.08 290 1019.2 999.0  12.5 999.0 99.0 99.00
2010 04 02 21 50 184  8.0  9.6  2.42 12.90  7.65 291 1018.4 999.0  12.5 999.0 99.0 99.00
2010 04 02 22 50 181  8.2 10.7  2.50 13.79  7.43 297 1017.9 999.0  12.4 999.0 99.0 99.00
2010 04 02 23 50 243  7.7  9.6  2.47 13.79  7.03 283 1017.9 999.0  12.4 999.0 99.0 99.00
2010 04 03 00 50 244  7.5  9.0  2.50 13.79  6.83 286 1017.4 999.0  12.4 999.0 99.0 99.00
2010 04 03 01 50 324  8.9 11.0  2.46 12.12  7.07 287 1018.0 999.0  12.4 999.0 99.0 99.00
2010 04 03 02 50 328  7.7  9.1 99.00 99.00 99.00 999 1018.2 999.0  12.4 999.0 99.0 99.00
2010 04 03 03 50 336  7.0  9.1  2.39 12.90  6.63 302 1018.6 999.0  12.4 999.0 99.0 99.00
2010 04 03 04 50 340  8.2  9.5  2.47 12.90  7.11 311 1019.4 999.0  12.4 999.0 99.0 99.00
2010 04 03 05 50 340  8.3 10.6  2.31 13.79  6.59 301 1019.7 999.0  12.4 999.0 99.0 99.00
2010 04 03 06 50 346  8.1  9.4  2.44 13.79  6.68 317 1019.7 999.0  12.5 999.0 99.0 99.00
2010 04 03 07 50 354  7.1  9.2  2.55 12.12  6.78 308 1019.8 999.0  12.5 999.0 99.0 99.00
2010 04 03 08 50 343  7.1  8.6  2.56 12.90  7.05 305 1019.8 999.0  12.4 999.0 99.0 99.00
2010 04 03 09 50 338  6.4  8.3  2.71 12.12  7.38 314 1019.1 999.0  12.3 999.0 99.0 99.00
2010 04 03 10 50 339  6.7  8.5  2.69 12.90  7.50 308 1018.8 999.0  12.3 999.0 99.0 99.00
2010 04 03 11 50 341  6.9  9.1  2.94 12.90  7.68 303 1018.4 999.0  12.3 999.0 99.0 99.00
2010 04 03 12 50 345  7.0  8.3  2.66 12.12  7.64 309 1018.0 999.0  12.2 999.0 99.0 99.00
2010 04 03 13 50 341  7.1  9.0  3.14 12.12  8.17 314 1018.2 999.0  12.2 999.0 99.0 99.00
2010 04 03 14 50 338  6.9  8.7  3.45 11.43  8.56 306 1018.6 999.0  12.2 999.0 99.0 99.00
2010 04 03 15 50 337  6.7  8.4  3.73 11.43  8.95 302 1018.7 999.0  12.2 999.0 99.0 99.00
2010 04 03 16 50 336  6.9  8.7  4.04 12.90  9.30 313 1018.3 999.0  12.2 999.0 99.0 99.00
2010 04 03 17 50 340  6.4  8.0  4.91 13.79 10.09 312 1018.6 999.0  12.3 999.0 99.0 99.00
2010 04 03 18 50 346  5.6  7.6  4.74 13.79 10.36 315 1018.7 999.0  12.3 999.0 99.0 99.00
2010 04 03 19 50 327  6.6  8.8  4.31 13.79  9.76 313 1018.7 999.0  12.3 999.0 99.0 99.00
2010 04 03 20 50 335  5.7  7.9  4.75 14.81 10.06 316 1018.5 999.0  12.3 999.0 99.0 99.00
2010 04 03 21 50 342  6.0  7.6  4.35 14.81 10.09 317 1018.0 999.0  12.4 999.0 99.0 99.00
2010 04 03 22 50 333  5.2  7.6  4.34 14.81 10.13 318 1017.6 999.0  12.4 999.0 99.0 99.00
2010 04 03 23 50 332  5.4  7.0  4.70 16.00 10.65 317 1016.9 999.0  12.4 999.0 99.0 99.00
2010 04 04 00 50 333  5.6  7.2  4.78 16.00 10.76 316 1016.0 999.0  12.4 999.0 99.0 99.00
2010 04 04 01 50 326  5.5  7.5  4.40 16.00 10.84 310 1015.6 999.0  12.4 999.0 99.0 99.00
2010 04 04 02 50 322  5.8  7.6  4.04 14.81 10.53 313 1015.4 999.0  12.3 999.0 99.0 99.00
2010 04 04 03 50 303  5.6  7.3  4.19 14.81 10.74 307 1015.4 999.0  12.2 999.0 99.0 99.00
2010 04 04 04 50 307  6.3  7.9  4.12 14.81 10.84 315 1015.5 999.0  12.1 999.0 99.0 99.00
2010 04 04 05 50 317  5.2  6.8  4.48 14.81 11.16 314 1015.5 999.0  12.1 999.0 99.0 99.00
2010 04 04 06 50 322  4.1  5.6  4.10 16.00 11.07 312 1015.0 999.0  12.0 999.0 99.0 99.00
2010 04 04 07 50 300  3.6  5.1  4.08 13.79 10.93 315 1014.9 999.0  12.1 999.0 99.0 99.00
2010 04 04 08 50 293  3.8  5.7  3.91 14.81 10.53 320 1014.3 999.0  12.1 999.0 99.0 99.00
2010 04 04 09 50 290  3.4  5.0  3.84 13.79 10.44 316 1013.7 999.0  12.0 999.0 99.0 99.00
2010 04 04 10 50 228  1.7  2.9  4.06 13.79 10.64 304 1013.1 999.0  12.0 999.0 99.0 99.00
2010 04 04 11 50 199  1.7  2.8  3.76 16.00 10.45 284 1013.0 999.0  12.1 999.0 99.0 99.00
2010 04 04 12 50 173  2.7  4.7  3.61 14.81 10.28 293 1012.6 999.0  12.1 999.0 99.0 99.00
2010 04 04 13 50 220  4.5  5.6  3.36 16.00 10.28 287 1012.3 999.0  12.1 999.0 99.0 99.00
2010 04 04 14 50 187  5.0  6.4  3.77 14.81  9.96 292 1012.1 999.0  12.1 999.0 99.0 99.00
2010 04 04 15 50 185  7.2  9.2  3.73 14.81  9.81 295 1012.1 999.0  12.1 999.0 99.0 99.00
2010 04 04 16 50 185  7.9  9.5  3.28 14.81  8.99 290 1011.8 999.0  12.1 999.0 99.0 99.00
2010 04 04 17 50 180  9.5 11.3  3.23 13.79  8.61 300 1011.5 999.0  12.1 999.0 99.0 99.00
2010 04 04 18 50 173 10.3 12.8  3.07 14.81  7.75 300 1011.3 999.0  12.1 999.0 99.0 99.00
2010 04 04 19 50 179 11.7 14.6  3.07 14.81  7.43 293 1010.6 999.0  12.1 999.0 99.0 99.00
2010 04 04 20 50 179 12.6 14.9  3.30 13.79  7.06 303 1009.8 999.0  12.1 999.0 99.0 99.00
2010 04 04 21 50 173 13.5 16.3  3.19 14.81  6.63 138 1008.8 999.0  12.1 999.0 99.0 99.00
2010 04 04 22 50 170 12.8 16.1  3.49 12.90  6.56 299 1008.4 999.0  12.1 999.0 99.0 99.00
2010 04 04 23 50 190 10.4 13.1  3.38 13.79  6.64 270 1008.0 999.0  12.1 999.0 99.0 99.00
2010 04 05 00 50 200  8.7 11.4  3.64 14.81  6.88 286 1007.9 999.0  12.1 999.0 99.0 99.00
2010 04 05 01 50 218  7.5  8.9  3.58 13.79  7.02 296 1007.7 999.0  12.0 999.0 99.0 99.00
2010 04 05 02 50 229  6.4  7.7  3.38 13.79  7.23 299 1007.4 999.0  12.0 999.0 99.0 99.00
2010 04 05 03 50 277  6.4  7.8  3.31 14.81  7.49 289 1007.6 999.0  12.0 999.0 99.0 99.00
2010 04 05 04 50 275  6.0  7.5  3.27 13.79  7.76 301 1008.4 999.0  12.1 999.0 99.0 99.00
2010 04 05 05 50 270  5.2  6.3  3.28 13.79  7.77 294 1008.6 999.0  12.1 999.0 99.0 99.00
2010 04 05 06 50 272  5.5  7.1 99.00 99.00 99.00 999 1008.6 999.0  12.1 999.0 99.0 99.00
2010 04 05 07 50 297 10.5 12.8  3.34 13.79  7.87 307 1009.1 999.0  12.1 999.0 99.0 99.00
2010 04 05 08 50 271  6.3  8.4  3.28 14.81  7.63 301 1009.7 999.0  12.0 999.0 99.0 99.00
2010 04 05 09 50 260  7.3  9.3  3.34 14.81  8.39 308 1009.3 999.0  12.0 999.0 99.0 99.00
2010 04 05 10 50 282  5.8  7.2  3.27 14.81  8.32 308 1009.6 999.0  12.0 999.0 99.0 99.00
2010 04 05 11 50 274  5.1  7.1  3.53 13.79  9.02 306 1009.8 999.0  12.0 999.0 99.0 99.00
2010 04 05 12 50 300  7.1  9.0  3.46 14.81  9.04 303 1010.4 999.0  12.0 999.0 99.0 99.00
2010 04 05 13 50 303  6.2  7.7  4.00 13.79  9.38 306 1011.5 999.0  12.0 999.0 99.0 99.00
2010 04 05 14 50 307  6.0  7.5  3.69 13.79  8.99 298 1013.1 999.0  11.9 999.0 99.0 99.00
2010 04 05 15 50 333  1.8  3.1  3.87 13.79  9.19 303 1014.4 999.0  12.0 999.0 99.0 99.00
2010 04 05 16 50 287  2.6  4.3  4.23 13.79 10.03 303 1015.6 999.0  12.0 999.0 99.0 99.00
2010 04 05 17 50 281  1.9  3.8  4.47 14.81 10.41 303 1016.8 999.0  12.1 999.0 99.0 99.00
2010 04 05 18 50 282  1.5  3.1  4.96 14.81 10.78 309 1017.8 999.0  12.3 999.0 99.0 99.00
2010 04 05 19 50 240  2.1  4.2  4.63 13.79 10.27 300 1018.2 999.0  12.5 999.0 99.0 99.00
2010 04 05 20 50 252  2.1  3.4  4.45 16.00 10.26 311 1018.8 999.0  12.7 999.0 99.0 99.00
2010 04 05 21 50 306  0.8  2.2  4.98 14.81 10.44 305 1019.5 999.0  12.8 999.0 99.0 99.00
2010 04 05 22 50 242  1.1  2.6  4.30 16.00 10.10 303 1020.0 999.0  13.0 999.0 99.0 99.00
2010 04 05 23 50 230  0.7  2.4  5.08 14.81 10.84 303 1020.2 999.0  12.8 999.0 99.0 99.00
2010 04 06 00 50 260  1.5  3.2  4.39 14.81  9.83 302 1020.5 999.0  12.9 999.0 99.0 99.00
2010 04 06 01 50 293  1.9  3.1  4.07 14.81  9.87 299 1021.0 999.0  13.1 999.0 99.0 99.00
2010 04 06 02 50 280  2.3  3.6  4.00 14.81  9.76 299 1021.3 999.0  13.0 999.0 99.0 99.00
2010 04 06 03 50 291  2.8  4.5  3.80 14.81  9.60 304 1021.9 999.0  12.8 999.0 99.0 99.00
2010 04 06 04 50 331  4.2  5.9  4.03 14.81  9.99 302 1022.8 999.0  12.6 999.0 99.0 99.00
2010 04 06 05 50 354  4.8  5.7  3.95 14.81  9.71 308 1023.4 999.0  12.5 999.0 99.0 99.00
2010 04 06 06 50 345  5.6  7.0  3.53 13.79  9.74 305 1023.7 999.0  12.4 999.0 99.0 99.00
2010 04 06 07 50 360  4.5  5.7  3.44 13.79  9.31 308 1023.9 999.0  12.3 999.0 99.0 99.00
2010 04 06 08 50 350  5.9  7.3  3.24 13.79  9.48 313 1024.4 999.0  12.2 999.0 99.0 99.00
2010 04 06 09 50 351  6.2  7.9  3.82 13.79 10.31 313 1024.6 999.0  12.2 999.0 99.0 99.00
2010 04 06 10 50 355  6.4  7.8  3.43 13.79  9.84 315 1024.9 999.0  12.2 999.0 99.0 99.00
2010 04 06 11 50   7  6.1  7.3  3.42 13.79  9.69 308 1025.2 999.0  12.0 999.0 99.0 99.00
2010 04 06 12 50  15  6.2  7.4  3.73 12.90  9.95 302 1025.5 999.0  12.0 999.0 99.0 99.00
2010 04 06 13 50   8  6.2  7.7  3.59 11.43  9.57 306 1026.0 999.0  11.9 999.0 99.0 99.00
2010 04 06 14 50   9  6.2  8.0  3.50 12.90  9.47 301 1026.9 999.0  11.9 999.0 99.0 99.00
2010 04 06 15 50 357  5.6  7.0  3.55 12.90  9.62 302 1027.5 999.0  12.0 999.0 99.0 99.00
2010 04 06 16 50 348  6.3  7.5  3.45 13.79  9.84 306 1027.6 999.0  12.0 999.0 99.0 99.00
2010 04 06 17 50 341  6.5  8.2  3.31 13.79  9.45 305 1027.9 999.0  12.1 999.0 99.0 99.00
2010 04 06 18 50 334  7.9  9.7  3.18 12.12  9.00 307 1027.8 999.0  12.1 999.0 99.0 99.00
2010 04 06 19 50 322  9.6 11.5  2.89 12.90  8.42 305 1027.5 999.0  12.1 999.0 99.0 99.00
2010 04 06 20 50 325 10.3 12.9  3.11 12.90  8.06 306 1027.3 999.0  12.1 999.0 99.0 99.00
2010 04 06 21 50 328 10.7 13.1  3.17 11.43  7.86 312 1026.7 999.0  12.1 999.0 99.0 99.00
2010 04 06 22 50 331 11.5 13.9  3.21 13.79  7.51 311 1025.9 999.0  12.1 999.0 99.0 99.00
2010 04 06 23 50 325 10.9 13.0  3.50 12.90  7.97 310 1025.3 999.0  12.1 999.0 99.0 99.00
2010 04 07 00 50 334 11.7 14.3  3.49 13.79  7.55 311 1024.7 999.0  12.1 999.0 99.0 99.00
2010 04 07 01 50 340 11.3 13.3  3.24 12.90  7.09 312 1024.3 999.0  12.0 999.0 99.0 99.00
2010 04 07 02 50 345 11.2 13.5  3.26 12.90  7.48 309 1024.3 999.0  12.0 999.0 99.0 99.00
2010 04 07 03 50 343 10.3 13.0  3.29 12.90  7.32 314 1024.6 999.0  12.0 999.0 99.0 99.00
2010 04 07 04 50 346  9.9 11.9  3.13 12.90  7.24 309 1025.1 999.0  12.0 999.0 99.0 99.00
2010 04 07 05 50 345  9.4 11.5  3.18 12.90  7.36 311 1025.1 999.0  12.0 999.0 99.0 99.00
2010 04 07 06 50 345  8.2 10.1  3.04 12.90  7.46 314 1025.2 999.0  11.9 999.0 99.0 99.00
2010 04 07 07 50 344  8.4 10.4  3.06 12.12  7.96 305 1024.7 999.0  12.0 999.0 99.0 99.00
2010 04 07 08 50 347  7.7  9.0  2.99 12.12  7.83 313 1024.3 999.0  11.9 999.0 99.0 99.00
2010 04 07 09 50 343  7.5  9.3  2.99 12.12  7.70 312 1023.7 999.0  11.9 999.0 99.0 99.00
2010 04 07 10 50 350  6.6  8.1  3.10 12.90  8.02 308 1023.4 999.0  11.9 999.0 99.0 99.00
2010 04 07 11 50  12  4.7  5.5  3.21 12.90  8.65 304 1023.4 999.0  11.9 999.0 99.0 99.00
2010 04 07 12 50  10  4.3  5.1  3.41 11.43  8.59 306 1023.3 999.0  11.9 999.0 99.0 99.00
2010 04 07 13 50 360  4.2  5.2  3.22 12.90  8.51 300 1023.5 999.0  11.9 999.0 99.0 99.00
2010 04 07 14 50  25  2.1  2.8  3.09 12.90  8.13 302 1024.0 999.0  11.9 999.0 99.0 99.00
2010 04 07 15 50 354  2.6  3.7  2.90 12.12  8.32 299 1024.2 999.0  11.9 999.0 99.0 99.00
2010 04 07 16 50   2  3.6  4.6  2.92 12.90  8.01 298 1024.1 999.0  12.0 999.0 99.0 99.00
2010 04 07 17 50 350  4.5  5.4  2.78 12.12  8.01 293 1023.8 999.0  12.1 999.0 99.0 99.00
2010 04 07 18 50 343  6.2  7.1  2.66 12.90  7.85 300 1023.1 999.0  12.2 999.0 99.0 99.00
2010 04 07 19 50 339  6.2  7.9  2.50 12.12  7.61 307 1022.4 999.0  12.2 999.0 99.0 99.00
2010 04 07 20 50 333  8.1  9.9  2.30 12.12  7.00 301 1021.6 999.0  12.3 999.0 99.0 99.00
2010 04 07 21 50 332  8.2 10.1  2.34 11.43  6.83 309 1021.0 999.0  12.3 999.0 99.0 99.00
2010 04 07 22 50 336  8.8 10.0  2.72 12.12  7.28 309 1020.7 999.0  12.2 999.0 99.0 99.00
2010 04 07 23 50 338  8.5 10.4  2.43 11.43  6.84 309 1020.3 999.0  12.2 999.0 99.0 99.00
2010 04 08 00 50 339  8.2  9.8  2.41 11.43  6.67 306 1020.1 999.0  12.1 999.0 99.0 99.00
2010 04 08 01 50 338  8.5 10.2  2.60 12.12  6.96 307 1019.8 999.0  12.1 999.0 99.0 99.00
2010 04 08 02 50 333  8.6 10.3  2.42 11.43  6.83 322 1019.8 999.0  12.0 999.0 99.0 99.00
2010 04 08 03 50 332  9.6 11.4  2.64 12.12  7.09 314 1020.0 999.0  12.0 999.0 99.0 99.00
2010 04 08 04 50 334 11.0 13.0  2.66 12.12  6.93 313 1020.5 999.0  12.0 999.0 99.0 99.00
2010 04 08 05 50 336 11.5 14.4  2.79 10.81  7.05 310 1020.5 999.0  11.8 999.0 99.0 99.00
2010 04 08 06 50 340 12.0 14.4  2.77 12.12  6.72 317 1020.3 999.0  11.9 999.0 99.0 99.00
2010 04 08 07 50 342 10.9 13.2  2.98 12.90  6.84 317 1020.5 999.0  11.9 999.0 99.0 99.00
2010 04 08 08 50 336 12.9 16.1  3.11 12.12  6.86 313 1019.9 999.0  11.8 999.0 99.0 99.00
2010 04 08 09 50 344 10.9 13.3  3.16 12.12  6.84 307 1019.8 999.0  11.8 999.0 99.0 99.00
2010 04 08 10 50 341 10.9 13.2  3.04  9.09  6.59 308 1019.4 999.0  11.8 999.0 99.0 99.00
2010 04 08 11 50 343 11.9 14.1  3.11  8.33  6.67 307 1019.0 999.0  11.9 999.0 99.0 99.00
2010 04 08 12 50 338 11.5 14.1  3.11 12.90  6.68 315 1018.9 999.0  11.9 999.0 99.0 99.00
2010 04 08 13 50 342 10.7 12.6  3.28  8.33  6.73 317 1019.1 999.0  11.9 999.0 99.0 99.00
2010 04 08 14 50 342 10.4 12.7  3.16  8.33  6.75 321 1019.3 999.0  11.8 999.0 99.0 99.00
2010 04 08 15 50 338 11.6 14.0  3.25  8.33  6.79 317 1019.2 999.0  11.8 999.0 99.0 99.00
2010 04 08 16 50 338 10.3 12.8 99.00 99.00 99.00 999 1019.4 999.0  11.7 999.0 99.0 99.00
2010 04 08 17 50 336 11.6 14.3  3.25  9.09  6.80 321 1019.4 999.0  11.7 999.0 99.0 99.00
2010 04 08 18 50 336 11.7 13.7  3.32  8.33  6.79 320 1019.3 999.0  11.7 999.0 99.0 99.00
2010 04 08 19 50 333 12.0 14.6  3.23  8.33  6.65 321 1018.8 999.0  11.8 999.0 99.0 99.00
2010 04 08 20 50 332 12.3 15.0  3.12 12.12  6.57 313 1018.4 999.0  11.9 999.0 99.0 99.00
2010 04 08 21 50 331 13.1 15.8  3.23  8.33  6.67 323 1017.7 999.0  12.0 999.0 99.0 99.00
2010 04 08 22 50 332 12.6 15.2  3.59 12.12  6.73 318 1017.1 999.0  12.0 999.0 99.0 99.00
2010 04 08 23 50 329 12.4 15.4  3.88  9.09  6.99 325 1016.7 999.0  12.1 999.0 99.0 99.00
2010 04 09 00 50 326 12.1 14.3  4.21  9.09  7.41 322 1016.4 999.0  12.1 999.0 99.0 99.00
2010 04 09 01 50 320 11.3 13.3  4.17  9.09  7.34 326 1015.9 999.0  12.1 999.0 99.0 99.00
2010 04 09 02 50 326 11.3 14.1  4.16 10.81  7.48 322 1015.7 999.0  12.0 999.0 99.0 99.00
2010 04 09 03 50 325 10.7 13.0  4.37 10.81  7.91 323 1015.7 999.0  12.0 999.0 99.0 99.00
2010 04 09 04 50 327 10.3 12.9  4.17 10.81  7.72 327 1015.8 999.0  11.9 999.0 99.0 99.00
2010 04 09 05 50 327  8.9 11.6  5.03 11.43  8.58 322 1015.3 999.0  11.8 999.0 99.0 99.00
2010 04 09 06 50 333  7.7 10.3  5.13 12.12  8.92 318 1015.0 999.0  11.8 999.0 99.0 99.00
2010 04 09 07 50 344  4.7  6.2  4.60 11.43  8.73 316 1014.7 999.0  11.8 999.0 99.0 99.00
2010 04 09 08 50 344  3.7  4.7  4.46 12.12  8.64 306 1014.3 999.0  11.8 999.0 99.0 99.00
2010 04 09 09 50 354  5.9  7.5  4.53 12.12  8.75 316 1013.6 999.0  11.8 999.0 99.0 99.00
2010 04 09 10 50 347  5.8  7.2  4.12 12.90  8.69 312 1013.0 999.0  11.8 999.0 99.0 99.00
2010 04 09 11 50 344  6.8  8.1  3.82 12.90  8.62 314 1012.4 999.0  11.8 999.0 99.0 99.00
2010 04 09 12 50 336  8.6 10.8  4.38 12.12  8.66 315 1012.1 999.0  11.8 999.0 99.0 99.00
2010 04 09 13 50 336  8.8 11.0  3.91 12.90  8.47 316 1012.1 999.0  11.8 999.0 99.0 99.00
2010 04 09 14 50 341  9.4 11.3  3.78 11.43  8.02 316 1012.6 999.0  11.9 999.0 99.0 99.00
2010 04 09 15 50 346  8.5 10.3  3.87 11.43  8.15 318 1012.8 999.0  11.9 999.0 99.0 99.00
2010 04 09 16 50 344  6.5  8.4  3.91 12.12  8.16 324 1012.8 999.0  12.0 999.0 99.0 99.00
2010 04 09 17 50 331  6.9  8.7  4.04 12.12  8.56 316 1012.9 999.0  12.0 999.0 99.0 99.00
