YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2005 01 02 17 00 178  5.3  7.0  2.59 11.43  7.94 313 1013.0  10.6  13.6 999.0 99.0 99.00
2005 01 02 18 00 197  4.8  5.9  2.64 11.43  8.15 308 1013.2  11.2  13.6 999.0 99.0 99.00
2005 01 02 19 00 195  6.7 10.6  2.79 11.43  8.38 307 1012.7  11.4  13.6 999.0 99.0 99.00
2005 01 02 20 00 200  6.4  8.1  2.65 12.12  7.72 306 1011.7  11.8  13.6 999.0 99.0 99.00
2005 01 02 21 00 191  9.2 12.7  2.72 11.43  7.73 307 1010.3  11.7  13.6 999.0 99.0 99.00
2005 01 02 22 00 196  6.9  8.2  2.78 12.12  7.51 308 1009.5  11.1  13.6 999.0 99.0 99.00
2005 01 02 23 00 205  8.0 10.6  2.46 12.12  7.58 310 1009.0  11.5  13.6 999.0 99.0 99.00
2005 01 03 00 00 276  4.2  6.6  2.59 12.12  7.61 308 1009.1   9.3  13.6 999.0 99.0 99.00
2005 01 03 01 00 286  2.2  4.2  2.68 13.79  7.75 308 1009.0   9.4  13.6 999.0 99.0 99.00
2005 01 03 02 00 205  1.2  2.2  2.58 12.12  7.97 312 1008.9   9.4  13.5 999.0 99.0 99.00
2005 01 03 03 00 158  1.5  3.0  2.61 13.79  8.15 312 1008.6   9.6  13.5 999.0 99.0 99.00
2005 01 03 04 00 240  4.1  5.1  2.63 10.81  8.34 315 1008.7   9.6  13.5 999.0 99.0 99.00
2005 01 03 05 00 243  3.4  4.4  2.44 11.43  8.16 318 1009.0   9.4  13.6 999.0 99.0 99.00
2005 01 03 06 00 272  3.6  7.2  2.41 12.12  8.47 318 1009.7   9.0  13.7 999.0 99.0 99.00
2005 01 03 07 00 242  3.4  4.6  2.34 11.43  8.23 322 1010.2   9.9  13.7 999.0 99.0 99.00
2005 01 03 08 00 286  3.9  5.5  2.66 12.90  8.68 318 1010.2   9.6  13.6 999.0 99.0 99.00
2005 01 03 09 00 242  2.4  5.4  2.29 12.90  8.54 320 1010.1   9.7  13.6 999.0 99.0 99.00
2005 01 03 10 00 289  4.1  5.8  2.49 12.12  8.53 317 1009.8   9.8  13.6 999.0 99.0 99.00
2005 01 03 11 00 313  3.1  4.7  2.31 12.90  8.26 319 1010.1   9.8  13.5 999.0 99.0 99.00
2005 01 03 12 00 328  3.2  4.9  2.57 11.43  8.24 318 1010.0   9.8  13.5 999.0 99.0 99.00
2005 01 03 13 00 312  2.8  4.6  2.62 23.53  8.36 310 1009.9   9.7  13.5 999.0 99.0 99.00
2005 01 03 14 00 342  3.3  4.6  2.60 12.12  8.13 309 1009.7   9.7  13.5 999.0 99.0 99.00
2005 01 03 15 00 347  3.0  4.3  2.72 21.05  8.42 297 1010.2   9.9  13.5 999.0 99.0 99.00
2005 01 03 16 00 320  2.6  4.3  2.53 21.05  8.69 293 1010.5   9.9  13.5 999.0 99.0 99.00
2005 01 03 17 00  32  2.5  4.4  2.33 11.43  7.83 317 1010.4   9.6  13.5 999.0 99.0 99.00
2005 01 03 18 00  57  4.4  6.2  2.45 12.12  8.17 312 1010.7  10.0  13.5 999.0 99.0 99.00
2005 01 03 19 00  34  3.2  4.4  2.29 12.12  8.07 314 1010.4  10.0  13.6 999.0 99.0 99.00
2005 01 03 20 00  73  0.9  2.3  2.51 11.43  8.44 317 1009.6  10.0  13.6 999.0 99.0 99.00
2005 01 03 21 00  77  3.2  4.7  2.47 12.12  8.43 320 1008.7  10.5  13.7 999.0 99.0 99.00
2005 01 03 22 00  12  2.5  3.5  2.41 21.05  8.34 308 1008.3  10.4  13.8 999.0 99.0 99.00
2005 01 03 23 00 360  2.7  4.2  2.52 12.12  8.89 317 1007.9  10.7  13.8 999.0 99.0 99.00
2005 01 04 00 00 334  3.4  4.8  2.35 19.05  9.07 307 1007.8  10.8  13.8 999.0 99.0 99.00
2005 01 04 01 00 350  3.4  4.5  2.39 11.43  9.12 319 1007.8  10.8  13.8 999.0 99.0 99.00
2005 01 04 02 00 356  3.7  5.3  2.21 19.05  9.22 303 1008.0  11.0  13.8 999.0 99.0 99.00
2005 01 04 03 00 339  4.1  5.4  2.94 19.05 10.93 301 1008.3  11.4  13.8 999.0 99.0 99.00
2005 01 04 04 00 360  3.9  4.9  2.68 19.05 10.25 305 1008.4  11.5  13.7 999.0 99.0 99.00
2005 01 04 05 00  18  2.9  4.0  2.76 19.05 10.41 304 1008.6  11.5  13.7 999.0 99.0 99.00
2005 01 04 06 00  72  5.2  6.2  2.59 19.05 10.00 305 1008.6  11.1  13.7 999.0 99.0 99.00
2005 01 04 07 00  81  2.7  3.9  2.33 19.05  9.13 302 1008.9  11.1  13.7 999.0 99.0 99.00
2005 01 04 08 00 104  3.1  4.3  2.47 19.05  9.59 307 1008.7  11.0  13.7 999.0 99.0 99.00
2005 01 04 09 00  77  2.7  4.3  2.94 19.05 10.17 306 1008.3  10.9  13.7 999.0 99.0 99.00
2005 01 04 10 00  54  2.5  3.5  2.68 19.05  9.21 310 1008.4  10.8  13.7 999.0 99.0 99.00
2005 01 04 11 00  77  1.0  2.1  2.84 19.05  9.17 306 1008.5  10.6  13.7 999.0 99.0 99.00
2005 01 04 12 00 332  2.9  3.9  2.80 10.00  8.79 327 1008.3  10.8  13.7 999.0 99.0 99.00
2005 01 04 13 00 356  4.4  6.5  2.74 10.00  8.70 326 1008.1  10.7  13.7 999.0 99.0 99.00
2005 01 04 14 00 346  6.1  8.3  2.69 19.05  8.73 291 1008.4  10.2  13.7 999.0 99.0 99.00
2005 01 04 15 00 357  4.1  5.6  2.82 10.00  8.45 321 1008.9  10.4  13.7 999.0 99.0 99.00
2005 01 04 16 00  15  2.7  3.9  2.52 17.39  8.44 303 1009.2  10.5  13.7 999.0 99.0 99.00
2005 01 04 17 00  39  0.8  2.2  2.53 17.39  8.96 308 1010.1  10.7  13.7 999.0 99.0 99.00
2005 01 04 18 00 111  2.2  3.9  2.49 17.39  8.53 310 1010.8  11.0  13.7 999.0 99.0 99.00
2005 01 04 19 00 123  1.6  2.6  2.51 17.39  8.94 301 1011.5  10.4  13.7 999.0 99.0 99.00
2005 01 04 20 00 268  2.7  4.1  2.40 17.39  8.82 308 1011.5  10.3  13.7 999.0 99.0 99.00
2005 01 04 21 00 330  2.5  3.9  2.29 17.39  8.66 302 1011.1  10.5  13.7 999.0 99.0 99.00
2005 01 04 22 00   6  1.4  2.6  2.49 17.39  8.85 297 1011.0  10.9  13.8 999.0 99.0 99.00
2005 01 04 23 00 219  1.0  1.9  2.22 17.39  8.73 296 1011.4  10.8  13.8 999.0 99.0 99.00
2005 01 05 00 00 116  1.1  2.7  2.42 17.39  9.04 294 1012.1  11.0  13.8 999.0 99.0 99.00
2005 01 05 01 00 348  1.1  2.5  2.29 19.05  8.38 306 1012.6  10.8  13.7 999.0 99.0 99.00
2005 01 05 02 00 114  1.1  2.3  2.52 17.39  9.28 298 1013.2  11.1  13.8 999.0 99.0 99.00
2005 01 05 03 00 104  2.4  3.4  2.60 17.39  9.68 305 1013.8  11.2  13.7 999.0 99.0 99.00
2005 01 05 04 00 123  2.7  3.8  2.69 16.00  9.56 301 1014.5  11.4  13.8 999.0 99.0 99.00
2005 01 05 05 00 128  3.7  5.4  2.59 17.39  9.17 311 1015.2  11.6  13.8 999.0 99.0 99.00
2005 01 05 06 00 142  3.7  5.9  2.51 17.39  9.29 309 1015.6  11.9  13.7 999.0 99.0 99.00
2005 01 05 07 00 153  4.7  6.0  2.35 14.81  9.31 298 1016.5  11.9  13.7 999.0 99.0 99.00
2005 01 05 08 00 146  4.8  6.2  2.38 17.39  8.57 310 1016.7  11.7  13.7 999.0 99.0 99.00
2005 01 05 09 00 165  7.1  8.4  2.28 16.00  8.60 304 1016.9  11.8  13.8 999.0 99.0 99.00
2005 01 05 10 00 204  4.7  5.9  2.43 17.39  8.49 300 1017.6  10.8  13.8 999.0 99.0 99.00
2005 01 05 11 00 169  6.0  7.6  2.23 17.39  7.95 300 1018.1  11.3  13.7 999.0 99.0 99.00
2005 01 05 12 00 156  4.6  6.1  2.22 17.39  8.03 292 1018.4  11.7  13.7 999.0 99.0 99.00
2005 01 05 13 00 175  3.9  5.5  2.37 16.00  8.55 296 1018.8  11.9  13.6 999.0 99.0 99.00
2005 01 05 14 00 172  2.6  3.9  2.26 16.00  8.48 298 1019.4  11.9  13.5 999.0 99.0 99.00
2005 01 05 15 00 194  3.2  4.3  2.07 16.00  7.91 298 1020.2  12.0  13.5 999.0 99.0 99.00
2005 01 05 16 00 200  2.9  4.0  2.02 16.00  7.91 290 1021.2  12.1  13.6 999.0 99.0 99.00
2005 01 05 17 00 186  2.3  3.5  2.12 16.00  7.93 289 1022.1  12.2  13.6 999.0 99.0 99.00
2005 01 05 18 00 148  5.6  6.9  1.92 16.00  7.37 284 1022.7  11.8  13.5 999.0 99.0 99.00
2005 01 05 19 00 138  6.4  7.6  1.83 14.81  7.39 296 1023.0  11.9  13.5 999.0 99.0 99.00
2005 01 05 20 00 128  5.3  6.4  1.74 16.00  6.80 302 1022.5  11.1  13.5 999.0 99.0 99.00
2005 01 05 21 00 126  4.5  5.6  1.79 16.00  7.16 298 1022.2  11.9  13.6 999.0 99.0 99.00
2005 01 05 22 00 142  5.0  6.4  1.81 16.00  7.71 305 1021.8  11.9  13.5 999.0 99.0 99.00
2005 01 05 23 00 138  4.2  5.3  1.66 16.00  7.92 297 1021.7  12.1  13.6 999.0 99.0 99.00
2005 01 06 00 00 144  3.0  4.1  1.61 16.00  7.85 299 1021.8  12.3  13.5 999.0 99.0 99.00
2005 01 06 01 00 158  2.9  4.0  1.79 14.81  8.85 298 1022.0  12.1  13.4 999.0 99.0 99.00
2005 01 06 02 00 157  3.2  4.2  1.60 14.81  8.63 296 1022.2  12.2  13.5 999.0 99.0 99.00
2005 01 06 03 00 190  2.7  3.9  1.72 14.81  8.77 301 1022.4  12.1  13.5 999.0 99.0 99.00
2005 01 06 04 00 185  3.0  3.9  1.65 14.81  8.88 293 1022.6  12.3  13.5 999.0 99.0 99.00
2005 01 06 05 00 209  2.9  3.8  1.55 13.79  8.35 296 1023.0  12.3  13.5 999.0 99.0 99.00
2005 01 06 06 00 208  2.1  2.7  1.53 14.81  9.08 285 1023.3  12.1  13.4 999.0 99.0 99.00
2005 01 06 07 00 136  5.1  6.1  1.40 14.81  7.91 298 1023.3  11.9  13.4 999.0 99.0 99.00
2005 01 06 08 00 165  1.2  2.0  1.36 13.79  8.11 297 1022.9  11.8  13.4 999.0 99.0 99.00
2005 01 06 09 00  50  1.7  2.6  1.57 14.81  8.95 298 1022.7  11.5  13.4 999.0 99.0 99.00
2005 01 06 10 00  96  1.6  2.7  1.57 14.81  9.11 294 1022.1  11.6  13.4 999.0 99.0 99.00
2005 01 06 11 00  78  3.8  4.8  1.47 17.39  9.51 311 1021.7  11.4  13.5 999.0 99.0 99.00
2005 01 06 12 00  67  4.1  5.4  1.48 17.39  9.80 305 1021.2  11.2  13.5 999.0 99.0 99.00
2005 01 06 13 00  77  5.1  6.2  1.47 17.39  8.71 306 1020.8  11.0  13.6 999.0 99.0 99.00
2005 01 06 14 00  88  5.1  6.1  1.41 17.39  8.66 307 1020.3  10.8  13.5 999.0 99.0 99.00
2005 01 06 16 00  94  6.6  7.8  1.47 17.39  7.82 302 1019.7  10.6  13.6 999.0 99.0 99.00
2005 01 06 18 00  87  6.9  7.9  1.45 17.39  7.08 301 1019.7  10.8  13.5 999.0 99.0 99.00
2005 01 06 19 00  92  5.6  6.6  1.34 16.00  7.07 308 1019.6  10.8  13.6 999.0 99.0 99.00
2005 01 06 21 00  97  4.5  5.2  1.26 16.00  7.38 314 1017.2  11.2  13.7 999.0 99.0 99.00
2005 01 06 22 00 114  3.7  4.9  1.19 16.00  7.84 312 1016.0  11.5  13.8 999.0 99.0 99.00
2005 01 06 23 00 125  2.8  3.7  1.23 14.81  8.86 312 1015.3  11.7  13.8 999.0 99.0 99.00
2005 01 07 00 00 157  3.5  4.2  1.23 16.00  9.63 301 1014.4  11.8  13.7 999.0 99.0 99.00
2005 01 07 01 00 153  5.5  6.6  1.11 16.00  9.34 306 1013.3  12.3  13.5 999.0 99.0 99.00
2005 01 07 02 00 162  7.5  8.9  1.08 14.81  8.18 283 1012.5  12.6  13.7 999.0 99.0 99.00
2005 01 07 03 00 149  9.5 11.4  1.16 14.81  5.30 306 1011.2  12.6  13.7 999.0 99.0 99.00
2005 01 07 04 00 149 10.6 12.3  1.39 14.81  4.94 275 1010.3  12.6  13.7 999.0 99.0 99.00
2005 01 07 05 00 144 11.1 13.6  1.53 14.81  4.60 286 1009.3  12.7  13.7 999.0 99.0 99.00
2005 01 07 06 00 143 11.6 14.6  1.78 14.81  4.78 286 1008.5  12.7  13.8 999.0 99.0 99.00
2005 01 07 07 00 143 12.3 15.5  1.78  5.56  4.73 158 1007.1  12.4  13.8 999.0 99.0 99.00
2005 01 07 08 00 142 13.6 16.2  2.07  5.26  4.88 157 1005.3  12.4  13.8 999.0 99.0 99.00
2005 01 07 09 00 146 15.3 18.5  2.43  6.25  5.22 151 1003.1  12.0  13.8 999.0 99.0 99.00
2005 01 07 10 00 147 16.2 21.1  2.84  6.67  5.42 154 1000.9  11.8  13.8 999.0 99.0 99.00
2005 01 07 11 00 149 17.8 21.3  3.36  7.14  5.72 154  999.4  11.9  13.7 999.0 99.0 99.00
2005 01 07 12 00 143 17.3 22.1  3.83  7.69  6.18 162  996.6  12.1  13.7 999.0 99.0 99.00
2005 01 07 13 00 154 17.2 22.5  4.51  8.33  6.67 155  995.4  12.2  13.5 999.0 99.0 99.00
2005 01 07 14 00 163 18.7 23.6  4.77  9.09  6.82 172  993.9  12.6  13.4 999.0 99.0 99.00
2005 01 07 15 00 160 15.2 18.4  4.55  8.33  6.89 165  993.0  13.2  13.4 999.0 99.0 99.00
2005 01 07 16 00 164 15.1 19.0  4.64  8.33  6.92 168  992.4  12.7  13.4 999.0 99.0 99.00
2005 01 07 17 00 149 16.2 20.2  5.15 10.00  7.44 167  990.9  12.7  13.4 999.0 99.0 99.00
2005 01 07 18 00 163 17.1 23.1  6.07  9.09  7.75 169  990.1  13.1  13.4 999.0 99.0 99.00
2005 01 07 19 00 188 14.1 17.3  5.85 10.81  7.89 168  990.5  13.3  13.4 999.0 99.0 99.00
2005 01 07 20 00 228 11.1 14.1  5.34 10.00  7.69 181  992.1  13.3  13.4 999.0 99.0 99.00
2005 01 07 21 00 264 13.0 17.2  5.21 10.00  7.85 186  994.7  13.3  13.4 999.0 99.0 99.00
2005 01 07 22 00 268 12.0 14.6  5.00 10.00  7.71 188  996.8  12.7  13.4 999.0 99.0 99.00
2005 01 07 23 00 268  8.2 10.7  5.70 11.43  8.47 216  999.5  12.7  13.3 999.0 99.0 99.00
2005 01 08 00 00 272  7.9 10.4  5.80 12.90  8.89 244 1000.7  12.3  13.4 999.0 99.0 99.00
2005 01 08 01 00 250  5.7  7.0  5.09 12.12  8.51 234 1002.3  12.4  13.4 999.0 99.0 99.00
2005 01 08 02 00 208  4.2  5.5  4.77 12.90  8.34 237 1003.2  12.2  13.4 999.0 99.0 99.00
2005 01 08 03 00 213  8.1 10.7  4.09 12.12  8.07 228 1003.7  12.7  13.3 999.0 99.0 99.00
2005 01 08 04 00 227  8.1 10.2  3.96 10.81  7.83 221 1004.6  11.3  13.3 999.0 99.0 99.00
2005 01 08 05 00 215  7.9  9.4  3.62 10.81  7.54 225 1004.9  12.3  13.3 999.0 99.0 99.00
2005 01 08 06 00 214  7.0  8.8  3.76 12.12  7.54 230 1005.4  12.1  13.3 999.0 99.0 99.00
2005 01 08 07 00 212  8.4 10.2  3.81 10.81  7.65 227 1005.7  11.8  13.3 999.0 99.0 99.00
2005 01 08 08 00 201  8.0  9.7  3.78 10.00  7.68 228 1006.1  11.8  13.3 999.0 99.0 99.00
2005 01 08 09 00 221  8.4 10.1  3.48 10.00  7.24 236 1006.1  12.0  13.3 999.0 99.0 99.00
2005 01 08 10 00 213  8.8 10.7  3.56 10.00  7.29 233 1006.3  12.1  13.3 999.0 99.0 99.00
2005 01 08 11 00 240  7.8  9.8  3.26 10.00  6.80 237 1006.8  11.1  13.3 999.0 99.0 99.00
2005 01 08 12 00 232  7.2  9.0  3.25  8.33  6.84 233 1007.1  11.0  13.3 999.0 99.0 99.00
2005 01 08 13 00 249  5.2  7.4  3.09  9.09  6.59 225 1006.9  11.6  13.3 999.0 99.0 99.00
2005 01 08 14 00 280  7.1  9.0  2.96  9.09  6.66 229 1006.8   9.8  13.3 999.0 99.0 99.00
2005 01 08 15 00 260  7.8  9.7  2.58  9.09  6.30 225 1007.1   9.7  13.3 999.0 99.0 99.00
2005 01 08 16 00 236  3.1  4.9  3.00  8.33  6.98 248 1007.2  10.2  13.3 999.0 99.0 99.00
2005 01 08 17 00 237  6.6  8.7  3.02  9.09  7.25 260 1007.7  10.4  13.3 999.0 99.0 99.00
2005 01 08 18 00 222  5.3  6.8  3.02  8.33  7.29 248 1008.1  11.3  13.3 999.0 99.0 99.00
2005 01 08 19 00 192  7.6  9.5  2.98  9.09  7.41 253 1008.2  12.0  13.3 999.0 99.0 99.00
2005 01 08 20 00 206 10.3 12.6  3.36  9.09  7.73 254 1008.2  12.1  13.3 999.0 99.0 99.00
2005 01 08 21 00 203  8.4 10.3  3.49 10.00  7.77 277 1007.6  11.4  13.3 999.0 99.0 99.00
2005 01 08 22 00 215  8.3 10.1  3.48 13.79  7.81 315 1007.7  11.7  13.2 999.0 99.0 99.00
2005 01 08 23 00 201  7.8  9.1  3.29 13.79  8.06 309 1008.0  11.7  13.3 999.0 99.0 99.00
2005 01 09 00 00 188  8.2  9.9  3.06 13.79  8.01 308 1008.4  12.2  13.3 999.0 99.0 99.00
2005 01 09 01 00 201  8.6 10.2  3.13 13.79  8.02 308 1009.3  12.6  13.2 999.0 99.0 99.00
2005 01 09 02 00 207  8.7 10.7  3.19 13.79  7.70 300 1010.1  12.7  13.2 999.0 99.0 99.00
2005 01 09 03 00 200  7.4  8.8  3.07 14.81  7.48 310 1010.6  12.8  13.2 999.0 99.0 99.00
2005 01 09 04 00 204  8.0  9.8  2.93 13.79  7.38 307 1011.1  12.8  13.2 999.0 99.0 99.00
2005 01 09 05 00 210  7.6  9.1  3.02 13.79  7.59 302 1011.8  12.8  13.2 999.0 99.0 99.00
2005 01 09 06 00 259  6.0  7.8  3.06 14.81  7.59 306 1012.5  11.8  13.2 999.0 99.0 99.00
2005 01 09 07 00 218  3.3  4.4  2.76 14.81  7.51 298 1013.1  12.1  13.2 999.0 99.0 99.00
2005 01 09 08 00 200  5.4  6.6  3.05 13.79  7.73 307 1013.0  12.7  13.2 999.0 99.0 99.00
2005 01 09 09 00 206  5.2  6.1  2.92 12.12  7.81 292 1013.3  12.7  13.2 999.0 99.0 99.00
2005 01 09 10 00 213  4.5  5.5  2.93 12.90  7.86 302 1013.4  12.7  13.2 999.0 99.0 99.00
2005 01 09 11 00 220  4.6  5.3  2.81 13.79  7.79 300 1013.5  12.6  13.2 999.0 99.0 99.00
2005 01 09 12 00 210  1.6  2.4  2.83 12.90  7.96 307 1012.8  12.5  13.1 999.0 99.0 99.00
2005 01 09 13 00 236  2.6  3.4  2.88 12.90  7.78 311 1012.8  12.6  13.1 999.0 99.0 99.00
2005 01 09 14 00 241  2.6  3.5  2.75 12.90  8.08 313 1012.8  12.5  13.2 999.0 99.0 99.00
2005 01 09 15 00 204  1.8  2.8  2.91 12.12  7.97 311 1013.1  12.0  13.2 999.0 99.0 99.00
2005 01 09 16 00 142  1.2  2.8  2.79 12.90  8.33 309 1012.9  11.9  13.3 999.0 99.0 99.00
2005 01 09 17 00 126  2.6  3.9  2.74 12.12  8.26 305 1013.6  11.7  13.3 999.0 99.0 99.00
2005 01 09 18 00 299  0.4  1.6  2.68 12.12  8.31 309 1014.4  12.0  13.3 999.0 99.0 99.00
2005 01 09 19 00  79  0.7  1.8  2.89 12.12  8.54 309 1014.1  11.6  13.3 999.0 99.0 99.00
2005 01 09 20 00  30  0.7  1.9  2.82 12.90  8.90 311 1013.2  11.6  13.4 999.0 99.0 99.00
2005 01 09 21 00   5  2.4  3.8  2.87 12.12  8.82 315 1012.5  12.0  13.4 999.0 99.0 99.00
2005 01 09 22 00 344  2.9  3.8  2.61 12.90  8.71 311 1012.0  12.2  13.5 999.0 99.0 99.00
2005 01 09 23 00 319  3.2  4.3  2.70 11.43  8.71 306 1012.5  12.4  13.5 999.0 99.0 99.00
2005 01 10 00 00 300  3.7  4.9  2.68 12.90  8.51 306 1013.2  12.5  13.4 999.0 99.0 99.00
2005 01 10 01 00 308  3.8  4.7  2.53 11.43  8.64 306 1013.4  12.6  13.5 999.0 99.0 99.00
2005 01 10 02 00 282  3.1  4.1  2.46 12.12  8.45 299 1013.4  12.3  13.5 999.0 99.0 99.00
2005 01 10 03 00 287  2.8  3.7  2.36 12.90  8.09 306 1014.0  12.4  13.4 999.0 99.0 99.00
2005 01 10 04 00 290  2.6  3.6  2.32 10.00  7.96 299 1014.5  12.4  13.3 999.0 99.0 99.00
2005 01 10 05 00 253  1.9  2.6  2.48 11.43  8.29 299 1014.9  12.3  13.3 999.0 99.0 99.00
2005 01 10 06 00 222  1.8  2.4  2.34 11.43  8.66 302 1015.4  12.2  13.2 999.0 99.0 99.00
2005 01 10 07 00 253  1.6  2.3  2.53 12.12  8.68 309 1015.6  12.1  13.2 999.0 99.0 99.00
2005 01 10 08 00 226  0.9  1.4  2.44 12.90  8.55 308 1015.8  12.1  13.2 999.0 99.0 99.00
2005 01 10 09 00 218  0.5  1.3  2.74 12.90  8.64 313 1016.0  12.1  13.2 999.0 99.0 99.00
2005 01 10 10 00 175  0.8  2.0  2.24 10.81  7.91 302 1016.0  12.2  13.2 999.0 99.0 99.00
2005 01 10 11 00  77  0.2  0.8  2.27 12.12  7.91 313 1015.5  12.1  13.2 999.0 99.0 99.00
2005 01 10 12 00 108  0.7  1.8  2.15 12.12  7.87 307 1014.8  12.1  13.2 999.0 99.0 99.00
2005 01 10 13 00 119  0.9  1.7  2.25 12.90  7.98 325 1014.2  12.1  13.2 999.0 99.0 99.00
2005 01 10 14 00 141  3.5  4.8  2.12 12.90  8.06 317 1013.8  11.9  13.2 999.0 99.0 99.00
2005 01 10 15 00  94  3.6  4.6  2.06 12.90  8.09 314 1013.6  11.8  13.2 999.0 99.0 99.00
2005 01 10 16 00 187  0.6  1.5  2.07 13.79  8.22 316 1013.2  11.7  13.2 999.0 99.0 99.00
2005 01 10 17 00 202  2.4  2.9  1.79 12.12  7.96 309 1013.1  11.8  13.2 999.0 99.0 99.00
