#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi    ft
2007 03 05 14 00 325  4.4  5.5  1.02 10.00  6.55 311 1020.3  11.6  12.1 999.0 99.0 99.00
2007 03 05 15 00 352  2.5  3.1  1.08 14.81  6.33 259 1020.5  11.6  12.0 999.0 99.0 99.00
2007 03 05 16 00 327  2.5  3.1  1.02 14.81  6.53 283 1020.8  11.9  12.0 999.0 99.0 99.00
2007 03 05 17 00 302  2.9  3.4  0.98 14.81  6.82 283 1021.1  11.8  12.0 999.0 99.0 99.00
2007 03 05 18 00 314  4.0  4.9  0.99 14.81  7.26 263 1021.3  11.8  12.2 999.0 99.0 99.00
2007 03 05 19 00 326  5.2  6.3  0.93 14.81  6.60 294 1021.5  11.7  12.1 999.0 99.0 99.00
2007 03 05 20 00 342  5.2  6.1  0.90 14.81  5.80 253 1021.1  11.5  12.2 999.0 99.0 99.00
2007 03 05 21 00 333  5.9  6.7  0.93 14.81  5.96 265 1020.2  11.7  12.0 999.0 99.0 99.00
2007 03 05 22 00 320  7.6  9.1  0.95 14.81  5.75 286 1020.0  11.2  11.9 999.0 99.0 99.00
2007 03 05 23 00 312  7.4  8.6  0.98 13.79  4.84 263 1019.9  10.8  11.9 999.0 99.0 99.00
2007 03 06 00 00 321  6.2  7.6  1.04 14.81  4.84 263 1019.7  10.7  11.9 999.0 99.0 99.00
2007 03 06 01 00 321  7.8  8.7  1.00 17.39  5.10 290 1019.4  10.7  11.9 999.0 99.0 99.00
2007 03 06 02 00 323  6.5  7.4  1.06 14.81  5.11 254 1019.5  11.3  11.8 999.0 99.0 99.00
2007 03 06 03 00 323  6.9  8.1  1.04 16.00  4.99 307 1019.7  11.3  11.7 999.0 99.0 99.00
2007 03 06 04 00 322  5.8  6.8  1.05 13.79  5.20 280 1020.1  11.3  11.7 999.0 99.0 99.00
2007 03 06 05 00 309  6.2  7.1  1.05 16.00  5.59 291 1020.3  11.3  11.6 999.0 99.0 99.00
2007 03 06 06 00 313  6.6  7.7  1.06 16.00  5.60 299 1020.6  11.3  11.6 999.0 99.0 99.00
2007 03 06 07 00 324  6.8  7.8  1.04 16.00  5.65 300 1020.7  11.2  11.6 999.0 99.0 99.00
2007 03 06 08 00 335  6.2  7.4  1.12 14.81  5.79 271 1020.6  11.1  11.6 999.0 99.0 99.00
2007 03 06 09 00 322  6.7  7.9  1.08 14.81  5.30 286 1020.8  10.9  11.6 999.0 99.0 99.00
2007 03 06 10 00 329  6.4  8.0  1.18 16.00  5.83 303 1020.8  10.8  11.6 999.0 99.0 99.00
2007 03 06 11 00 320  6.4  7.3  1.10 13.79  5.31 278 1020.3  10.8  11.5 999.0 99.0 99.00
2007 03 06 12 00 326  6.5  8.1  1.04 14.81  5.36 292 1020.1  10.6  11.5 999.0 99.0 99.00
2007 03 06 13 00 352  5.7  6.7  1.16 14.81  6.14 303 1020.0  10.6  11.5 999.0 99.0 99.00
2007 03 06 14 00 356  5.3  6.3  1.03 14.81  5.91 296 1020.3  10.6  11.5 999.0 99.0 99.00
2007 03 06 15 00  24  4.3  5.1  1.24 14.81  6.62 294 1020.4  10.6  11.5 999.0 99.0 99.00
2007 03 06 16 00  49  4.0  5.1  1.10 14.81  6.35 295 1020.6  10.0  11.5 999.0 99.0 99.00
2007 03 06 17 00  73  1.8  2.4  0.91 14.81  6.15 306 1020.9  10.4  11.5 999.0 99.0 99.00
2007 03 06 18 00  39  2.6  3.1  1.00 14.81  7.18 302 1020.9  11.1  11.6 999.0 99.0 99.00
2007 03 06 19 00 326  3.0  3.9  0.97 13.79  7.55 302 1021.2  11.0  11.8 999.0 99.0 99.00
2007 03 06 20 00 297  6.3  7.7  0.94 13.79  7.04 293 1021.2  10.3  11.8 999.0 99.0 99.00
2007 03 06 21 00 309  7.1  8.2  1.00 14.81  6.16 287 1020.5  10.5  11.7 999.0 99.0 99.00
2007 03 06 22 00 319  7.0  8.0  0.93 13.79  5.16 298 1020.2  11.2  11.8 999.0 99.0 99.00
2007 03 06 23 00 321  6.5  7.6  1.04 13.79  5.35 290 1019.9  11.2  11.7 999.0 99.0 99.00
2007 03 07 00 00 323  5.7  6.6  1.05 12.90  5.39 290 1019.9  11.3  11.8 999.0 99.0 99.00
2007 03 07 01 00 316  5.5  6.4  1.06 12.90  5.81 293 1019.7  11.1  11.7 999.0 99.0 99.00
2007 03 07 02 00 307  5.8  7.4  1.03 12.90  6.08 289 1019.7  11.0  11.7 999.0 99.0 99.00
2007 03 07 03 00 333  4.4  5.1  1.04 13.79  6.08 285 1019.8  10.7  11.7 999.0 99.0 99.00
2007 03 07 04 00 298  5.4  6.5  1.03 12.12  6.67 299 1020.5  10.6  11.7 999.0 99.0 99.00
2007 03 07 05 00 332  5.3  6.9  0.94 12.90  6.19 290 1020.2  10.9  11.7 999.0 99.0 99.00
2007 03 07 06 00 319  4.3  5.9  1.04 12.90  6.95 283 1020.5  10.7  11.6 999.0 99.0 99.00
2007 03 07 07 00 326  3.3  4.4  0.89 12.12  6.21 287 1020.3  10.8  11.6 999.0 99.0 99.00
2007 03 07 08 00 355  2.4  4.3  0.92 12.12  6.79 283 1019.5  10.5  11.6 999.0 99.0 99.00
2007 03 07 09 00 323  1.6  2.9  0.94 12.12  7.43 279 1019.9  10.5  11.6 999.0 99.0 99.00
2007 03 07 10 00 308  4.7  5.6  0.90 13.79  7.64 275 1019.5  10.6  11.6 999.0 99.0 99.00
2007 03 07 11 00 308  4.9  6.2  0.93 12.90  8.15 284 1019.5  10.4  11.6 999.0 99.0 99.00
2007 03 07 12 00 333  4.8  5.8  0.87 12.90  7.44 278 1019.2  10.4  11.5 999.0 99.0 99.00
2007 03 07 13 00 326  3.6  4.6  0.95 12.90  7.55 278 1018.8  10.3  11.5 999.0 99.0 99.00
2007 03 07 14 00 317  3.4  4.6  1.05 12.90  7.71 274 1019.2  10.2  11.5 999.0 99.0 99.00
2007 03 07 15 00 351  2.2  3.5  1.12 12.12  7.94 280 1019.5  10.2  11.5 999.0 99.0 99.00
2007 03 07 16 00 293  2.6  4.3  1.04 12.12  7.53 273 1020.2  10.3  11.5 999.0 99.0 99.00
2007 03 07 17 00 313  2.7  4.2  1.16 12.12  7.29 272 1020.5  10.4  11.5 999.0 99.0 99.00
2007 03 07 18 00 302  2.0  2.7  1.16 12.12  7.61 282 1020.9  10.7  11.6 999.0 99.0 99.00
2007 03 07 19 00 301  3.4  4.4  1.32 12.12  8.18 273 1021.0  10.6  11.7 999.0 99.0 99.00
2007 03 07 20 00 299  0.8  1.5  1.28 12.12  8.04 278 1020.6  11.0  11.8 999.0 99.0 99.00
2007 03 07 21 00 292  0.8  1.4  1.39 11.43  8.42 290 1020.1  11.9  12.0 999.0 99.0 99.00
2007 03 07 22 00 249  2.1  2.7  1.36 12.12  8.40 276 1019.9  11.9  12.9 999.0 99.0 99.00
2007 03 07 23 00 267  2.3  3.2  1.39 11.43  8.62 288 1019.9  12.2  12.8 999.0 99.0 99.00
2007 03 08 00 00 249  2.3  3.1  1.55 12.12  8.66 285 1019.8  12.3  12.6 999.0 99.0 99.00
2007 03 08 01 00 261  2.9  3.6  1.67 10.81  8.71 290 1020.0  12.4  12.2 999.0 99.0 99.00
2007 03 08 02 00 272  2.7  3.8  1.69 12.12  8.85 279 1020.3  12.3  12.3 999.0 99.0 99.00
2007 03 08 03 00 288  3.1  3.9  1.56 12.90  8.49 285 1020.5  11.6  12.4 999.0 99.0 99.00
2007 03 08 04 00 274  2.3  3.0  1.52 12.12  8.64 281 1020.7  11.7  12.2 999.0 99.0 99.00
2007 03 08 05 00 323  7.4  8.6  1.57 12.12  8.31 282 1021.1  11.5  12.0 999.0 99.0 99.00
2007 03 08 06 00 324  6.7  7.9  1.52 12.12  7.50 280 1021.8  11.8  11.8 999.0 99.0 99.00
2007 03 08 07 00 328  8.4 10.1  1.65 11.43  6.77 284 1022.1  11.4  11.7 999.0 99.0 99.00
2007 03 08 08 00 333  7.6  8.8  1.71 12.12  6.35 286 1022.2  11.3  11.6 999.0 99.0 99.00
2007 03 08 09 00 322  7.5  8.9  1.67 12.12  6.00 279 1022.0  11.0  11.6 999.0 99.0 99.00
2007 03 08 10 00 332  7.8  9.2  1.73 11.43  5.88 275 1022.0  11.1  11.7 999.0 99.0 99.00
2007 03 08 11 00 337  8.4  9.7  1.85 11.43  6.20 289 1021.5  11.0  11.6 999.0 99.0 99.00
2007 03 08 12 00 340  8.8 10.4  1.89 11.43  6.31 284 1021.2  11.0  11.6 999.0 99.0 99.00
2007 03 08 13 00 337  8.5  9.6  2.00 10.81  6.42 292 1021.3  11.0  11.6 999.0 99.0 99.00
2007 03 08 14 00 346  6.8  8.2  2.04 10.81  6.47 286 1021.5  10.9  11.6 999.0 99.0 99.00
2007 03 08 15 00 341  6.8  8.3  1.90 10.81  6.21 287 1021.8  11.0  11.6 999.0 99.0 99.00
2007 03 08 16 00 336  6.9  8.5  1.98 10.00  6.39 284 1022.0  11.1  11.6 999.0 99.0 99.00
2007 03 08 17 00 335  6.4  7.4  1.98 10.00  6.39 280 1021.9  11.1  11.6 999.0 99.0 99.00
2007 03 08 18 00 338  7.0  8.1  1.97 10.00  6.56 285 1022.1  11.1  11.6 999.0 99.0 99.00
2007 03 08 19 00 332  6.7  8.1  1.91 10.00  6.42 276 1022.2  11.3  11.7 999.0 99.0 99.00
2007 03 08 20 00 323  7.4  9.1  2.09 10.00  6.69 285 1022.1  11.3  11.7 999.0 99.0 99.00
2007 03 08 21 00 325  6.6  7.9  2.00 10.81  6.37 283 1021.2  11.2  11.7 999.0 99.0 99.00
2007 03 08 22 00 321  7.0  8.1  1.91 10.81  6.49 285 1020.6  11.2  11.7 999.0 99.0 99.00
2007 03 08 23 00 317  8.3  9.5  1.83 10.81  6.60 282 1020.3  11.3  11.8 999.0 99.0 99.00
2007 03 09 00 00 318  9.3 10.7  1.90 10.81  6.56 279 1020.1  11.3  11.7 999.0 99.0 99.00
2007 03 09 01 00 321  8.8 10.6  2.03 10.81  5.94 285 1020.0  11.4  11.7 999.0 99.0 99.00
2007 03 09 02 00 320  8.2  9.5  1.89 10.81  5.76 286 1019.6  11.2  11.7 999.0 99.0 99.00
2007 03 09 03 00 325  8.6 10.2  1.88 11.43  5.97 277 1019.6  11.1  11.7 999.0 99.0 99.00
2007 03 09 04 00 339  6.8  8.0  1.93 10.81  6.32 287 1019.5  10.9  11.7 999.0 99.0 99.00
2007 03 09 05 00 323  8.4 10.1  1.86 10.81  6.24 287 1020.0  10.9  11.7 999.0 99.0 99.00
2007 03 09 06 00 325  8.1  9.5  1.80 10.81  6.16 278 1020.2  10.8  11.7 999.0 99.0 99.00
2007 03 09 07 00 329  8.3 10.0  1.72 10.81  6.09 283 1020.3  10.7  11.7 999.0 99.0 99.00
2007 03 09 08 00 335  7.2  8.3  1.86 10.81  6.33 293 1020.0  10.7  11.6 999.0 99.0 99.00
2007 03 09 09 00 332  7.0  8.6  1.99 14.81  6.98 304 1019.9  10.7  11.6 999.0 99.0 99.00
2007 03 09 10 00 323  7.8  9.2  1.81 13.79  6.56 313 1020.3  10.7  11.6 999.0 99.0 99.00
2007 03 09 11 00 326  8.4 10.1  2.03 13.79  7.46 307 1020.0  10.7  11.6 999.0 99.0 99.00
2007 03 09 12 00 324  7.9  9.0  2.17 13.79  7.35 314 1020.3  10.7  11.6 999.0 99.0 99.00
2007 03 09 13 00 331  6.4  7.8  2.40 12.90  8.00 309 1020.0  10.7  11.6 999.0 99.0 99.00
2007 03 09 14 00 329  6.2  7.5  2.41 13.79  8.14 308 1019.8  10.8  11.6 999.0 99.0 99.00
2007 03 09 15 00 329  7.0  8.1  2.58 12.90  8.13 311 1020.3  10.8  11.5 999.0 99.0 99.00
2007 03 09 16 00 351  5.9  7.1  2.42 11.43  8.32 307 1020.4  11.0  11.5 999.0 99.0 99.00
2007 03 09 17 00 345  4.8  5.9  2.29 12.90  8.04 307 1021.8  10.9  11.6 999.0 99.0 99.00
2007 03 09 18 00 325  5.1  6.2  2.29 12.90  8.14 302 1022.3  11.2  11.6 999.0 99.0 99.00
2007 03 09 19 00 337  3.8  4.8  2.26 12.90  8.06 305 1022.1  11.3  11.7 999.0 99.0 99.00
2007 03 09 20 00 339  3.7  4.4  2.17 12.12  8.06 302 1022.0  11.3  11.8 999.0 99.0 99.00
2007 03 09 21 00 322  4.3  5.4  2.02 12.12  8.30 300 1021.7  11.4  11.9 999.0 99.0 99.00
2007 03 09 22 00 309  5.9  6.9  2.08 12.12  8.46 306 1021.4  11.6  12.0 999.0 99.0 99.00
2007 03 09 23 00 306  6.3  7.3  1.86 11.43  8.24 301 1021.4  11.7  11.9 999.0 99.0 99.00
2007 03 10 00 00 306  6.4  7.6  1.78 11.43  7.84 299 1021.1  11.8  11.9 999.0 99.0 99.00
2007 03 10 01 00 304  7.2  8.7  1.85 12.12  7.70 312 1021.1  11.9  11.9 999.0 99.0 99.00
2007 03 10 02 00 303  9.6 10.8  1.78 12.12  7.10 306 1020.3  11.9  11.9 999.0 99.0 99.00
2007 03 10 03 00 326  8.1  9.8  1.74 11.43  6.70 310 1021.0  11.9  11.8 999.0 99.0 99.00
2007 03 10 04 00 325  8.2  9.7  1.79 11.43  6.84 310 1020.9  11.9  11.8 999.0 99.0 99.00
2007 03 10 05 00 317  8.4  9.9  1.87 12.90  6.76 293 1021.0  11.9  11.8 999.0 99.0 99.00
2007 03 10 06 00 323  7.2  8.7  1.76 12.90  7.12 298 1022.0  11.8  11.7 999.0 99.0 99.00
2007 03 10 07 00 320  6.5  8.1  1.74 12.90  7.38 293 1022.1  11.8  11.7 999.0 99.0 99.00
2007 03 10 08 00 317  6.7  8.4  1.76 11.43  7.26 309 1022.0  11.7  11.7 999.0 99.0 99.00
2007 03 10 09 00 320  7.0  8.6  1.75 12.12  7.34 302 1021.8  11.7  11.7 999.0 99.0 99.00
2007 03 10 10 00 332  6.8  8.0  1.72 12.90  7.32 289 1021.8  11.7  11.7 999.0 99.0 99.00
2007 03 10 11 00 332  6.4  7.6  1.90 12.12  7.55 307 1021.5  11.7  11.7 999.0 99.0 99.00
2007 03 10 12 00 347  6.2  7.3  1.94 12.12  7.73 308 1021.3  11.7  11.7 999.0 99.0 99.00
2007 03 10 13 00 346  5.9  7.4  1.88 11.43  7.82 305 1021.4  11.5  11.7 999.0 99.0 99.00
2007 03 10 14 00 336  7.3  8.9  1.85 12.12  7.72 307 1022.1  11.7  11.7 999.0 99.0 99.00
2007 03 10 15 00 336  8.0 10.2  2.15 13.79  7.50 302 1022.3  11.6  11.6 999.0 99.0 99.00
2007 03 10 16 00 347  6.3  8.2  2.13 14.81  7.38 293 1022.3  11.5  11.7 999.0 99.0 99.00
2007 03 10 17 00 343  6.5  7.7  2.05 12.90  7.30 301 1022.6  11.6  11.7 999.0 99.0 99.00
2007 03 10 18 00 353  5.6  6.8  2.17 12.90  7.50 302 1023.1  11.6  11.7 999.0 99.0 99.00
2007 03 10 19 00 348  6.5  7.5  2.10 12.12  7.33 303 1023.1  11.3  11.7 999.0 99.0 99.00
2007 03 10 20 00 351  6.3  7.6  1.98 13.79  6.80 304 1022.6  11.6  11.8 999.0 99.0 99.00
2007 03 10 21 00 322  5.7  6.9  1.93 13.79  7.09 309 1022.1  11.6  11.8 999.0 99.0 99.00
2007 03 10 22 00 334  5.3  6.3  2.06 12.90  7.76 308 1021.4  10.8  11.8 999.0 99.0 99.00
2007 03 10 23 00 326  6.8  8.0  2.18 12.12  7.31 307 1020.8  11.6  11.9 999.0 99.0 99.00
2007 03 11 00 00 322  9.0 11.2  2.28 13.79  7.15 316 1020.5  11.8  11.9 999.0 99.0 99.00
2007 03 11 01 00 326 10.1 11.8  2.39 12.90  6.42 303 1020.6  11.2  11.8 999.0 99.0 99.00
2007 03 11 02 00 337  9.6 12.0  2.37 12.12  6.58 313 1020.4  11.0  11.7 999.0 99.0 99.00
2007 03 11 03 00 329  9.9 11.8  2.62 12.90  6.76 308 1020.5  11.1  11.7 999.0 99.0 99.00
2007 03 11 04 00 329  9.6 11.7  2.61 12.12  6.77 314 1020.9  11.0  11.7 999.0 99.0 99.00
2007 03 11 05 00 344  8.0  9.4  2.57 12.90  7.23 309 1021.3  10.9  11.7 999.0 99.0 99.00
2007 03 11 06 00 343  7.1  8.6  2.43 12.90  7.24 312 1021.6  10.9  11.6 999.0 99.0 99.00
2007 03 11 07 00 325  8.0  9.4  2.29 12.90  7.32 307 1021.4  10.8  11.6 999.0 99.0 99.00
2007 03 11 08 00 331  6.1  7.6  2.30 13.79  7.25 311 1021.4  11.0  11.6 999.0 99.0 99.00
2007 03 11 09 00 343  5.7  7.4  2.13 11.43  7.49 305 1021.3  10.8  11.6 999.0 99.0 99.00
2007 03 11 10 00 342  4.6  5.4  2.11 12.90  7.89 302 1021.4  10.7  11.6 999.0 99.0 99.00
2007 03 11 11 00 339  3.5  4.3  1.99 11.43  7.93 308 1020.9  11.0  11.6 999.0 99.0 99.00
2007 03 11 12 00 352  3.3  4.0  1.91 12.90  8.13 305 1020.6  11.3  11.6 999.0 99.0 99.00
2007 03 11 13 00 344  3.8  4.5  2.02 12.90  8.72 300 1020.7  11.5  11.6 999.0 99.0 99.00
2007 03 11 14 00 346  3.4  4.2  2.00 13.79  8.58 296 1020.9  11.8  11.6 999.0 99.0 99.00
2007 03 11 15 00 325  4.4  5.4  2.11 13.79  8.46 300 1021.3  11.8  11.6 999.0 99.0 99.00
2007 03 11 16 00 344  4.0  4.8  1.94 13.79  8.13 309 1021.6  12.2  11.6 999.0 99.0 99.00
2007 03 11 17 00 351  3.5  4.3  2.19 13.79  8.60 301 1021.5  12.3  11.7 999.0 99.0 99.00
2007 03 11 18 00 342  2.7  3.4  2.09 14.81  8.63 300 1021.7  12.4  11.8 999.0 99.0 99.00
2007 03 11 19 00 319  2.5  3.4  2.09 14.81  8.76 302 1021.6  12.5  12.0 999.0 99.0 99.00
2007 03 11 20 00 338  3.1  4.0  2.15 13.79  8.97 306 1021.1  12.9  12.2 999.0 99.0 99.00
2007 03 11 21 00 320  5.1  6.5  2.17 14.81  8.91 310 1020.2  13.1  12.4 999.0 99.0 99.00
2007 03 11 22 00 326  4.6  5.5  2.16 14.81  9.04 307 1019.6  13.8  12.4 999.0 99.0 99.00
2007 03 11 23 00 319  6.5  7.4  2.09 13.79  9.44 307 1019.0  13.4  12.4 999.0 99.0 99.00
2007 03 12 00 00 330  5.1  6.0  2.10 13.79  9.24 311 1018.7  13.6  12.4 999.0 99.0 99.00
2007 03 12 01 00 331  4.5  5.3  1.95 13.79  8.75 308 1018.6  13.8  12.5 999.0 99.0 99.00
2007 03 12 02 00 331  7.0  8.1  1.79 13.79  7.83 306 1018.6  13.2  12.5 999.0 99.0 99.00
2007 03 12 03 00 334  8.3  9.7  2.07 13.79  7.14 304 1018.7  13.2  12.3 999.0 99.0 99.00
2007 03 12 04 00 330  8.3 10.1  2.03 13.79  6.41 313 1019.2  13.3  12.2 999.0 99.0 99.00
2007 03 12 05 00 331  6.9  8.1  1.90 13.79  6.69 312 1019.3  13.2  12.1 999.0 99.0 99.00
2007 03 12 06 00 326  8.2  9.3  2.17 13.79  6.72 306 1019.3  13.3  12.0 999.0 99.0 99.00
2007 03 12 07 00 353  5.2  6.2  1.99 13.79  6.44 306 1019.5  13.1  11.9 999.0 99.0 99.00
2007 03 12 08 00 334  4.9  5.6  2.02 13.79  7.53 305 1019.1  12.8  11.9 999.0 99.0 99.00
2007 03 12 09 00 333  4.5  5.4  2.00 13.79  7.75 307 1018.9  12.7  11.9 999.0 99.0 99.00
2007 03 12 10 00 342  5.5  6.2  1.83 12.90  7.83 302 1018.5  12.7  11.9 999.0 99.0 99.00
2007 03 12 11 00 357  3.8  4.4  1.55 13.79  7.54 301 1018.2  12.5  11.9 999.0 99.0 99.00
2007 03 12 12 00 344  3.4  4.1  1.70 12.90  7.67 301 1017.7  12.3  11.8 999.0 99.0 99.00
2007 03 12 13 00 347  3.3  4.1  1.80 13.79  7.97 309 1017.5  12.5  11.8 999.0 99.0 99.00
2007 03 12 14 00 351  4.0  4.7  1.83 12.90  8.11 315 1017.5  13.7  11.8 999.0 99.0 99.00
2007 03 12 15 00 351  3.1  3.9  1.75 12.12  8.10 307 1017.5  12.7  11.9 999.0 99.0 99.00
2007 03 12 16 00 332  5.0  5.7  1.64 12.90  7.36 311 1018.1  12.6  11.9 999.0 99.0 99.00
2007 03 12 17 00 340  3.8  4.9  1.66 12.90  7.57 311 1018.5  12.6  11.9 999.0 99.0 99.00
2007 03 12 18 00 327  4.6  5.4  1.77 12.12  7.47 305 1018.7  12.7  12.0 999.0 99.0 99.00
2007 03 12 19 00 317  4.6  5.6  1.72 12.12  7.46 308 1018.6  12.9  12.2 999.0 99.0 99.00
2007 03 12 20 00 327  6.1  7.2  1.76 12.90  7.10 305 1018.0  12.4  12.3 999.0 99.0 99.00
2007 03 12 21 00 322  6.7  7.8  1.76 12.12  6.76 303 1017.2  12.6  12.3 999.0 99.0 99.00
2007 03 12 22 00 321  7.2  8.7  1.82 12.90  6.69 307 1016.4  12.8  12.3 999.0 99.0 99.00
2007 03 12 23 00 313  7.9  9.2  1.99 12.90  6.24 303 1015.8  12.5  12.2 999.0 99.0 99.00
2007 03 13 00 00 320  7.2  8.4  2.04 12.90  6.35 303 1015.6  12.5  12.2 999.0 99.0 99.00
2007 03 13 01 00 326  7.4  8.7  1.95 12.12  5.81 303 1015.1  13.2  12.0 999.0 99.0 99.00
2007 03 13 02 00 329  9.5 11.4  2.00 12.90  5.87 301 1014.8  13.3  12.0 999.0 99.0 99.00
2007 03 13 03 00 332 10.3 12.2  2.27 12.12  5.98 306 1015.1  13.1  12.0 999.0 99.0 99.00
2007 03 13 04 00 332 10.2 12.0  2.26 12.90  6.07 311 1015.2  12.8  11.9 999.0 99.0 99.00
2007 03 13 05 00 328  9.9 12.2  2.24 12.90  6.40 308 1015.4  12.8  11.9 999.0 99.0 99.00
2007 03 13 06 00 324  9.5 11.4  2.06 12.90  6.15 296 1015.9  12.4  11.9 999.0 99.0 99.00
2007 03 13 07 00 325  9.3 10.9  2.12 11.43  6.18 306 1016.0  12.3  11.9 999.0 99.0 99.00
2007 03 13 08 00 329  8.2 10.1  2.22 12.12  6.68 311 1016.0  12.4  11.9 999.0 99.0 99.00
2007 03 13 09 00 330  8.4 10.0  2.15 12.12  6.56 302 1016.0  12.4  11.9 999.0 99.0 99.00
2007 03 13 10 00 329  8.7 10.5  2.17  7.69  6.45 306 1016.0  11.9  11.9 999.0 99.0 99.00
2007 03 13 11 00 331  8.6 10.4  2.28 11.43  6.61 305 1015.7  11.0  11.9 999.0 99.0 99.00
2007 03 13 12 00 336  7.8  9.3  2.17 11.43  6.38 311 1015.6  11.1  11.9 999.0 99.0 99.00
2007 03 13 13 00 332  7.7  9.1  2.20 10.81  6.28 298 1015.6  11.3  11.9 999.0 99.0 99.00
2007 03 13 14 00 338  8.4 10.5  2.11 12.12  6.10 312 1015.8  11.5  11.8 999.0 99.0 99.00
2007 03 13 15 00 333  9.3 10.6 99.00 99.00 99.00 999 1016.1  11.2  11.8 999.0 99.0 99.00
2007 03 13 16 00 335  8.0  9.4  2.25 12.12  6.31 302 1017.2  10.9  11.8 999.0 99.0 99.00
2007 03 13 17 00 333  7.4  8.7  2.26 12.90  6.55 291 1017.5  10.9  11.8 999.0 99.0 99.00
2007 03 13 19 00 334  8.9 10.8  2.15 10.81  6.25 303 1018.2  11.1  11.8 999.0 99.0 99.00
2007 03 13 20 00 321  7.8  9.5  2.20 11.43  6.23 297 1017.6  11.1  11.8 999.0 99.0 99.00
2007 03 13 21 00 324  9.6 11.4  2.21 17.39  6.17 192 1017.8  11.2  11.8 999.0 99.0 99.00
2007 03 13 22 00 323  9.7 11.3  2.47 10.81  6.21 289 1017.3  11.3  11.8 999.0 99.0 99.00
2007 03 13 23 00 315 11.4 13.5  2.31  7.69  5.85 310 1016.7  11.3  11.8 999.0 99.0 99.00
2007 03 14 00 00 321 10.9 13.6  2.28 17.39  6.12 174 1017.1  11.1  11.8 999.0 99.0 99.00
2007 03 14 01 00 325 11.4 13.5  2.37  7.69  6.01 306 1016.8  11.3  11.8 999.0 99.0 99.00
2007 03 14 02 00 324  9.8 11.5  2.30 10.00  5.84 293 1016.9  11.9  11.7 999.0 99.0 99.00
2007 03 14 03 00 328  9.3 11.3  2.25  9.09  5.80 290 1017.0  11.8  11.7 999.0 99.0 99.00
2007 03 14 04 00 331 10.1 11.7  2.25 10.00  6.10 288 1017.5  11.9  11.7 999.0 99.0 99.00
2007 03 14 05 00 331  8.7 10.4  2.34  8.33  6.17 299 1018.2  11.9  11.8 999.0 99.0 99.00
2007 03 14 06 00 330  7.4  9.0  2.21 10.00  6.40 297 1018.8  11.9  11.8 999.0 99.0 99.00
2007 03 14 07 00 325  8.2  9.6  2.18  8.33  6.38 316 1019.1  11.9  11.8 999.0 99.0 99.00
2007 03 14 08 00 328  8.5  9.8  2.43 10.00  6.72 304 1019.4  11.8  11.8 999.0 99.0 99.00
2007 03 14 09 00 329  9.3 11.4  2.39  9.09  6.71 299 1019.4  11.7  11.8 999.0 99.0 99.00
2007 03 14 10 00 334  8.1 10.1  2.61  7.69  6.84 310 1019.6  11.5  11.7 999.0 99.0 99.00
2007 03 14 11 00 333  8.9 10.7  2.62  9.09  6.83 299 1019.4  11.5  11.7 999.0 99.0 99.00
2007 03 14 12 00 337  9.8 11.3  2.28  9.09  6.28 306 1019.5  11.1  11.7 999.0 99.0 99.00
2007 03 14 13 00 332  8.6 10.3  2.49 16.00  6.31 194 1019.7  11.2  11.7 999.0 99.0 99.00
2007 03 14 14 00 332  8.2 10.3  2.41  9.09  6.27 302 1019.9  11.2  11.7 999.0 99.0 99.00
2007 03 14 15 00 330  8.1  9.4  2.30  8.33  6.25 305 1020.4  11.2  11.7 999.0 99.0 99.00
2007 03 14 16 00 331  7.1  8.6  2.37  9.09  6.43 302 1021.0  11.4  11.7 999.0 99.0 99.00
2007 03 14 17 00 331  7.5  9.0  2.37  9.09  6.56 299 1021.7  11.4  11.7 999.0 99.0 99.00
2007 03 14 18 00 329  7.9  9.6  2.32  9.09  6.53 311 1021.7  11.5  11.7 999.0 99.0 99.00
2007 03 14 19 00 328  8.3  9.8  2.38  9.09  6.61 307 1021.7  11.6  11.7 999.0 99.0 99.00
2007 03 14 20 00 324  8.5  9.8  2.20 16.00  6.29 212 1021.6  11.6  11.8 999.0 99.0 99.00
2007 03 14 21 00 324  7.2  9.4  2.40  8.33  6.49 315 1020.9  11.6  11.8 999.0 99.0 99.00
2007 03 14 22 00 314 10.1 12.2  2.25  9.09  6.21 305 1020.4  11.7  11.8 999.0 99.0 99.00
2007 03 14 23 00 318 10.0 12.0  2.52  9.09  6.31 305 1020.3  11.8  11.8 999.0 99.0 99.00
2007 03 15 00 00 315 10.2 11.9  2.48  9.09  6.57 311 1019.9  11.8  11.8 999.0 99.0 99.00
2007 03 15 01 00 319  9.8 12.0  2.43 10.00  6.21 300 1019.8  11.9  11.8 999.0 99.0 99.00
2007 03 15 02 00 320  9.6 11.6  2.42 10.00  6.11 309 1019.4  11.8  11.7 999.0 99.0 99.00
2007 03 15 03 00 316 10.4 12.9  2.38  9.09  6.23 312 1019.3  11.7  11.7 999.0 99.0 99.00
2007 03 15 04 00 321  9.1 11.3  2.38  9.09  5.99 301 1019.5  11.8  11.7 999.0 99.0 99.00
2007 03 15 05 00 323  8.4  9.9  2.38  9.09  6.20 314 1019.7  11.9  11.8 999.0 99.0 99.00
