#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 01 12 03 50 328  5.0  6.1  2.15 12.90  8.85 305 1017.5  11.4  12.1 999.0 99.0 99.00
2012 01 12 04 50 330  3.9  5.5  2.02 12.90  8.22 298 1017.7  11.5  12.0 999.0 99.0 99.00
2012 01 12 05 50 330  4.5  5.9  2.35 12.90  8.92 292 1017.7  11.4  11.9 999.0 99.0 99.00
2012 01 12 06 50 341  4.3  5.2  1.92 12.12  7.94 293 1018.1  11.2  11.9 999.0 99.0 99.00
2012 01 12 07 50 335  4.5  5.9  2.07 12.12  8.11 297 1018.1  11.1  11.8 999.0 99.0 99.00
2012 01 12 08 50 328  4.0  5.1  1.86 12.12  7.91 301 1018.2  10.2  11.8 999.0 99.0 99.00
2012 01 12 09 50 328  2.7  4.1  1.62 13.79  7.60 265 1018.5   9.5  11.8 999.0 99.0 99.00
2012 01 12 10 50 298  2.2  3.1  1.92 12.90  8.20 298 1018.2   9.1  11.7 999.0 99.0 99.00
2012 01 12 11 50 312  4.8  5.8  1.73 12.12  8.18 301 1018.1   8.6  11.7 999.0 99.0 99.00
2012 01 12 12 50 323  4.9  6.1  1.76 12.90  8.16 295 1018.3   8.4  11.6 999.0 99.0 99.00
2012 01 12 13 50 324  3.5  5.2  1.80 12.12  8.13 293 1018.5   8.6  11.6 999.0 99.0 99.00
2012 01 12 14 50 318  2.8  4.2  1.82 12.90  8.13 292 1018.5   9.1  11.6 999.0 99.0 99.00
2012 01 12 15 50 320  3.3  4.5  1.66 11.43  7.71 299 1018.5   8.7  11.6 999.0 99.0 99.00
2012 01 12 16 50 342  2.5  4.1  1.67 11.43  7.72 305 1018.9   8.6  11.6 999.0 99.0 99.00
2012 01 12 17 50 345  2.6  4.0  1.85 10.00  7.96 303 1019.4   9.5  11.7 999.0 99.0 99.00
2012 01 12 18 50  95  2.0  3.3  1.73 12.12  8.09 306 1019.3   9.3  11.7 999.0 99.0 99.00
2012 01 12 19 50 233  1.4  2.0  1.71 12.12  7.84 297 1018.5   9.5  11.9 999.0 99.0 99.00
2012 01 12 20 50 257  2.9  3.4  1.66 12.12  7.85 297 1017.6  10.1  12.0 999.0 99.0 99.00
2012 01 12 21 50 293  3.4  4.2  1.85  9.09  7.79 304 1017.0  10.9  12.1 999.0 99.0 99.00
2012 01 12 22 50 326  3.6  4.5  1.66 10.00  8.19 301 1016.6  11.5  12.1 999.0 99.0 99.00
2012 01 12 23 50 340  3.3  4.1  1.64 10.81  8.15 299 1016.8  11.9  12.2 999.0 99.0 99.00
2012 01 13 00 50 331  3.2  4.0  1.69  9.09  8.00 307 1017.1  11.9  12.1 999.0 99.0 99.00
2012 01 13 01 50 323  3.8  4.7  1.54 12.12  7.79 287 1017.3  11.8  12.1 999.0 99.0 99.00
2012 01 13 02 50 318  4.5  5.7  1.59 14.81  8.03 277 1017.7  12.1  12.0 999.0 99.0 99.00
2012 01 13 03 50 350  2.9  3.8  1.56 14.81  7.84 285 1018.3  12.0  11.9 999.0 99.0 99.00
2012 01 13 04 50 354  2.3  2.6  1.60 14.81  7.26 279 1018.9  11.8  11.8 999.0 99.0 99.00
2012 01 13 05 50 334  0.9  1.5  1.51 14.81  7.26 285 1019.2  11.5  11.8 999.0 99.0 99.00
2012 01 13 06 50 318  2.3  2.8  1.52 14.81  7.61 269 1019.5  11.6  11.7 999.0 99.0 99.00
2012 01 13 07 50 314  2.8  3.6  1.50 14.81  7.95 274 1019.8  11.7  11.7 999.0 99.0 99.00
2012 01 13 08 50 356  1.6  2.1  1.52 13.79  8.13 248 1020.1  11.5  11.6 999.0 99.0 99.00
2012 01 13 09 50  76  2.7  3.6  1.30 13.79  7.54 274 1020.1  12.0  11.6 999.0 99.0 99.00
2012 01 13 10 50  77  5.2  6.4  1.33 16.00  7.72 288 1019.8  12.5  11.5 999.0 99.0 99.00
2012 01 13 11 50  81  6.3  7.9  1.44 17.39  7.26 284 1019.6  12.3  11.5 999.0 99.0 99.00
2012 01 13 12 50  79  5.3  7.1  1.50 16.00  6.94 287 1019.7  12.2  11.6 999.0 99.0 99.00
2012 01 13 13 50  84  7.1  8.3  1.45 16.00  6.74 293 1019.8  12.4  11.6 999.0 99.0 99.00
2012 01 13 14 50  90  6.7  8.0  1.59 16.00  6.38 288 1020.2  12.1  11.6 999.0 99.0 99.00
2012 01 13 15 50  77  5.5  6.7  1.62 16.00  6.96 293 1020.7  12.1  11.6 999.0 99.0 99.00
2012 01 13 16 50  85  8.5 10.4  1.87 14.81  7.50 297 1021.1  12.5  11.6 999.0 99.0 99.00
2012 01 13 17 50  87  7.0  8.1  1.86 17.39  6.85 294 1021.9  12.2  11.6 999.0 99.0 99.00
2012 01 13 18 50 100  5.2  6.3  2.10 17.39  8.17 299 1022.2  12.1  11.7 999.0 99.0 99.00
2012 01 13 19 50 100  5.1  6.2  1.94 14.81  7.71 283 1021.7  12.2  11.8 999.0 99.0 99.00
2012 01 13 20 50 105  3.0  3.9  1.84 16.00  8.51 284 1021.1  12.9  12.0 999.0 99.0 99.00
2012 01 13 21 50 180  2.3  3.0  2.07 16.00 10.29 284 1020.7  13.1  12.2 999.0 99.0 99.00
2012 01 13 22 50 188  1.3  1.9  2.11 16.00 10.63 294 1020.5  14.0  12.5 999.0 99.0 99.00
2012 01 13 23 50 220  0.5  1.1  2.59 16.00 12.19 295 1020.4  15.4  12.6 999.0 99.0 99.00
2012 01 14 00 50 242  1.0  1.7  2.34 16.00 11.92 292 1020.6  15.7  12.6 999.0 99.0 99.00
2012 01 14 01 50 266  1.6  2.3  2.35 14.81 12.18 292 1021.0  14.4  12.6 999.0 99.0 99.00
2012 01 14 02 50 329  2.3  3.4  2.45 16.00 11.92 288 1021.4  12.4  12.4 999.0 99.0 99.00
2012 01 14 03 50 323  2.2  3.5  2.23 14.81 11.79 291 1021.6  12.3  12.3 999.0 99.0 99.00
2012 01 14 04 50 303  1.3  2.2  2.25 14.81 11.73 296 1021.7  12.0  12.1 999.0 99.0 99.00
2012 01 14 05 50 327  1.1  1.7  2.43 16.00 12.16 289 1022.0  12.1  12.0 999.0 99.0 99.00
2012 01 14 06 50 292  1.0  1.9  2.53 16.00 12.49 297 1022.1  11.8  11.9 999.0 99.0 99.00
2012 01 14 07 50 337  0.5  1.0  2.53 14.81 12.42 293 1022.0  11.7  11.8 999.0 99.0 99.00
2012 01 14 08 50  24  1.3  1.7  2.56 14.81 12.45 296 1021.5  11.8  11.8 999.0 99.0 99.00
2012 01 14 09 50  67  2.2  3.0  2.08 16.00 11.70 293 1021.3  12.1  11.7 999.0 99.0 99.00
2012 01 14 10 50  75  3.9  5.1  2.47 14.81 12.70 302 1021.1  12.0  11.7 999.0 99.0 99.00
2012 01 14 11 50  90  5.1  6.2  2.27 14.81 12.07 300 1020.7  12.3  11.7 999.0 99.0 99.00
2012 01 14 12 50  77  3.7  5.0  1.92 14.81  9.85 294 1020.6  12.3  11.7 999.0 99.0 99.00
2012 01 14 13 50  61  3.7  4.7  2.08 14.81 10.00 295 1020.7  12.1  11.6 999.0 99.0 99.00
2012 01 14 14 50  54  4.0  5.1  2.01 13.79  9.88 293 1020.9  11.7  11.7 999.0 99.0 99.00
2012 01 14 15 50  66  5.1  6.3  2.26 13.79 10.63 291 1021.3  11.8  11.7 999.0 99.0 99.00
2012 01 14 16 50  64  5.3  6.3  2.08 13.79  9.72 298 1021.8  11.9  11.7 999.0 99.0 99.00
2012 01 14 17 50  81  5.6  6.9  2.02 13.79  9.64 288 1022.0  11.9  11.7 999.0 99.0 99.00
2012 01 14 18 50  75  4.3  6.1  2.04 13.79  9.11 294 1022.0  11.9  11.8 999.0 99.0 99.00
2012 01 14 19 50  51  2.8  3.4  1.70 13.79  8.60 282 1021.5  12.2  12.1 999.0 99.0 99.00
2012 01 14 20 50  10  2.2  3.0  1.95 13.79  9.47 289 1020.5  12.2  12.3 999.0 99.0 99.00
2012 01 14 21 50 342  3.7  4.6  1.83 13.79  9.44 283 1020.0  12.4  12.4 999.0 99.0 99.00
2012 01 14 22 50 333  3.5  4.2  1.89 12.90 10.42 283 1019.8  12.3  12.5 999.0 99.0 99.00
2012 01 14 23 50 310  2.5  3.4  1.70 13.79 10.71 281 1019.6  12.4  12.6 999.0 99.0 99.00
2012 01 15 00 50 325  4.1  5.1  1.87 13.79 11.21 290 1019.5  11.8  12.6 999.0 99.0 99.00
2012 01 15 01 50 324  4.3  5.0  1.99 13.79 11.36 285 1019.7  11.5  12.5 999.0 99.0 99.00
2012 01 15 02 50 333  4.6  5.6  1.76 12.90 10.10 288 1019.6  11.6  12.4 999.0 99.0 99.00
2012 01 15 03 50 336  4.3  5.1  2.14 13.79  9.77 299 1019.7  11.3  12.3 999.0 99.0 99.00
2012 01 15 04 50 340  4.9  6.0  1.85 12.12  8.49 303 1020.1  11.2  12.2 999.0 99.0 99.00
2012 01 15 05 50 337  4.9  6.2  1.73 12.90  7.54 299 1019.9  11.1  12.0 999.0 99.0 99.00
2012 01 15 06 50 322  5.2  6.2  1.61 12.12  7.18 292 1019.8  11.0  11.8 999.0 99.0 99.00
2012 01 15 07 50 324  5.4  6.4  1.70 12.90  7.17 306 1019.7  10.7  11.8 999.0 99.0 99.00
2012 01 15 08 50 332  6.0  7.2  1.86 12.12  7.94 294 1019.4  10.6  11.8 999.0 99.0 99.00
2012 01 15 09 50 332  5.8  6.9  1.66 10.81  6.99 295 1019.4  10.5  11.7 999.0 99.0 99.00
2012 01 15 10 50 335  7.0  8.5  1.51 12.90  7.25 289 1019.1  10.2  11.8 999.0 99.0 99.00
2012 01 15 11 50 340  6.6  7.8  1.47 12.90  6.76 288 1018.8  10.1  11.9 999.0 99.0 99.00
2012 01 15 12 50 337  6.0  7.4  1.55 12.90  6.91 292 1019.1   9.9  12.0 999.0 99.0 99.00
2012 01 15 13 50 330  5.8  7.6  1.54 11.43  6.67 292 1019.4  10.1  12.0 999.0 99.0 99.00
2012 01 15 14 50 331  6.5  7.9  1.53 12.12  6.38 300 1019.3  10.2  12.0 999.0 99.0 99.00
2012 01 15 15 50 318  6.5  7.9  1.39 12.90  6.13 301 1019.5  10.1  12.0 999.0 99.0 99.00
2012 01 15 16 50 330  6.5  8.7  1.71 12.12  6.81 302 1020.0  10.2  12.0 999.0 99.0 99.00
2012 01 15 17 50 321  5.6  7.0  1.57 12.90  6.75 296 1020.5  10.6  12.0 999.0 99.0 99.00
2012 01 15 18 50 324  7.8  9.6  1.47 10.81  6.47 297 1020.5  10.8  12.0 999.0 99.0 99.00
2012 01 15 19 50 318  8.1  9.2  1.66 12.12  6.09 314 1020.2  10.4  12.1 999.0 99.0 99.00
2012 01 15 20 50 310  8.1  9.7  1.70 12.12  5.98 301 1019.6  10.1  12.2 999.0 99.0 99.00
2012 01 15 21 50 317  8.2 10.7  1.81 12.12  6.07 297 1019.3  10.0  12.2 999.0 99.0 99.00
2012 01 15 22 50 314  9.0 11.0  1.92 12.90  6.23 308 1019.0  10.1  12.2 999.0 99.0 99.00
2012 01 15 23 50 317  9.8 13.0  2.12 12.12  6.35 303 1019.1  10.0  12.2 999.0 99.0 99.00
2012 01 16 00 50 319  9.9 12.2  2.16  8.33  6.36 313 1019.3   9.8  12.2 999.0 99.0 99.00
2012 01 16 01 50 321 10.5 12.3  2.55 16.00  6.95 317 1019.7   9.8  12.2 999.0 99.0 99.00
2012 01 16 02 50 319 10.5 12.8  2.75  9.09  6.64 304 1020.2   9.7  12.1 999.0 99.0 99.00
2012 01 16 03 50 320 11.9 14.0  3.21 16.00  7.24 315 1020.4   9.6  12.1 999.0 99.0 99.00
2012 01 16 04 50 317 11.3 13.5  3.50  8.33  7.28 314 1021.1   9.5  12.1 999.0 99.0 99.00
2012 01 16 05 50 320 12.7 15.1  3.64  9.09  7.39 315 1021.4   9.4  12.1 999.0 99.0 99.00
2012 01 16 06 50 321 11.8 15.2  3.71 16.00  7.42 313 1022.0   9.5  12.1 999.0 99.0 99.00
2012 01 16 07 50 325 11.8 14.0  4.07  9.09  7.65 318 1022.0   9.6  12.1 999.0 99.0 99.00
2012 01 16 08 50 330 12.2 15.1  3.83  9.09  7.28 317 1021.8   9.5  12.0 999.0 99.0 99.00
2012 01 16 09 50 329 12.8 15.1  3.74  9.09  7.37 319 1022.0   9.4  12.0 999.0 99.0 99.00
2012 01 16 10 50 331 12.2 15.6  4.00 14.81  7.39 316 1022.5   9.3  12.0 999.0 99.0 99.00
2012 01 16 11 50 336 11.2 13.5  3.74  8.33  7.18 316 1022.9   9.1  11.9 999.0 99.0 99.00
2012 01 16 12 50 333 11.6 13.8  3.42 12.90  7.04 319 1023.0   9.2  11.9 999.0 99.0 99.00
2012 01 16 13 50 341 10.4 12.9  3.42 13.79  6.96 323 1023.6   9.1  11.9 999.0 99.0 99.00
2012 01 16 14 50 339 10.1 12.4  3.54 11.43  7.42 314 1024.0   8.9  11.9 999.0 99.0 99.00
2012 01 16 15 50 339 10.3 13.2  3.85 13.79  7.85 326 1024.6   9.1  11.8 999.0 99.0 99.00
2012 01 16 16 50 340 10.0 11.9  3.63 13.79  7.61 325 1025.4   9.1  11.8 999.0 99.0 99.00
2012 01 16 17 50 341  9.6 11.5  3.33 14.81  7.35 324 1026.0   8.8  11.8 999.0 99.0 99.00
2012 01 16 18 50 350  8.7 11.2  3.67 14.81  7.77 321 1026.6   8.8  11.9 999.0 99.0 99.00
2012 01 16 19 50 340  9.5 11.6  3.25 12.90  7.62 315 1026.1   8.9  12.0 999.0 99.0 99.00
2012 01 16 20 50 337  9.0 11.2  3.21 13.79  7.78 318 1025.6   8.9  12.0 999.0 99.0 99.00
2012 01 16 21 50 334  9.3 11.0  2.88 13.79  7.36 317 1025.3   8.9  12.1 999.0 99.0 99.00
2012 01 16 22 50 334  8.9 10.6  3.02 12.12  7.54 311 1025.2   8.9  12.1 999.0 99.0 99.00
2012 01 16 23 50 335  8.5 10.4  3.07 13.79  7.73 313 1025.2   9.2  12.1 999.0 99.0 99.00
2012 01 17 00 50 327  8.5  9.9  2.68 14.81  7.62 313 1025.4   9.1  12.2 999.0 99.0 99.00
2012 01 17 01 50 328  7.8 10.2  3.06 13.79  7.74 310 1025.9   9.0  12.2 999.0 99.0 99.00
2012 01 17 02 50 326  7.9  9.6  2.78 12.12  7.48 315 1026.3   9.2  12.1 999.0 99.0 99.00
2012 01 17 03 50 328  7.7  9.1  2.84 12.90  7.67 313 1026.5   9.1  12.1 999.0 99.0 99.00
2012 01 17 04 50 330  7.5  9.3  2.62 10.81  7.44 311 1026.9   9.1  12.1 999.0 99.0 99.00
2012 01 17 05 50 329  6.6  8.4  2.83 12.90  7.87 309 1027.0   9.1  12.0 999.0 99.0 99.00
2012 01 17 06 50 324  7.0  9.2  2.56 12.90  7.36 307 1027.4   9.0  12.0 999.0 99.0 99.00
2012 01 17 07 50 338  8.1  9.6  2.45 12.90  6.93 307 1027.5   9.1  12.0 999.0 99.0 99.00
2012 01 17 08 50 337  8.2  9.9  2.33 11.43  7.06 306 1027.6   9.0  12.0 999.0 99.0 99.00
2012 01 17 09 50 337  6.9  8.8  2.27 12.90  6.82 311 1027.7   9.1  12.0 999.0 99.0 99.00
2012 01 17 10 50 335  6.4  8.0  2.05 11.43  6.79 304 1027.9   8.9  12.0 999.0 99.0 99.00
2012 01 17 11 50 344  6.3  8.5  2.16 12.90  7.31 311 1027.6   8.8  12.0 999.0 99.0 99.00
2012 01 17 12 50 358  4.8  6.5  2.09 12.12  7.29 309 1027.6   8.7  11.9 999.0 99.0 99.00
2012 01 17 13 50   6  4.6  6.1  2.15 12.12  7.73 312 1027.9   8.5  11.9 999.0 99.0 99.00
2012 01 17 14 50   3  4.8  6.1  1.93 10.00  7.18 313 1028.5   8.5  11.9 999.0 99.0 99.00
2012 01 17 15 50  20  4.9  6.1  1.98 12.12  7.33 315 1028.8   8.4  11.9 999.0 99.0 99.00
2012 01 17 16 50   8  4.7  6.2  2.05 10.00  7.35 312 1029.6   8.6  11.9 999.0 99.0 99.00
2012 01 17 17 50  67  3.5  5.3  2.05 10.81  7.63 313 1030.2   8.3  11.9 999.0 99.0 99.00
2012 01 17 18 50  41  3.2  4.7  2.24 11.43  7.89 315 1030.5   8.2  12.0 999.0 99.0 99.00
2012 01 17 19 50 356  4.6  6.1  2.03 12.90  7.53 312 1029.9   8.8  12.1 999.0 99.0 99.00
2012 01 17 20 50 344  4.9  6.5  2.08 11.43  7.32 307 1028.8   9.0  12.2 999.0 99.0 99.00
2012 01 17 21 50 329  5.9  7.0  2.15 11.43  7.64 306 1028.4   9.2  12.3 999.0 99.0 99.00
2012 01 17 22 50 331  6.3  8.1  1.98 11.43  7.30 302 1028.2   9.3  12.3 999.0 99.0 99.00
2012 01 17 23 50 323  7.3  8.7  1.67 12.12  6.95 306 1028.4   9.4  12.3 999.0 99.0 99.00
2012 01 18 00 50 324  7.4  8.6  1.65 10.81  6.91 307 1028.0   9.3  12.3 999.0 99.0 99.00
2012 01 18 01 50 327  6.9  8.4  1.58 12.12  6.67 303 1027.9   9.4  12.2 999.0 99.0 99.00
2012 01 18 02 50 332  7.6  9.6  1.78 11.43  7.04 311 1028.4   9.5  12.2 999.0 99.0 99.00
2012 01 18 03 50 346  6.5  8.0  1.57 11.43  6.27 312 1028.7   9.5  12.2 999.0 99.0 99.00
2012 01 18 04 50 342  6.6  7.7  1.64 11.43  6.63 308 1028.9   9.6  12.1 999.0 99.0 99.00
2012 01 18 05 50 344  6.0  7.2  1.59 11.43  6.60 311 1029.0   9.6  12.1 999.0 99.0 99.00
2012 01 18 06 50 347  4.8  6.3  1.59  9.09  6.86 309 1029.0   9.4  12.0 999.0 99.0 99.00
2012 01 18 07 50 352  4.0  5.0  1.54 10.81  7.41 304 1028.8   9.2  12.0 999.0 99.0 99.00
2012 01 18 08 50 342  3.8  4.9  1.50  9.09  7.17 307 1028.5   9.2  12.0 999.0 99.0 99.00
2012 01 18 09 50 354  3.8  5.1  1.50 10.00  7.56 309 1028.5   9.2  11.9 999.0 99.0 99.00
2012 01 18 10 50 348  3.8  5.0  1.37 10.81  7.67 304 1028.7   9.2  11.9 999.0 99.0 99.00
2012 01 18 11 50 336  3.6  4.9  1.26 10.81  7.40 304 1028.6   9.2  11.9 999.0 99.0 99.00
2012 01 18 12 50 335  3.6  4.7  1.36 10.81  7.88 307 1028.6   9.2  11.9 999.0 99.0 99.00
2012 01 18 13 50 337  3.7  5.1  1.32 10.81  7.96 302 1028.6   9.2  11.9 999.0 99.0 99.00
2012 01 18 14 50 347  2.6  3.6  1.38 16.00  7.99 302 1028.5   9.2  11.8 999.0 99.0 99.00
2012 01 18 15 50 346  3.4  4.6  1.17 10.81  7.57 312 1028.7   9.3  11.8 999.0 99.0 99.00
2012 01 18 16 50 347  3.4  5.0  1.16 16.00  7.85 302 1029.5   9.4  11.8 999.0 99.0 99.00
2012 01 18 17 50 344  3.0  3.8  1.24 10.00  8.26 303 1030.3   9.6  12.0 999.0 99.0 99.00
2012 01 18 18 50 339  2.0  3.0  1.18 10.81  7.89 292 1030.5   9.8  12.1 999.0 99.0 99.00
2012 01 18 19 50   7  1.7  3.8  1.14 10.00  7.88 302 1029.9   9.9  12.3 999.0 99.0 99.00
2012 01 18 20 50 323  2.0  2.8  1.10 17.39  7.94 286 1029.4  10.2  12.5 999.0 99.0 99.00
2012 01 18 21 50 289  2.4  3.3  1.01 13.79  8.19 273 1028.4  10.4  12.6 999.0 99.0 99.00
2012 01 18 22 50 307  3.4  4.7  1.10 16.00  8.74 291 1027.8  10.7  12.7 999.0 99.0 99.00
2012 01 18 23 50 300  3.4  4.1  0.99 10.00  8.56 298 1027.2  10.9  12.8 999.0 99.0 99.00
2012 01 19 00 50 314  5.7  6.8  0.97 16.00  9.30 298 1026.9  11.2  12.7 999.0 99.0 99.00
2012 01 19 01 50 318  6.2  7.4  0.90 16.00  7.57 297 1026.6  11.3  12.7 999.0 99.0 99.00
2012 01 19 02 50 302  5.3  6.2  1.01 16.00  6.99 292 1026.3  11.1  12.5 999.0 99.0 99.00
2012 01 19 03 50 298  5.2  6.3  1.14 16.00  7.35 294 1026.1  11.3  12.4 999.0 99.0 99.00
2012 01 19 04 50 299  5.1  5.7  1.12  7.69  6.78 297 1025.9  11.4  12.4 999.0 99.0 99.00
