#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2008 01 04 00 00 164 12.4 15.1  3.61 13.79  7.58 280 1012.2  11.6  11.4 999.0 99.0 99.00
2008 01 04 01 00 166 12.6 15.1  3.62 16.00  7.43 289 1011.8  11.5  11.5 999.0 99.0 99.00
2008 01 04 02 00 159 13.0 15.8  3.50 14.81  7.29 282 1011.5  11.5  11.5 999.0 99.0 99.00
2008 01 04 03 00 158 15.2 19.2  3.29 16.00  6.70 282 1010.8  11.8  11.5 999.0 99.0 99.00
2008 01 04 04 00 158 11.9 14.4  3.27 13.79  6.79 269 1011.9  11.7  11.5 999.0 99.0 99.00
2008 01 04 05 00 158 12.7 15.6  3.39 14.81  6.85 284 1011.8  11.7  11.5 999.0 99.0 99.00
2008 01 04 06 00 156 12.6 15.6  3.52 14.81  6.77 291 1011.4  11.7  11.6 999.0 99.0 99.00
2008 01 04 07 00 158 13.2 16.3 99.00 99.00 99.00 999 1011.1  11.8  11.8 999.0 99.0 99.00
2008 01 04 08 00 157 13.9 16.5  3.64 14.81  6.73 289 1010.2  11.9  11.8 999.0 99.0 99.00
2008 01 04 09 00 160 13.9 16.6  3.67 13.79  6.62 288 1008.9  12.2  11.9 999.0 99.0 99.00
2008 01 04 10 00 157 14.7 18.2  3.66 13.79  6.69 281 1007.5  12.1  11.9 999.0 99.0 99.00
2008 01 04 11 00 159 16.1 20.2  4.00 13.79  6.76 279 1006.4  12.2  11.9 999.0 99.0 99.00
2008 01 04 12 00 157 16.6 20.7 99.00 99.00 99.00 999 1004.9  12.2  11.9 999.0 99.0 99.00
2008 01 04 13 00 167 16.4 20.2  4.06 13.79  6.62 270 1004.6  12.1  11.9 999.0 99.0 99.00
2008 01 04 14 00 164 17.1 21.5  4.34  7.69  6.75 172 1003.4  12.4  11.9 999.0 99.0 99.00
2008 01 04 15 00 164 17.1 21.1  4.87  7.69  6.99 166 1002.4  12.4  11.8 999.0 99.0 99.00
2008 01 04 16 00 169 17.2 99.0  4.27  7.69  6.66 169 9999.0 999.0 999.0 999.0 99.0 99.00
2008 01 04 17 00 176 16.7 20.3 99.00 99.00 99.00 999 1001.3  13.2  11.8 999.0 99.0 99.00
2008 01 04 18 00 176 16.7 20.4 99.00 99.00 99.00 999 1001.1  13.2  11.8 999.0 99.0 99.00
2008 01 04 19 00 181 17.0 20.5  4.96  8.33  7.06 182 1001.0  13.1  11.8 999.0 99.0 99.00
2008 01 04 20 00 193 15.4 19.0  5.18  9.09  7.30 179 1000.8  13.2  11.8 999.0 99.0 99.00
2008 01 04 21 00 195 15.7 19.8 99.00 99.00 99.00 999  999.7  13.6  11.7 999.0 99.0 99.00
2008 01 04 22 00 219 13.7 16.8  5.34  9.09  7.50 198 1000.3  13.2  11.7 999.0 99.0 99.00
2008 01 04 23 00 262  7.8 10.3  5.36  9.09  7.60 184 1002.0  12.0  11.6 999.0 99.0 99.00
2008 01 05 00 00 213  5.4  6.6  4.77  9.09  7.71 201 1002.6  12.1  11.6 999.0 99.0 99.00
2008 01 05 01 00 216  7.6  9.6 99.00 99.00 99.00 999 1003.0  12.4  11.6 999.0 99.0 99.00
2008 01 05 02 00 226  7.9  9.7  4.72 10.00  8.05 223 1003.3  12.6  11.6 999.0 99.0 99.00
2008 01 05 03 00 241  7.7  9.6  4.80 10.00  8.25 223 1004.2  12.5  11.6 999.0 99.0 99.00
2008 01 05 04 00 231  5.6  7.0  4.38 10.81  8.00 254 1005.4  12.3  11.6 999.0 99.0 99.00
2008 01 05 05 00 254  7.4  9.0  4.41 12.12  8.38 276 1006.5  12.6  11.6 999.0 99.0 99.00
2008 01 05 06 00 252  5.0  7.0  4.22 10.81  8.28 240 1007.5  12.4  11.7 999.0 99.0 99.00
2008 01 05 07 00 232  4.0  5.3  4.43 12.90  8.53 275 1008.3  12.3  11.7 999.0 99.0 99.00
2008 01 05 08 00 216  6.0  7.6  5.13 12.12  9.35 265 1009.1  12.3  11.8 999.0 99.0 99.00
2008 01 05 09 00 213  5.9  7.6  5.66 13.79  9.95 282 1009.0  11.8  11.8 999.0 99.0 99.00
2008 01 05 10 00 211  4.5  6.0  6.74 16.00 10.91 281 1009.8  11.7  11.8 999.0 99.0 99.00
2008 01 05 11 00 218  4.4  6.1  7.61 16.00 11.68 278 1009.7  11.7  11.8 999.0 99.0 99.00
2008 01 05 12 00 210  3.8  5.6  9.10 17.39 12.30 279 1009.8  11.6  11.8 999.0 99.0 99.00
2008 01 05 13 00 195  4.0  6.3  8.89 17.39 12.05 283 1009.6  11.7  11.8 999.0 99.0 99.00
2008 01 05 14 00 179  5.0  8.9  9.11 19.05 12.45 279 1009.7  11.7  11.7 999.0 99.0 99.00
2008 01 05 15 00 173  6.3 10.1  9.92 17.39 12.82 281 1009.6  11.8  11.7 999.0 99.0 99.00
2008 01 05 16 00 175  7.1  9.9  9.15 19.05 12.69 281 1009.7  11.9  11.6 999.0 99.0 99.00
2008 01 05 17 00 182  8.9 11.5  8.66 16.00 12.08 276 1009.9  11.8  11.6 999.0 99.0 99.00
2008 01 05 18 00 170  7.8 11.0  7.39 17.39 11.66 277 1009.7  11.7  11.7 999.0 99.0 99.00
2008 01 05 19 00 184  8.4 11.0 99.00 99.00 99.00 999 1009.9  12.1  11.7 999.0 99.0 99.00
2008 01 05 20 00 185  9.4 11.8  7.77 14.81 11.84 280 1009.3  12.1  11.8 999.0 99.0 99.00
2008 01 05 21 00 189  9.3 12.2  7.30 16.00 11.69 285 1008.1  12.1  11.8 999.0 99.0 99.00
2008 01 05 22 00 184  9.2 11.6  6.97 19.05 11.61 286 1006.9  12.0  11.8 999.0 99.0 99.00
2008 01 05 23 00 206 11.1 13.5  6.89 17.39 11.31 287 1006.5  12.2  11.8 999.0 99.0 99.00
2008 01 06 00 00 249  2.6  4.7  6.57 17.39 11.34 292 1007.0  10.1  11.7 999.0 99.0 99.00
2008 01 06 01 00 226  5.5  7.3  6.25 17.39 11.04 294 1006.5  11.0  11.7 999.0 99.0 99.00
2008 01 06 02 00 224  3.8  5.1  5.89 16.00 10.85 284 1006.4  11.2  11.7 999.0 99.0 99.00
2008 01 06 03 00 223  4.5  6.1  5.63 17.39 10.93 287 1006.9  11.6  11.7 999.0 99.0 99.00
2008 01 06 04 00 229  6.1  8.5  6.45 17.39 11.79 290 1006.9  11.8  11.7 999.0 99.0 99.00
2008 01 06 05 00 295  3.5  6.3  5.92 16.00 11.11 285 1006.6  10.3  11.6 999.0 99.0 99.00
2008 01 06 06 00 265  8.8 11.9  5.84 16.00 11.05 297 1007.9  11.3  11.5 999.0 99.0 99.00
2008 01 06 07 00 282  8.1 10.8  5.63 16.00 10.77 288 1009.0  11.1  11.5 999.0 99.0 99.00
2008 01 06 08 00 292  7.6 10.1  6.10 16.00 10.78 289 1009.6  10.8  11.5 999.0 99.0 99.00
2008 01 06 09 00 288  7.3 10.7  6.19 16.00 10.82 286 1010.5  10.9  11.5 999.0 99.0 99.00
2008 01 06 10 00 285  5.8  7.7  5.60 14.81 10.44 286 1010.6  10.9  11.5 999.0 99.0 99.00
2008 01 06 11 00 274  5.9  7.9  5.91 12.90 10.73 297 1011.1  11.1  11.5 999.0 99.0 99.00
2008 01 06 12 00 277  5.6  7.4  5.41 14.81 10.31 298 1011.5  10.9  11.5 999.0 99.0 99.00
2008 01 06 13 00 305  5.4  7.7  5.19 14.81  9.96 291 1011.5  10.9  11.5 999.0 99.0 99.00
2008 01 06 14 00 276  4.5  6.4  5.27 14.81 10.30 291 1012.0  10.8  11.5 999.0 99.0 99.00
2008 01 06 15 00 274  4.9  6.3  4.91 14.81  9.69 290 1012.8  10.8  11.5 999.0 99.0 99.00
2008 01 06 16 00 250  2.3  4.2  5.49 14.81 10.43 289 1013.1  10.7  11.5 999.0 99.0 99.00
2008 01 06 17 00 229  3.0  4.4  5.09 13.79 10.27 293 1013.5  10.9  11.5 999.0 99.0 99.00
2008 01 06 18 00 177  2.0  3.7  4.78 14.81 10.11 289 1013.7  11.2  11.6 999.0 99.0 99.00
2008 01 06 19 00 167  3.7  5.2  4.37 12.90  9.87 290 1013.8  11.0  11.6 999.0 99.0 99.00
2008 01 06 20 00 171  4.7  6.2  3.83 14.81  9.62 287 1013.1  11.1  11.6 999.0 99.0 99.00
2008 01 06 21 00 161  7.0  8.8  4.12 13.79  9.91 290 1011.2  11.1  11.6 999.0 99.0 99.00
2008 01 06 22 00 164  7.7  9.2  3.96 14.81  9.52 285 1011.2  11.0  11.6 999.0 99.0 99.00
2008 01 06 23 00 156  8.0 10.3  3.49 14.81  8.79 294 1010.6  11.1  11.6 999.0 99.0 99.00
2008 01 07 00 00 167  8.2 10.0  3.67 13.79  8.77 283 1010.0  10.6  11.5 999.0 99.0 99.00
2008 01 07 01 00 158  7.9 10.0  3.49 14.81  8.78 283 1010.0  10.1  11.5 999.0 99.0 99.00
2008 01 07 02 00 164  7.6  9.8  3.75 13.79  8.77 280 1009.8   9.7  11.5 999.0 99.0 99.00
2008 01 07 03 00 163  6.9  8.8  3.50 12.90  8.58 280 1009.9   9.6  11.6 999.0 99.0 99.00
2008 01 07 04 00 137  5.5  7.7  3.64 13.79  8.70 275 1010.6   9.7  11.6 999.0 99.0 99.00
2008 01 07 05 00 149  5.4  7.5  3.78 12.12  9.10 288 1010.7   9.5  11.6 999.0 99.0 99.00
2008 01 07 06 00 151  4.3  5.9  3.70 12.90  8.94 286 1011.4   9.6  11.7 999.0 99.0 99.00
2008 01 07 07 00  87  2.7  4.9  3.85 13.79  9.74 287 1012.4   9.3  11.7 999.0 99.0 99.00
2008 01 07 08 00  33  4.6  5.9  3.86 12.90  9.81 288 1013.0   8.8  11.7 999.0 99.0 99.00
2008 01 07 09 00  20  3.1  4.6  3.65 12.90  9.63 295 1013.2   9.2  11.7 999.0 99.0 99.00
2008 01 07 10 00 352  3.7  5.6  3.74 12.12  9.72 298 1013.6   9.2  11.7 999.0 99.0 99.00
2008 01 07 11 00 351  3.6  4.4  3.74 12.90  9.84 298 1014.3   8.8  11.7 999.0 99.0 99.00
2008 01 07 12 00 330  4.6  6.7  3.58 12.90  9.96 292 1014.5   9.3  11.7 999.0 99.0 99.00
2008 01 07 13 00   1  3.9  4.7  3.69 13.79  9.94 292 1014.8   9.6  11.7 999.0 99.0 99.00
2008 01 07 14 00 355  5.4  6.5  3.41 13.79  9.95 287 1015.7   9.5  11.7 999.0 99.0 99.00
2008 01 07 15 00 330  6.8  8.4  2.94 13.79  9.17 284 1016.2  10.3  11.7 999.0 99.0 99.00
2008 01 07 16 00 334  6.6  8.2  2.76 13.79  8.89 287 1016.9  10.4  11.7 999.0 99.0 99.00
2008 01 07 17 00 347  6.8  8.3  2.80 13.79  8.78 285 1018.1  10.5  11.6 999.0 99.0 99.00
2008 01 07 18 00 352  5.2  7.6  2.79 13.79  9.12 290 1019.5  10.6  11.6 999.0 99.0 99.00
2008 01 07 19 00 333  5.2  6.6  2.83 13.79  9.02 294 1020.1  10.8  11.6 999.0 99.0 99.00
2008 01 07 20 00 317  4.3  5.6  2.69 13.79  9.00 293 1020.0  10.7  11.8 999.0 99.0 99.00
2008 01 07 21 00 343  3.8  5.0  2.61 13.79  9.01 292 1020.0  10.7  11.9 999.0 99.0 99.00
2008 01 07 22 00 353  4.4  5.8  3.15 12.90  9.42 290 1020.7  10.5  12.0 999.0 99.0 99.00
2008 01 07 23 00 340  4.2  5.3  2.69 12.90  8.91 291 1020.9  10.5  12.0 999.0 99.0 99.00
2008 01 08 00 00 336  3.7  5.1  2.66 12.90  8.67 292 1020.8  10.5  12.0 999.0 99.0 99.00
2008 01 08 01 00 330  5.1  6.4  2.94 12.12  8.82 292 1021.5  10.4  12.0 999.0 99.0 99.00
2008 01 08 02 00 330  4.3  5.5  3.19 12.12  8.89 293 1021.7  10.3  12.1 999.0 99.0 99.00
2008 01 08 03 00 324  3.3  4.6  3.08 12.90  8.90 295 1021.8  10.3  12.1 999.0 99.0 99.00
2008 01 08 04 00 330  2.8  4.2  3.13 11.43  9.07 290 1021.6  10.2  12.0 999.0 99.0 99.00
2008 01 08 05 00 313  2.5  3.8  3.32 12.12  9.16 299 1022.0  10.2  12.0 999.0 99.0 99.00
2008 01 08 06 00 335  2.0  3.1  3.27 11.43  9.28 293 1022.2  10.2  12.0 999.0 99.0 99.00
2008 01 08 07 00  28  1.3  2.3  3.54 12.90  9.59 295 1021.8  10.2  12.0 999.0 99.0 99.00
2008 01 08 08 00 235  0.5  1.8  3.17 11.43  9.22 294 1021.8  10.2  12.0 999.0 99.0 99.00
2008 01 08 09 00 168  0.4  2.0  3.12 12.90  9.13 293 1021.6  10.2  12.0 999.0 99.0 99.00
2008 01 08 10 00 248  2.2  4.0  3.29 13.79  9.54 298 1022.1  10.3  12.0 999.0 99.0 99.00
2008 01 08 11 00 216  2.4  3.6  2.94 12.12  9.51 290 1021.7  10.4  12.0 999.0 99.0 99.00
2008 01 08 12 00 205  2.8  3.7  3.13 13.79  9.52 292 1021.8  10.4  12.0 999.0 99.0 99.00
2008 01 08 13 00 193  4.5  5.5  2.73 12.90  9.27 300 1021.4  10.4  12.0 999.0 99.0 99.00
2008 01 08 14 00 181  5.5  7.1  3.00 13.79  9.30 291 1020.9  10.6  12.0 999.0 99.0 99.00
2008 01 08 15 00 177  5.7  6.7  2.82 12.90  9.09 291 1020.9  10.6  12.0 999.0 99.0 99.00
2008 01 08 16 00 171  6.0  7.4  2.65 12.90  8.82 292 1021.5  10.8  12.0 999.0 99.0 99.00
2008 01 08 17 00 162  8.5 10.3  2.53 13.79  8.31 299 1020.9  10.9  12.0 999.0 99.0 99.00
2008 01 08 18 00 164  9.9 11.9  2.36 12.90  7.25 297 1020.8  11.0  12.0 999.0 99.0 99.00
2008 01 08 19 00 166 10.6 12.8  2.31 12.90  6.69 298 1020.7  11.0  11.6 999.0 99.0 99.00
2008 01 08 20 00 167 10.9 13.8 99.00 99.00 99.00 999 1020.1  10.7  11.6 999.0 99.0 99.00
2008 01 08 21 00 164 11.8 14.3  2.43 12.12  6.03 289 1018.5  10.7  11.6 999.0 99.0 99.00
2008 01 08 22 00 173 13.1 17.2  2.71 12.12  5.79 298 1017.2  10.7  11.7 999.0 99.0 99.00
2008 01 08 23 00 171 14.3 18.2  3.05 12.12  6.08 297 1016.5  10.5  11.7 999.0 99.0 99.00
2008 01 09 00 00 174 13.1 15.7 99.00 99.00 99.00 999 1016.9  10.6  11.7 999.0 99.0 99.00
2008 01 09 01 00 177 11.8 14.6  3.00 12.12  6.03 285 1017.6  10.8  11.7 999.0 99.0 99.00
2008 01 09 02 00 173 10.4 13.3  3.07 12.12  6.12 283 1017.7  11.1  11.7 999.0 99.0 99.00
2008 01 09 03 00 166  8.6 11.7 99.00 99.00 99.00 999 1018.8  11.3  11.7 999.0 99.0 99.00
2008 01 09 04 00 174  6.2  8.5  2.91 12.90  6.58 294 1019.8  11.4  11.6 999.0 99.0 99.00
2008 01 09 05 00 195  3.7  5.9  2.70 13.79  6.83 297 1020.8  11.8  11.6 999.0 99.0 99.00
2008 01 09 06 00 308  1.4  2.4  2.86 12.90  6.93 286 1021.3  12.0  11.6 999.0 99.0 99.00
2008 01 09 07 00 283  3.5  4.6  2.66 12.90  7.52 288 1022.3  11.7  11.6 999.0 99.0 99.00
2008 01 09 08 00 311  2.2  3.2  2.51 12.12  7.47 288 1022.4  11.5  11.6 999.0 99.0 99.00
2008 01 09 09 00 327  3.0  3.9  2.24 13.79  7.58 292 1022.2  11.4  11.6 999.0 99.0 99.00
2008 01 09 10 00  53  3.1  4.1  2.38 10.81  7.81 288 1022.7  11.3  11.6 999.0 99.0 99.00
2008 01 09 11 00  55  3.7  4.5  2.44 12.90  8.18 299 1023.2  11.0  11.6 999.0 99.0 99.00
2008 01 09 12 00  66  3.1  4.0  2.62 12.90  8.55 307 1023.3  11.0  11.6 999.0 99.0 99.00
2008 01 09 13 00  57  2.2  3.1  2.31 12.12  8.29 294 1023.3  11.0  11.6 999.0 99.0 99.00
2008 01 09 14 00 354  2.2  3.2  2.51 12.12  8.45 297 1022.9  11.1  11.6 999.0 99.0 99.00
2008 01 09 15 00 328  3.6  4.4  2.52 12.12  8.40 303 1023.0  11.1  11.6 999.0 99.0 99.00
2008 01 09 16 00 340  3.4  4.8  2.43 11.43  8.39 303 1023.6  11.3  11.6 999.0 99.0 99.00
2008 01 09 17 00 348  3.0  3.9  2.67 11.43  8.63 304 1024.1  11.2  11.6 999.0 99.0 99.00
2008 01 09 18 00  65  2.7  3.6  2.54 11.43  8.58 306 1024.8  10.7  11.6 999.0 99.0 99.00
2008 01 09 19 00  32  1.7  2.3  3.02 11.43  8.93 303 1025.0  10.7  11.7 999.0 99.0 99.00
2008 01 09 20 00 339  2.8  3.7  2.76 11.43  8.36 296 1024.8  10.8  11.7 999.0 99.0 99.00
2008 01 09 21 00 333  5.3  6.9  2.79 21.05  8.91 286 1024.1  11.2  11.7 999.0 99.0 99.00
2008 01 09 22 00 347  5.4  6.5  3.11 10.81  8.74 303 1023.5  11.1  11.7 999.0 99.0 99.00
2008 01 09 23 00 324  4.3  5.4  3.02 10.81  8.97 294 1023.6  11.2  11.7 999.0 99.0 99.00
2008 01 10 00 00 318  5.4  6.4  3.08 19.05  9.09 283 1023.9  11.2  11.7 999.0 99.0 99.00
2008 01 10 01 00 322  5.1  6.2  3.05 19.05  9.75 287 1023.6  11.0  11.7 999.0 99.0 99.00
2008 01 10 02 00 332  5.0  6.6  3.03 19.05  9.99 284 1023.5  11.0  11.7 999.0 99.0 99.00
2008 01 10 03 00 330  5.8  7.4  3.15 19.05 10.52 292 1023.6  11.0  11.7 999.0 99.0 99.00
2008 01 10 04 00 332  4.8  6.0  3.28 17.39 10.52 292 1023.6  11.0  11.7 999.0 99.0 99.00
2008 01 10 05 00 340  5.0  6.2  3.53 19.05 11.26 295 1023.6  11.1  11.7 999.0 99.0 99.00
2008 01 10 06 00 358  2.8  3.6  3.91 17.39 11.81 294 1023.4  11.1  11.7 999.0 99.0 99.00
2008 01 10 07 00  48  2.0  3.5  3.52 17.39 11.79 296 1023.4  11.2  11.7 999.0 99.0 99.00
2008 01 10 08 00 315  3.8  5.0  3.88 17.39 11.95 289 1024.1  11.3  11.7 999.0 99.0 99.00
2008 01 10 09 00 336  2.9  4.0  4.25 17.39 12.15 290 1024.0  11.2  11.7 999.0 99.0 99.00
2008 01 10 10 00  21  1.3  2.5  4.22 17.39 12.05 292 1023.6  11.2  11.7 999.0 99.0 99.00
2008 01 10 11 00  88  3.5  5.6  4.14 16.00 11.69 286 1023.6  11.4  11.6 999.0 99.0 99.00
2008 01 10 12 00  98  4.2  6.1  4.04 17.39 11.70 290 1023.6  11.3  11.7 999.0 99.0 99.00
2008 01 10 13 00 127  2.5  5.0  4.12 14.81 11.44 292 1022.8  11.1  11.6 999.0 99.0 99.00
