#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2009 01 06 02 50  84  3.7  5.0  1.84 17.39  8.63 293 1022.4   9.9  11.9 999.0 99.0 99.00
2009 01 06 03 50  56  2.8  3.4  1.75 17.39  8.52 296 1022.8  10.2  11.9 999.0 99.0 99.00
2009 01 06 04 50   2  3.7  5.3  1.64 16.00  8.46 290 1023.5  10.3  11.9 999.0 99.0 99.00
2009 01 06 05 50 339  6.4  7.4  1.81 17.39  8.92 303 1023.6  10.1  11.9 999.0 99.0 99.00
2009 01 06 06 50 333  7.0  8.3  1.81 17.39  8.25 297 1023.6  10.5  11.9 999.0 99.0 99.00
2009 01 06 07 50 340  8.0  9.2  1.86 16.00  7.54 283 1023.3  10.3  11.9 999.0 99.0 99.00
2009 01 06 08 50 344  9.4 10.9  1.99 17.39  6.83 305 1023.3  10.1  11.8 999.0 99.0 99.00
2009 01 06 09 50 347  8.9 10.6  1.99 17.39  6.43 302 1023.4  10.0  11.8 999.0 99.0 99.00
2009 01 06 10 50 341  9.0 10.8  2.10 16.00  6.41 297 1023.7   9.7  11.8 999.0 99.0 99.00
2009 01 06 11 50 344  8.3  9.7  2.12 17.39  6.51 299 1024.0   9.6  11.7 999.0 99.0 99.00
2009 01 06 12 50 347  9.1 11.0  2.30 16.00  6.99 312 1024.1   9.9  11.7 999.0 99.0 99.00
2009 01 06 13 50 359  7.8  9.3  2.35 16.00  6.90 304 1024.5   9.8  11.6 999.0 99.0 99.00
2009 01 06 14 50 360  8.1  9.5 99.00 99.00 99.00 999 1024.6   9.9  11.7 999.0 99.0 99.00
2009 01 06 15 50 360  7.8  9.8  2.71 16.00  7.81 307 1025.0   9.9  11.7 999.0 99.0 99.00
2009 01 06 16 50  12  5.8  6.6  2.54 16.00  7.44 308 1025.6   9.9  11.7 999.0 99.0 99.00
2009 01 06 17 50 355  5.5  6.8  2.67 16.00  8.30 303 1026.5  10.3  11.7 999.0 99.0 99.00
2009 01 06 18 50 352  4.3  5.9  2.83 16.00  8.60 298 1026.4  10.5  11.7 999.0 99.0 99.00
2009 01 06 19 50 335  4.7  5.7  2.46 14.81  8.18 302 1025.9  10.6  11.7 999.0 99.0 99.00
2009 01 06 20 50 343  6.0  7.8  2.72 14.81  8.80 307 1025.0  10.5  11.7 999.0 99.0 99.00
2009 01 06 21 50 326  6.6  7.9  2.57 16.00  8.50 304 1024.6  10.2  11.7 999.0 99.0 99.00
2009 01 06 22 50 332  7.7  9.1 99.00 99.00 99.00 999 1024.5  10.2  11.7 999.0 99.0 99.00
2009 01 06 23 50 318  8.1  9.7  2.70 13.79  8.27 311 1024.4  10.5  11.7 999.0 99.0 99.00
2009 01 07 00 50 322  8.8 10.4  2.91 10.81  8.50 308 1024.2  10.3  11.7 999.0 99.0 99.00
2009 01 07 01 50 322  8.0 10.0  2.77 12.12  8.16 311 1024.5  10.4  11.7 999.0 99.0 99.00
2009 01 07 02 50 332  7.1  9.4  2.76 12.90  8.50 309 1024.8  10.7  11.6 999.0 99.0 99.00
2009 01 07 03 50 336  8.0  9.6  2.74 12.90  8.51 313 1024.9  10.8  11.6 999.0 99.0 99.00
2009 01 07 04 50 330  8.2  9.7  2.64 12.90  7.95 312 1024.8  10.7  11.6 999.0 99.0 99.00
2009 01 07 05 50 329  6.2  7.7 99.00 99.00 99.00 999 1025.4  10.4  11.6 999.0 99.0 99.00
2009 01 07 06 50 356  7.1  8.6  2.96 14.81  8.56 310 1025.4  10.3  11.6 999.0 99.0 99.00
2009 01 07 07 50 343  7.2  8.6  2.86 13.79  8.22 306 1025.2  10.2  11.6 999.0 99.0 99.00
2009 01 07 08 50  27  5.7  7.4  2.73 14.81  7.94 312 1025.0  10.2  11.6 999.0 99.0 99.00
2009 01 07 09 50  78  3.4  4.6  2.66 13.79  8.63 313 1025.0  10.0  11.6 999.0 99.0 99.00
2009 01 07 10 50  52  1.6  2.9  2.66 14.81  8.78 315 1024.7   9.8  11.6 999.0 99.0 99.00
2009 01 07 11 50 321  3.6  5.1  2.57 14.81  8.37 306 1024.5  10.0  11.6 999.0 99.0 99.00
2009 01 07 12 50 327  4.6  6.0  2.63 14.81  8.58 309 1024.2  10.0  11.6 999.0 99.0 99.00
2009 01 07 13 50 358  3.3  4.9  2.74 13.79  8.94 312 1024.2   9.6  11.5 999.0 99.0 99.00
2009 01 07 14 50  31  3.2  4.4  2.74 13.79  8.99 313 1024.1   9.8  11.5 999.0 99.0 99.00
2009 01 07 15 50  23  2.6  3.8  3.04 13.79  9.69 309 1024.5   9.2  11.5 999.0 99.0 99.00
2009 01 07 16 50 344  2.3  4.2  2.70 14.81  9.36 302 1024.7   9.1  11.5 999.0 99.0 99.00
2009 01 07 17 50 348  1.7  3.1  2.86 13.79  9.61 302 1025.0   9.6  11.5 999.0 99.0 99.00
2009 01 07 18 50 104  1.3  2.9  2.74 14.81  9.25 295 1024.8   9.9  11.5 999.0 99.0 99.00
2009 01 07 19 50 161  0.9  2.5  2.71 13.79  9.48 296 1024.1  10.1  11.6 999.0 99.0 99.00
2009 01 07 20 50 141  0.9  2.3  2.54 14.81  8.76 302 1023.3  10.6  11.9 999.0 99.0 99.00
2009 01 07 21 50 306  0.7  3.0  2.67 14.81  8.70 308 1022.6  11.1  12.0 999.0 99.0 99.00
2009 01 07 22 50 324  2.9  3.9  2.42 12.90  8.49 306 1022.2  10.7  12.0 999.0 99.0 99.00
2009 01 07 23 50 333  1.3  2.3  2.56 14.81  8.64 302 1022.2  10.8  11.8 999.0 99.0 99.00
2009 01 08 00 50 325  5.0  6.1  2.47 11.43  8.66 306 1021.6  11.1  11.8 999.0 99.0 99.00
2009 01 08 01 50 334  6.6  7.8  2.39 13.79  8.30 298 1021.1  11.0  11.7 999.0 99.0 99.00
2009 01 08 02 50 339  5.3  6.6  2.26 13.79  7.86 310 1021.2  10.9  11.6 999.0 99.0 99.00
2009 01 08 03 50 323  6.4  8.5  2.29 13.79  7.97 311 1021.3  10.9  11.5 999.0 99.0 99.00
2009 01 08 04 50 329  6.9  8.9  2.19 12.90  7.63 310 1020.8  10.9  11.5 999.0 99.0 99.00
2009 01 08 05 50 336  8.8 10.2  2.38 13.79  7.82 307 1020.7  10.7  11.5 999.0 99.0 99.00
2009 01 08 06 50 340  7.9  9.2  2.25 13.79  7.23 314 1020.6  10.6  11.5 999.0 99.0 99.00
2009 01 08 07 50 325  8.5  9.9  2.10 12.90  7.10 311 1020.2  10.5  11.5 999.0 99.0 99.00
2009 01 08 08 50 329  9.0 10.5  2.17 12.90  7.23 305 1020.2  10.4  11.5 999.0 99.0 99.00
2009 01 08 09 50 327  9.5 11.6  2.09 12.12  6.85 306 1020.3  10.0  11.5 999.0 99.0 99.00
2009 01 08 10 50 334 10.0 11.8  2.25 12.12  6.48 315 1020.5   9.3  11.4 999.0 99.0 99.00
2009 01 08 11 50 325 10.7 12.5  2.27 13.79  6.53 307 1020.8   9.7  11.4 999.0 99.0 99.00
2009 01 08 12 50 327 12.5 14.5  2.52 12.90  6.43 314 1021.1   9.7  11.4 999.0 99.0 99.00
2009 01 08 13 50 339 10.5 12.2  2.67 12.12  6.39 308 1021.0   9.8  11.4 999.0 99.0 99.00
2009 01 08 14 50 349  8.9 10.9  2.59 12.90  6.57 315 1021.5  10.0  11.4 999.0 99.0 99.00
2009 01 08 15 50 347  8.9 10.6  2.53 11.43  6.68 320 1021.8  10.6  11.4 999.0 99.0 99.00
2009 01 08 16 50 346  8.0  9.8  2.33 10.81  6.95 322 1022.5  10.8  11.4 999.0 99.0 99.00
2009 01 08 17 50 350  8.7 10.2  2.32 12.90  7.15 308 1022.9  11.2  11.4 999.0 99.0 99.00
2009 01 08 18 50 345  7.4  9.0  2.18 12.12  7.06 311 1023.3  11.2  11.4 999.0 99.0 99.00
2009 01 08 19 50 343  7.9  9.4  2.04 12.12  7.17 302 1022.4  11.2  11.4 999.0 99.0 99.00
2009 01 08 20 50 344  8.0  9.6  2.06 13.79  7.29 316 1021.2  11.4  11.5 999.0 99.0 99.00
2009 01 08 21 50 339  8.9 10.6  2.16 12.90  7.26 311 1021.1  11.3  11.5 999.0 99.0 99.00
2009 01 08 22 50 331  9.9 11.5  2.02 13.79  6.60 303 1020.5  11.2  11.5 999.0 99.0 99.00
2009 01 08 23 50 335 10.3 12.1  2.08 12.12  6.43 312 1020.6  11.0  11.4 999.0 99.0 99.00
2009 01 09 00 50 333 11.5 14.5  2.10 12.12  6.22 314 1020.7  11.4  11.4 999.0 99.0 99.00
2009 01 09 01 50 338 10.5 12.1  2.29 11.43  6.31 312 1021.1  11.4  11.4 999.0 99.0 99.00
2009 01 09 02 50 335  9.8 11.6  2.39 12.12  6.68 315 1021.5  11.3  11.4 999.0 99.0 99.00
2009 01 09 03 50 334 10.1 11.7 99.00 99.00 99.00 999 1022.0  11.2  11.3 999.0 99.0 99.00
2009 01 09 04 50 336 10.1 12.1  2.68 12.12  7.26 318 1022.4  11.1  11.4 999.0 99.0 99.00
2009 01 09 05 50 339  9.8 12.0 99.00 99.00 99.00 999 1022.5  10.9  11.5 999.0 99.0 99.00
2009 01 09 06 50 335  9.8 11.9  2.78 12.90  7.35 315 1022.6  11.0  11.6 999.0 99.0 99.00
2009 01 09 07 50 341  9.9 11.6 99.00 99.00 99.00 999 1022.7  11.0  11.6 999.0 99.0 99.00
2009 01 09 08 50 342  9.7 12.1  2.78 11.43  6.97 308 1022.5  10.9  11.5 999.0 99.0 99.00
2009 01 09 09 50 342 10.8 13.6  2.97 12.12  7.24 306 1022.6  10.9  11.5 999.0 99.0 99.00
2009 01 09 10 50 339  9.4 11.5  2.71 12.90  6.49 309 1022.8  10.7  11.4 999.0 99.0 99.00
2009 01 09 11 50 339  9.2 11.0  2.81 12.90  6.74 303 1022.9  10.7  11.4 999.0 99.0 99.00
2009 01 09 12 50 339 10.6 12.3  2.94 10.00  6.84 309 1022.9  10.7  11.5 999.0 99.0 99.00
2009 01 09 13 50 345  9.1 10.9  2.85  9.09  6.85 314 1023.4  10.7  11.5 999.0 99.0 99.00
2009 01 09 14 50 353  7.6  9.0  3.16 12.12  7.06 309 1023.8  10.8  11.6 999.0 99.0 99.00
2009 01 09 15 50   3  6.7  7.8  3.11 11.43  7.08 305 1024.5  10.7  11.6 999.0 99.0 99.00
2009 01 09 16 50  26  3.7  5.1  2.90 10.00  7.32 303 1025.2  10.7  11.6 999.0 99.0 99.00
2009 01 09 17 50  89  2.5  3.7  3.17 10.00  7.51 300 1025.4  10.7  11.7 999.0 99.0 99.00
2009 01 09 18 50  54  1.0  2.6  3.09 11.43  7.45 294 1025.5  11.0  11.7 999.0 99.0 99.00
2009 01 09 19 50 149  0.3  1.1  3.26  9.09  7.61 303 1024.4  11.7  11.8 999.0 99.0 99.00
2009 01 09 20 50 295  2.4  3.6  3.19 10.81  7.58 295 1024.0  11.5  11.9 999.0 99.0 99.00
2009 01 09 21 50 282  2.0  2.9 99.00 99.00 99.00 999 1023.9  11.8  12.0 999.0 99.0 99.00
2009 01 09 22 50 296  0.7  2.0  2.71 11.43  7.53 296 1024.2  12.3  12.0 999.0 99.0 99.00
2009 01 09 23 50   7  4.7  5.6  2.87 10.81  7.77 304 1024.1  12.3  11.8 999.0 99.0 99.00
2009 01 10 00 50 277  0.8  1.9  2.86 10.00  7.64 305 1024.6  12.1  11.8 999.0 99.0 99.00
2009 01 10 01 50 357  2.0  3.3  2.83 10.81  7.75 307 1025.2  12.1  11.8 999.0 99.0 99.00
2009 01 10 02 50  37  2.1  3.8  2.86 11.43  7.82 304 1026.4  12.5  11.7 999.0 99.0 99.00
2009 01 10 03 50  82  5.7  8.1  2.68 10.00  7.24 309 1026.7  12.5  11.7 999.0 99.0 99.00
2009 01 10 04 50  89  7.3  9.2  2.54 10.81  6.75 312 1027.2  12.4  11.7 999.0 99.0 99.00
2009 01 10 05 50  96  7.2  9.1  2.73 10.81  7.10 307 1027.3  12.4  11.6 999.0 99.0 99.00
2009 01 10 06 50  79  7.4  8.9  2.42 10.81  6.97 310 1027.6  12.4  11.6 999.0 99.0 99.00
2009 01 10 07 50  52  6.5  7.6  2.46 10.00  7.44 309 1028.3  11.9  11.6 999.0 99.0 99.00
2009 01 10 08 50  48  6.0  7.3  2.58 10.00  7.51 309 1028.7  11.1  11.6 999.0 99.0 99.00
2009 01 10 09 50  69  5.2  6.4  2.48 10.81  7.62 306 1028.6  11.2  11.6 999.0 99.0 99.00
2009 01 10 10 50  66  4.1  5.2  2.32 10.81  7.48 308 1029.1  11.0  11.5 999.0 99.0 99.00
2009 01 10 11 50  73  4.4  5.7  2.20 10.00  7.25 303 1029.1  11.1  11.5 999.0 99.0 99.00
